id,location_id,game_index,identifier
112,19,112,sinnoh-snowpoint-temple-b5f
113,20,113,sinnoh-wayward-cave-1f
114,20,114,sinnoh-wayward-cave-b1f
115,22,115,sinnoh-ruin-maniac-cave-0-9-different-unown-caught
116,22,116,sinnoh-ruin-maniac-cave-10-25-different-unown-caught
117,180,117,sinnoh-maniac-tunnel-26-plus-different-unown-caught
118,23,118,sinnoh-trophy-garden
119,24,119,sinnoh-iron-island
120,24,120,sinnoh-iron-island-1f
121,24,121,sinnoh-iron-island-b1f-left
122,24,122,sinnoh-iron-island-b1f-right
123,24,123,sinnoh-iron-island-b2f-right
124,24,124,sinnoh-iron-island-b2f-left
125,24,125,sinnoh-iron-island-b3f
126,25,126,sinnoh-old-chateau-entrance
127,25,127,sinnoh-old-chateau-dining-room
128,25,128,sinnoh-old-chateau-2f-private-room
129,25,129,sinnoh-old-chateau-2f
130,25,130,sinnoh-old-chateau-2f-leftmost-room
131,25,131,sinnoh-old-chateau-2f-left-room
132,25,132,sinnoh-old-chateau-2f-middle-room
133,25,133,sinnoh-old-chateau-2f-right-room
134,25,134,sinnoh-old-chateau-2f-rightmost-room
135,26,135,sinnoh-lake-verity-before-galactic-intervention
136,26,136,sinnoh-lake-verity-after-galactic-intervention
137,27,137,sinnoh-lake-valor
138,28,138,sinnoh-lake-acuity
139,29,139,sinnoh-valor-lakefront
140,30,140,sinnoh-acuity-lakefront
141,31,141,sinnoh-route-201
142,32,142,sinnoh-route-202
143,33,143,sinnoh-route-203
144,34,144,sinnoh-route-204-south-towards-jubilife-city
145,34,145,sinnoh-route-204-north-towards-floaroma-town
146,35,146,sinnoh-route-205-south-towards-floaroma-town
147,35,147,sinnoh-route-205-east-towards-eterna-city
148,36,148,sinnoh-route-206
149,37,149,sinnoh-route-207
150,38,150,sinnoh-route-208
151,39,151,sinnoh-route-209
152,40,152,sinnoh-lost-tower-1f
153,40,153,sinnoh-lost-tower-2f
154,40,154,sinnoh-lost-tower-3f
155,40,155,sinnoh-lost-tower-4f
156,40,156,sinnoh-lost-tower-5f
157,41,157,sinnoh-route-210-south-towards-solaceon-town
158,41,158,sinnoh-route-210-west-towards-celestic-town
159,42,159,sinnoh-route-211-west-towards-eterna-city
160,42,160,sinnoh-route-211-east-towards-celestic-town
161,43,161,sinnoh-route-212-north-towards-hearthome-city
162,43,162,sinnoh-route-212-east-towards-pastoria-city
163,44,163,sinnoh-route-213
164,45,164,sinnoh-route-214
165,46,165,sinnoh-route-215
166,47,166,sinnoh-route-216
167,48,167,sinnoh-route-217
168,49,168,sinnoh-route-218
169,50,169,sinnoh-route-219
170,51,170,sinnoh-route-221
171,52,171,sinnoh-route-222
172,53,172,sinnoh-route-224
173,54,173,sinnoh-route-225
174,55,174,sinnoh-route-227
175,56,175,sinnoh-route-228
176,57,176,sinnoh-route-229
177,58,177,sinnoh-twinleaf-town
178,59,178,sinnoh-celestic-town
179,60,179,sinnoh-resort-area
180,61,180,sinnoh-sea-route-220
181,62,181,sinnoh-sea-route-223
182,63,182,sinnoh-sea-route-226
183,64,183,sinnoh-sea-route-230
184,84,1,johto-new-bark-town
185,108,2,johto-route-29
186,69,3,johto-cherrygrove-city
187,110,4,johto-route-30
188,111,5,johto-route-31
189,153,6,johto-violet-city
190,138,7,johto-sprout-tower-2f
191,138,8,johto-sprout-tower-3f
192,112,9,johto-route-32
193,135,10,johto-ruins-of-alph-outside
194,135,11,johto-ruins-of-alph-interior-a
195,135,12,johto-ruins-of-alph-interior-b
196,135,13,johto-ruins-of-alph-interior-c
197,135,14,johto-ruins-of-alph-interior-d
198,141,15,johto-union-cave-1f
199,141,16,johto-union-cave-b1f
200,141,17,johto-union-cave-b2f
201,113,18,johto-route-33
202,137,19,johto-slowpoke-well-1f
203,137,20,johto-slowpoke-well-b1f
204,78,21,johto-ilex-forest
205,114,22,johto-route-34
206,115,23,johto-route-35
207,83,24,johto-national-park
208,150,25,johto-unknown-all-bugs
209,116,26,johto-route-36
210,117,27,johto-route-37
211,75,28,johto-ecruteak-city
212,66,29,johto-burned-tower-1f
213,66,30,johto-burned-tower-b1f
214,139,31,johto-bell-tower-2f
215,139,32,johto-bell-tower-3f
216,139,33,johto-bell-tower-4f
217,139,34,johto-bell-tower-5f
218,139,35,johto-bell-tower-6f
219,139,36,johto-bell-tower-7f
220,139,37,johto-bell-tower-8f
221,139,38,johto-bell-tower-9f
222,118,39,johto-route-38
223,119,40,johto-route-39
224,85,41,johto-olivine-city
225,121,42,johto-sea-route-40
226,122,43,johto-sea-route-41
227,156,44,johto-whirl-islands-1f
228,156,45,johto-whirl-islands-b1f
229,156,46,johto-whirl-islands-empty-floor-x
230,156,47,johto-whirl-islands-b2f
231,156,48,johto-whirl-islands-empty-floor-y
232,156,49,johto-whirl-islands-b3f
235,70,52,johto-cianwood-city
236,123,53,johto-route-42
237,81,54,johto-mt-mortar-1f
238,81,55,johto-mt-mortar-lower-cave
239,81,56,johto-mt-mortar-upper-cave
240,81,57,johto-mt-mortar-b1f
241,124,58,johto-route-43
242,79,59,johto-lake-of-rage
243,125,60,johto-route-44
244,77,61,johto-ice-path-1f
245,77,62,johto-ice-path-b1f
246,77,63,johto-ice-path-b2f
247,77,64,johto-ice-path-b3f
249,65,66,johto-blackthorn-city
250,74,67,johto-dragons-den
251,126,68,johto-route-45
252,127,69,johto-route-46
253,72,70,johto-dark-cave-violet-city-entrance
254,72,71,johto-dark-cave-blackthorn-city-entrance
255,128,72,johto-route-47
256,80,73,kanto-mt-moon-mt-moon-square
257,148,74,johto-unknown-all-poliwag
258,136,75,kanto-seafoam-islands-1f
259,136,76,kanto-seafoam-islands-b1f
260,136,77,kanto-seafoam-islands-b2f
261,136,78,kanto-seafoam-islands-b3f
262,136,79,kanto-seafoam-islands-b4f
263,82,80,johto-mt-silver-2f
264,82,81,johto-mt-silver-1f-top
265,82,82,johto-mt-silver-4f
266,128,83,johto-route-47-cave-gate
267,128,84,johto-route-47-inside-cave
268,139,85,johto-bell-tower-10f
269,82,86,johto-mt-silver-outside
270,82,87,johto-mt-silver-1f
271,82,88,johto-mt-silver-mountainside
272,82,89,johto-mt-silver-3f
273,82,90,johto-mt-silver-top
275,149,92,johto-unknown-all-rattata
276,91,93,kanto-route-12
277,98,94,kanto-sea-route-19
278,100,95,kanto-sea-route-20
279,71,96,kanto-cinnabar-island
280,154,97,kanto-viridian-city
281,68,98,kanto-cerulean-city
282,151,99,kanto-vermilion-city
283,67,100,kanto-celadon-city
284,76,101,kanto-fuchsia-city
285,86,102,kanto-pallet-town
286,129,103,johto-route-48
287,105,104,kanto-route-26
288,106,105,kanto-route-27
289,107,106,kanto-route-28
290,80,107,kanto-mt-moon-1f
291,80,108,kanto-mt-moon-2f
292,87,109,kanto-rock-tunnel-1f
293,87,110,kanto-rock-tunnel-b1f
294,152,111,kanto-victory-road-1-1f
295,88,112,kanto-route-1
296,99,113,kanto-route-2-south-towards-viridian-city
297,109,114,kanto-route-3
298,120,115,kanto-route-4
299,130,116,kanto-route-5
300,131,117,kanto-route-6
301,132,118,kanto-route-7
302,133,119,kanto-route-8
303,134,120,kanto-route-9
304,89,121,kanto-route-10
305,90,122,kanto-route-11
306,92,123,kanto-route-13
307,93,124,kanto-route-14
308,94,125,kanto-route-15
309,95,126,kanto-route-16
310,96,127,kanto-route-17
311,97,128,kanto-route-18
312,101,129,kanto-sea-route-21
313,102,130,kanto-route-22
314,103,131,kanto-route-24
315,104,132,kanto-route-25
316,140,133,johto-tohjo-falls
317,73,134,kanto-digletts-cave
318,152,135,kanto-victory-road-1-2f
319,152,136,kanto-victory-road-1-3f
320,99,137,kanto-route-2-north-towards-pewter-city
321,155,138,kanto-viridian-forest
323,147,140,kanto-cerulean-cave-1f
324,147,141,kanto-cerulean-cave-2f
325,147,142,kanto-cerulean-cave-b1f
326,80,0,kanto-mt-moon-b1f
327,80,0,kanto-mt-moon-b2f
328,87,0,kanto-rock-tunnel-b2f
329,157,0,kanto-route-23
330,158,0,kanto-power-plant
331,159,0,kanto-victory-road-2-1f
332,159,0,kanto-victory-road-2-2f
333,159,0,kanto-victory-road-2-3f
334,160,0,kanto-pokemon-tower-1f
335,160,0,kanto-pokemon-tower-2f
336,160,0,kanto-pokemon-tower-3f
337,160,0,kanto-pokemon-tower-4f
338,160,0,kanto-pokemon-tower-5f
339,160,0,kanto-pokemon-tower-6f
340,160,0,kanto-pokemon-tower-7f
341,161,0,kanto-pokemon-mansion-1f
342,161,0,kanto-pokemon-mansion-2f
343,161,0,kanto-pokemon-mansion-3f
344,161,0,kanto-pokemon-mansion-b1f
345,162,0,kanto-safari-zone-middle
346,162,0,kanto-safari-zone-area-1-east
347,162,0,kanto-safari-zone-area-2-north
348,162,0,kanto-safari-zone-area-3-west
349,151,0,kanto-vermilion-city-ss-anne-dock
350,429,0,hoenn-petalburg-city
351,430,1,hoenn-slateport-city
352,431,2,hoenn-lilycove-city
353,432,3,hoenn-mossdeep-city
354,433,4,hoenn-sootopolis-city
355,434,5,hoenn-ever-grande-city
356,435,6,hoenn-meteor-falls
357,435,7,hoenn-meteor-falls-back
358,435,8,hoenn-meteor-falls-b1f
359,435,9,hoenn-meteor-falls-backsmall-room
360,436,10,hoenn-rusturf-tunnel
361,437,11,hoenn-granite-cave-1f
362,437,12,hoenn-granite-cave-b1f
363,437,13,hoenn-granite-cave-b2f
364,437,14,hoenn-granite-cave-1fsmall-room
365,438,15,hoenn-petalburg-woods
366,439,16,hoenn-jagged-pass
367,440,17,hoenn-fiery-path
368,441,18,hoenn-mt-pyre-1f
369,441,19,hoenn-mt-pyre-2f
370,441,20,hoenn-mt-pyre-3f
371,441,21,hoenn-mt-pyre-4f
372,441,22,hoenn-mt-pyre-5f
373,441,23,hoenn-mt-pyre-6f
374,441,24,hoenn-mt-pyre-outside
375,441,25,hoenn-mt-pyre-summit
376,442,26,hoenn-seafloor-cavern
377,443,35,hoenn-cave-of-origin-entrance
378,443,36,hoenn-cave-of-origin-1f
379,443,37,hoenn-cave-of-origin-b1f
380,443,38,hoenn-cave-of-origin-b2f
381,443,39,hoenn-cave-of-origin-b3f
382,444,40,hoenn-victory-road-1f
383,444,41,hoenn-victory-road-b1f
384,444,42,hoenn-victory-road-b2f
385,445,43,hoenn-shoal-cave
386,445,47,hoenn-shoal-cave-b1f
387,446,48,hoenn-new-mauville-entrance
388,446,49,hoenn-new-mauville
389,447,50,hoenn-abandoned-ship
390,448,52,hoenn-sky-pillar-1f
391,448,53,hoenn-sky-pillar-3f
392,448,54,hoenn-sky-pillar-5f
393,449,55,hoenn-route-101
394,450,56,hoenn-route-102
395,451,57,hoenn-route-103
396,452,58,hoenn-route-104
397,453,59,hoenn-route-105
398,454,60,hoenn-route-106
399,455,61,hoenn-route-107
400,456,62,hoenn-route-108
401,457,63,hoenn-route-109
402,458,64,hoenn-route-110
403,459,65,hoenn-route-111
404,460,66,hoenn-route-112
405,461,67,hoenn-route-113
406,462,68,hoenn-route-114
407,463,69,hoenn-route-115
408,464,70,hoenn-route-116
409,465,71,hoenn-route-117
410,466,72,hoenn-route-118
411,467,73,hoenn-route-119
412,468,74,hoenn-route-120
413,469,75,hoenn-route-121
414,470,76,hoenn-route-122
415,471,77,hoenn-route-123
416,472,78,hoenn-route-124
417,472,95,hoenn-route-124-underwater
418,473,79,hoenn-route-125
419,474,80,hoenn-route-126
420,474,96,hoenn-route-126-underwater
421,475,81,hoenn-route-127
422,476,82,hoenn-route-128
423,477,83,hoenn-route-129
424,478,84,hoenn-route-130
425,479,85,hoenn-route-131
426,480,86,hoenn-route-132
427,481,87,hoenn-route-133
428,482,88,hoenn-route-134
429,483,89,hoenn-safari-zone-nwmach-bike-area
430,483,90,hoenn-safari-zone-neacro-bike-area
431,483,91,hoenn-safari-zone-sw
432,483,92,hoenn-safari-zone-se
433,484,93,hoenn-dewford-town
434,485,94,hoenn-pacifidlog-town
435,483,97,hoenn-safari-zone-expansion-south
436,483,98,hoenn-safari-zone-expansion-north
437,486,99,hoenn-magma-hideout
438,487,107,hoenn-mirage-tower
439,488,111,hoenn-desert-underpass
440,489,112,hoenn-artisan-cave
441,490,114,hoenn-altering-cave-a
442,490,115,hoenn-altering-cave-b
443,490,116,hoenn-altering-cave-c
444,490,117,hoenn-altering-cave-d
445,490,118,hoenn-altering-cave-e
446,490,119,hoenn-altering-cave-f
447,490,120,hoenn-altering-cave-g
448,490,121,hoenn-altering-cave-h
449,490,122,hoenn-altering-cave-i
450,491,0,kanto-monean-chamber
451,492,1,kanto-liptoo-chamber
452,493,2,kanto-weepth-chamber
453,494,3,kanto-dilford-chamber
454,495,4,kanto-scufib-chamber
455,496,5,kanto-rixy-chamber
456,497,6,kanto-viapos-chamber
461,498,11,kanto-ss-anne
488,500,40,kanto-mt-ember
489,500,41,kanto-mt-ember-cave
490,500,42,kanto-mt-ember-inside
491,500,44,kanto-mt-ember-1f-cave-behind-team-rocket
492,500,45,kanto-mt-ember-b1f
493,500,46,kanto-mt-ember-b2f
494,500,47,kanto-mt-ember-b3f
495,501,50,kanto-berry-forest
496,502,51,kanto-icefall-cave-entrance
497,502,52,kanto-icefall-cave-1f
498,502,53,kanto-icefall-cave-b1f
499,502,54,kanto-icefall-cave-waterfall
500,503,55,kanto-pattern-bush
501,504,56,kanto-lost-cave-room-1
502,504,57,kanto-lost-cave-room-2
503,504,58,kanto-lost-cave-room-3
504,504,59,kanto-lost-cave-room-4
505,504,60,kanto-lost-cave-room-5
506,504,61,kanto-lost-cave-room-6
507,504,62,kanto-lost-cave-room-7
508,504,63,kanto-lost-cave-room-8
509,504,64,kanto-lost-cave-room-9
510,504,65,kanto-lost-cave-room-10
511,504,66,kanto-lost-cave-item-rooms
512,505,70,kanto-kindle-road
513,506,71,kanto-treasure-beach
514,507,72,kanto-cape-brink
515,508,73,kanto-bond-bridge
516,509,74,kanto-three-isle-port
517,510,75,kanto-resort-gorgeous
518,511,76,kanto-water-labyrinth
519,512,77,kanto-five-isle-meadow
520,513,78,kanto-memorial-pillar
521,514,79,kanto-outcast-island
522,515,80,kanto-green-path
523,516,81,kanto-water-path
524,517,82,kanto-ruin-valley
525,518,83,kanto-trainer-tower
526,519,84,kanto-canyon-entrance
527,520,85,kanto-sevault-canyon
528,521,86,kanto-tanoby-ruins
561,526,120,kanto-one-island
562,527,121,kanto-four-island
563,528,122,kanto-five-island
564,529,123,kanto-altering-cave-a
565,529,124,kanto-altering-cave-b
566,529,125,kanto-altering-cave-c
567,529,126,kanto-altering-cave-d
568,529,127,kanto-altering-cave-e
569,529,128,kanto-altering-cave-f
570,529,129,kanto-altering-cave-g
571,529,130,kanto-altering-cave-h
572,529,131,kanto-altering-cave-i
576,348,0,unova-striaton-city
577,352,1,unova-driftveil-city
578,354,2,unova-icirrus-city
579,374,3,unova-dreamyard
580,374,4,unova-dreamyard-b1f
581,375,5,unova-pinwheel-forest-outside
582,375,6,unova-pinwheel-forest-inside
583,376,7,unova-desert-resort-entrance
584,376,8,unova-desert-resort
585,377,9,unova-relic-castle-a
586,377,11,unova-relic-castle-b
587,377,15,unova-relic-castle-c
588,377,30,unova-relic-castle-d
589,378,40,unova-cold-storage
590,379,41,unova-chargestone-cave-1f
591,379,42,unova-chargestone-cave-b1f
592,379,43,unova-chargestone-cave-b2f
593,380,44,unova-twist-mountain
594,381,48,unova-dragonspiral-tower-entrance
595,381,49,unova-dragonspiral-tower-outside
596,381,50,unova-dragonspiral-tower-1f
597,381,51,unova-dragonspiral-tower-2f
598,382,52,unova-victory-road-outside
599,382,53,unova-victory-road-unknown-area-53
600,382,54,unova-victory-road-unknown-area-54
601,382,55,unova-victory-road-unknown-area-55
602,382,56,unova-victory-road-unknown-area-56
603,382,57,unova-victory-road-unknown-area-57
604,382,58,unova-victory-road-unknown-area-58
605,382,59,unova-victory-road-unknown-area-59
606,382,60,unova-victory-road-unknown-area-60
607,382,61,unova-victory-road-unknown-area-61
608,382,62,unova-victory-road-unknown-area-62
609,382,63,unova-victory-road-unknown-area-63
610,382,64,unova-victory-road-unknown-area-64
611,382,65,unova-victory-road-unknown-area-65
612,382,66,unova-victory-road-unknown-area-66
613,415,67,unova-trial-chamber
614,403,68,unova-giant-chasm-outside
615,403,69,unova-giant-chasm
616,403,70,unova-giant-chasm-forest
617,403,71,unova-giant-chasm-forest-cave
618,405,72,unova-p2-laboratory
619,413,73,unova-undella-bay
620,407,74,unova-driftveil-drawbridge
621,409,75,unova-village-bridge
622,410,76,unova-marvelous-bridge
623,356,77,unova-route-1
624,357,78,unova-route-2
625,358,79,unova-route-3
626,395,80,unova-wellspring-cave
627,359,82,unova-route-4
628,360,83,unova-route-5
629,361,84,unova-route-6
630,396,85,unova-mistralton-cave
631,416,87,unova-guidance-chamber
632,362,88,unova-route-7
633,398,89,unova-celestial-tower-2f
634,398,90,unova-celestial-tower-3f
635,398,91,unova-celestial-tower-4f
636,398,92,unova-celestial-tower-5f
637,363,93,unova-route-8
638,399,94,unova-moor-of-icirrus
639,364,95,unova-route-9
640,401,96,unova-challengers-cave-1f
641,401,97,unova-challengers-cave-b1f
642,401,98,unova-challengers-cave-b2f
643,365,99,unova-route-10
644,365,100,unova-route-10-victory-road-gate
645,366,101,unova-route-11
646,367,102,unova-route-12
647,368,103,unova-route-13
648,369,104,unova-route-14
649,412,105,unova-abundant-shrine
650,370,106,unova-route-15
651,371,107,unova-route-16
652,414,108,unova-lostlorn-forest
653,373,109,unova-route-18
654,384,110,unova-undella-town
655,372,111,unova-route-17
656,350,1,unova-castelia-city
657,531,3,unova-aspertia-city
658,532,4,unova-virbank-city
659,533,5,unova-humilau-city
660,382,31,unova-victory-road-7f
661,548,71,unova-victory-road-2-unknown-area-71
662,548,72,unova-victory-road-2-unknown-area-72
663,548,73,unova-victory-road-2-unknown-area-73
664,548,74,unova-victory-road-2-unknown-area-74
665,548,75,unova-victory-road-2-unknown-area-75
666,548,76,unova-victory-road-2-unknown-area-76
667,548,77,unova-victory-road-2-unknown-area-77
668,548,78,unova-victory-road-2-unknown-area-78
669,548,79,unova-victory-road-2-unknown-area-79
670,548,80,unova-victory-road-2-unknown-area-80
671,543,37,unova-castelia-sewers
672,543,38,unova-castelia-sewers-unknown-area-38
673,544,44,unova-floccesy-ranch-outer
674,544,45,unova-floccesy-ranch-inner
675,545,46,unova-virbank-complex-outer
676,545,47,unova-virbank-complex-inner
677,546,48,unova-reversal-mountain-unknown-area-48
678,546,49,unova-reversal-mountain-unknown-area-49
679,546,50,unova-reversal-mountain-unknown-area-50
680,546,51,unova-reversal-mountain-unknown-area-51
681,546,52,unova-reversal-mountain-unknown-area-52
682,546,53,unova-reversal-mountain-unknown-area-53
683,546,54,unova-reversal-mountain-unknown-area-54
684,546,55,unova-reversal-mountain-unknown-area-55
685,546,56,unova-reversal-mountain-unknown-area-56
686,546,57,unova-reversal-mountain-unknown-area-57
687,546,58,unova-reversal-mountain-unknown-area-58
688,546,59,unova-reversal-mountain-unknown-area-59
689,546,60,unova-reversal-mountain-unknown-area-60
690,547,61,unova-strange-house-1f
691,547,65,unova-strange-house-b1f
692,550,81,unova-relic-passage-castelia-sewers-entrance
693,550,82,unova-relic-passage-relic-castle-entrance
694,550,83,unova-relic-passage-pwt-entrance
695,551,84,unova-clay-tunnel
696,562,87,unova-underground-ruins
697,563,90,unova-rocky-mountain-room
698,564,91,unova-glacier-room
699,565,92,unova-iron-room
700,554,93,unova-seaside-cave-1f
701,554,94,unova-seaside-cave-b1f
702,560,95,unova-nature-sanctuary
703,538,128,unova-route-19
704,539,129,unova-route-20
705,541,130,unova-route-22
706,542,131,unova-route-23
707,540,134,unova-route-21
708,646,0,kalos-couriway-town
709,614,0,kalos-ambrette-town
710,611,0,kalos-cyllage-city
711,624,0,kalos-shalour-city
712,633,0,kalos-laverre-city
713,591,0,kalos-route-2
714,594,0,kalos-route-3
715,597,0,kalos-route-4
716,602,0,kalos-route-5
717,606,0,kalos-route-6
718,609,0,kalos-route-7
719,612,0,kalos-route-8
720,615,0,kalos-route-9
721,618,0,kalos-route-10
722,621,0,kalos-route-11
723,626,0,kalos-route-12
724,629,0,kalos-route-13
725,631,0,kalos-route-14
726,635,0,kalos-route-15
727,638,0,kalos-route-16
728,641,0,kalos-route-17
729,644,0,kalos-route-18
730,647,0,kalos-route-19
731,650,0,kalos-route-20
732,653,0,kalos-route-21
733,655,0,kalos-route-22
734,593,0,kalos-santalune-forest
735,608,0,kalos-parfum-palace
736,671,0,kalos-glittering-cave-unknown-area-303
737,671,0,kalos-glittering-cave-unknown-area-304
738,623,0,kalos-reflection-cave-unknown-area-305
739,623,0,kalos-reflection-cave-unknown-area-306
740,623,0,kalos-reflection-cave-unknown-area-307
741,623,0,kalos-reflection-cave-unknown-area-308
742,640,0,kalos-frost-cavern-unknown-area-313
743,640,0,kalos-frost-cavern-unknown-area-314
744,640,0,kalos-frost-cavern-unknown-area-315
745,640,0,kalos-frost-cavern-unknown-area-316
746,640,0,kalos-frost-cavern-unknown-area-317
747,652,0,kalos-pokemon-village
748,657,0,kalos-victory-road-unknown-area-322
749,657,0,kalos-victory-road-unknown-area-324
750,657,0,kalos-victory-road-unknown-area-326
751,657,0,kalos-victory-road-unknown-area-327
752,657,0,kalos-victory-road-unknown-area-328
753,672,0,kalos-connecting-cave
754,676,0,kalos-terminus-cave-unknown-area-343
755,676,0,kalos-terminus-cave-unknown-area-344
756,676,0,kalos-terminus-cave-unknown-area-345
757,676,0,kalos-terminus-cave-unknown-area-347
758,676,0,kalos-terminus-cave-unknown-area-348
759,677,0,kalos-lost-hotel
760,661,0,kalos-azure-bay
761,120,0,kanto-route-4-pokemon-center
762,234,0,kanto-saffron-city-fighting-dojo
763,67,0,kanto-celadon-city-celadon-mansion
764,234,0,kanto-saffron-city-silph-co-7f
765,229,0,johto-goldenrod-city-north-gate
766,229,0,johto-goldenrod-city-bills-house
767,70,0,johto-cianwood-city-manias-house
768,467,0,hoenn-route-119-weather-institute
769,432,0,hoenn-mossdeep-city-stevens-house
770,567,0,hoenn-littleroot-town
771,169,0,sinnoh-hearthome-city
772,170,0,sinnoh-veilstone-city
773,70,0,johto-cianwood-city-kirks-house
774,346,0,unova-nuvema-town
775,350,0,unova-castelia-city-game-freak-hq-1f
776,361,0,unova-route-6-weather-institute
777,536,0,unova-floccesy-town
778,590,0,kalos-aquacorde-town
779,599,0,kalos-lumiose-city
780,625,0,kalos-tower-of-mastery
781,430,0,hoenn-slateport-city-contest-hall
782,571,0,hoenn-verdanturf-town-contest-hall
783,570,0,hoenn-fallarbor-town-contest-hall
784,431,0,hoenn-lilycove-city-contest-hall
785,578,0,hoenn-southern-island
786,695,0,hoenn-battle-resort
787,569,0,hoenn-lavaridge-town
788,2,0,sinnoh-eterna-city-west-gate
789,169,0,sinnoh-hearthome-city-west-gate
790,153,0,johto-violet-city-poke-mart
791,153,0,johto-violet-city-pokemon-center
792,349,0,unova-nacrene-city-west-gate
793,139,0,johto-bell-tower-roof
794,799,0,roaming-kanto-area
795,800,0,roaming-johto-area
796,801,0,roaming-hoenn-area
797,802,0,roaming-sinnoh-area
798,228,0,johto-azalea-town-area
800,230,0,johto-mahogany-town-area
801,443,0,hoenn-cave-of-origin-b4f
802,803,0,hoenn-terra-cave-area
803,804,0,hoenn-marine-cave-area
804,448,0,hoenn-sky-pillar-apex
805,139,0,johto-bell-tower-1f
806,810,0,kanto-birth-island-area
807,811,0,kanto-navel-rock-area
808,812,0,hoenn-faraway-island-area
809,813,0,hoenn-battle-frontier-area
810,582,0,hoenn-desert-ruins-area
811,581,0,hoenn-island-cave-area
812,583,0,hoenn-ancient-tomb-area
813,814,0,johto-safari-zone-zone-peak
814,814,0,johto-safari-zone-zone-desert
815,814,0,johto-safari-zone-zone-plains
816,814,0,johto-safari-zone-zone-meadow
817,814,0,johto-safari-zone-zone-forest
818,814,0,johto-safari-zone-zone-swamp
819,814,0,johto-safari-zone-zone-marshland
820,814,0,johto-safari-zone-zone-mountain
821,814,0,johto-safari-zone-zone-rocky-beach
822,814,0,johto-safari-zone-zone-wasteland
823,814,0,johto-safari-zone-zone-savannah
824,814,0,johto-safari-zone-zone-wetland
825,500,0,kanto-mt-ember-summit
826,248,0,johto-embedded-tower-kyogre-room
827,248,0,johto-embedded-tower-groundon-room
