pokemon_id,pokemon_name,language_id,language_name,summary
852,clobbopus,9,en,"**Clobbopus** is a Fighting-type Pokémon introduced in Generation VIII.

**Type:** Fighting

**Abilities:**

- **Limber:** Prevents the Pokémon from being paralyzed.
- **Technician (Hidden Ability):** Boosts the power of the Pokémon’s weaker moves.

**Physical Characteristics:**

- Clobbopus resembles a small, octopus-like creature.
- Its body is primarily orange with white suction cups on its arms.
- It has large, expressive eyes and a small mouth.
- The tentacles have a boxing glove-like appearance, highlighting its Fighting type.

**Behavior and Habitat:**

- Clobbopus is known for its curiosity and intelligence.
- It often uses its tentacles to explore its surroundings and interact with objects.
- Typically found in coastal areas and near bodies of water.
- Despite its somewhat playful nature, Clobbopus can become aggressive if provoked.

**In Battle:**

- Clobbopus excels in close combat situations, utilizing its tentacles effectively.
- Notable moves include Octolock, which prevents foes from escaping and lowers their Defense and Special Defense each turn.
- Strong against Normal, Rock, and Ice types due to its Fighting type advantage.
- Vulnerable to Flying, Psychic, and Fairy types, which can exploit its weaknesses.

**Evolution:**

- Clobbopus evolves into Grapploct when it learns the move Taunt and levels up.
- The evolution emphasizes its transition from a curious creature to a more tactical and combative Pokémon.

**Interesting Facts:**

- Clobbopus’s playful nature and tentacle dexterity make it adept at learning new things through trial and error.
- Its name is a combination of ""clobber,"" meaning to hit hard, and ""octopus,"" reflecting its physical form and combat style.
- Clobbopus is often seen mimicking human actions, a trait that endears it to many trainers.

By incorporating its unique features and behaviors, Clobbopus provides an engaging addition to the Pokémon world, especially for trainers who appreciate both its combat capabilities and its curious nature."
980,clodsire,9,en,"**Clodsire** is a dual-type Poison/Ground Pokémon introduced in Generation IX.

**Type:** Poison/Ground

**Abilities:**

- **Poison Point:** May poison the opponent on contact.
- **Water Absorb:** Restores HP if hit by a Water-type move.
- **Unaware (Hidden Ability):** Ignores the opposing Pokémon's stat changes.

**Physical Characteristics:**

- Clodsire is a large, quadrupedal Pokémon resembling a terrestrial axolotl.
- It has a smooth, brown body with a light-colored underbelly.
- Its body is rounded and somewhat gelatinous, which aids in absorbing impacts.
- Features small, stubby legs and a broad tail, which help it move through mud and water.
- Clodsire has a simple face with dot-like eyes and a wide smile, contributing to its docile appearance.

**Behavior and Habitat:**

- Clodsire is often found in marshy areas, swamps, and muddy terrains where it can easily blend into its surroundings.
- It is known for its laid-back nature and spends much of its time submerged in mud or shallow water.
- It forages for food in murky waters and is adept at hiding from predators due to its camouflage abilities.

**In Battle:**

- Clodsire is known for its excellent defensive capabilities, with high HP and solid defensive stats.
- It is effective against Electric-type Pokémon, being completely immune due to its Ground typing.
- Signature moves include Earthquake and Poison Jab, making it a formidable opponent against a variety of types.
- While not exceptionally fast, it can endure hits and retaliate with powerful attacks.
- Its Unaware ability allows it to counter opponents who rely on stat boosts.

**Evolution:**

- Clodsire evolves from Paldean Wooper starting at level 20.
- It does not evolve into or from another Pokémon.

**Interesting Facts:**

- Clodsire is a regional evolution of the Paldean form of Wooper, showcasing adaptation to its environment.
- It is one of the few Pokémon that can naturally learn both Poison and Ground-type moves, giving it diverse offensive options.
- Clodsire's design is inspired by real-world amphibians, particularly the axolotl, known for their regenerative abilities and aquatic lifestyle."
91,cloyster,9,en,"**Cloyster** is a Water/Ice-type Pokémon introduced in Generation I.

**Type:** Water / Ice

**Abilities:**

- **Shell Armor:** Prevents the Pokémon from receiving critical hits.
- **Skill Link:** Maximizes the number of times multi-strike moves hit.
- **Overcoat (Hidden Ability):** Protects against damaging weather effects and powder moves.

**Physical Characteristics:**

- Cloyster resembles a large, bivalve mollusk with a spiky, dark gray shell.
- Inside the shell is a light purple, spherical body with a mischievous grin and two eyes.
- The shell has two layers, with the outer spiky one providing extra protection.
- Its tongue is visible and adds to its menacing appearance.

**Behavior and Habitat:**

- Cloyster is typically found in cold ocean waters, often near reefs or submerged caves.
- Known for its defensive nature, it rarely opens its shell, protecting its soft body from predators.
- It can swim rapidly by expelling water from its shell, using jet propulsion to escape threats.
- Cloyster are solitary Pokémon, usually found alone rather than in groups.

**In Battle:**

- Cloyster excels in defense and can use its shell to withstand strong attacks.
- It is a versatile battler with access to powerful moves such as Icicle Spear, Hydro Pump, and Shell Smash.
- Its Skill Link ability makes moves like Icicle Spear and Rock Blast particularly effective, always hitting the maximum number of times.
- Strong against Flying, Ground, and Dragon types, but vulnerable to Electric, Fighting, Rock, and Grass types.

**Evolution:**

- Cloyster evolves from Shellder when exposed to a Water Stone.

**Interesting Facts:**

- The shell's spikes are said to be harder than diamonds, making Cloyster one of the most durable Pokémon.
- Despite its tough exterior, its inner body is highly sensitive, which is why it remains hidden most of the time.
- Cloyster's evolutionary line is known for its connection to the tides, with Shellder often found clinging to Slowbro's tail in a symbiotic relationship.
- It is often associated with pearls due to its clam-like appearance and the mystery of what lies within its shell."
839,coalossal,9,en,"**Coalossal** is a dual-type Rock/Fire Pokémon introduced in Generation VIII.

**Type:** Rock / Fire

**Abilities:**

- **Steam Engine:** Greatly increases speed when hit by a Water or Fire-type move.
- **Flame Body:** May burn opponents that make contact.
- **Hidden Ability - Flash Fire:** Boosts its Fire-type moves if hit by a Fire-type move.

**Physical Characteristics:**

- Coalossal is a large, bipedal Pokémon resembling a coal furnace.
- Its body is primarily black and rocky, with a massive pile of burning coal on its back.
- It has glowing orange eyes and a rugged, rock-like exterior.
- The coal pile on its back can produce intense heat and flames.

**Behavior and Habitat:**

- Known to live in mountainous regions and near volcanic areas.
- Usually found in caves and mines where coal is abundant.
- It is diligent and hardworking, often using its coal to power machinery.
- Coalossal is a gentle giant, despite its imposing appearance, and often helps humans by transporting coal or clearing paths.

**In Battle:**

- Coalossal is a formidable physical and special attacker with high defensive stats.
- Notable moves include Heat Crash, Stone Edge, and G-Max Volcalith (when Gigantamaxed).
- It excels against Bug, Ice, and Flying types but is vulnerable to Water and Ground types.
- Its Steam Engine ability can turn a disadvantage into a speed boost, making it a versatile combatant.

**Evolution:**

- Evolves from Carkol starting at level 34.
- Carkol evolves from Rolycoly starting at level 18.
- Coalossal can Gigantamax into a larger, more powerful form in certain battles.

**Interesting Facts:**

- Coalossal's Gigantamax form can manipulate the heat of its coal to create a burning storm.
- Its evolutionary line is based on coal mining and steam engines, reflecting the industrial history of Galar.
- Coalossal has been used historically to power steam engines and heat homes.
- Its design is inspired by the industrial revolution and the importance of coal in fueling power."
10215,coalossal-gmax,9,en,"**Coalossal Gmax** is a Rock/Fire-type Pokémon introduced in Generation VIII, capable of Gigantamaxing.

**Type:** Rock / Fire

**Abilities:**

- **Steam Engine:** Increases Speed stat drastically when hit by a Water- or Fire-type move.
- **Flame Body (Hidden Ability):** May cause a burn if the opponent makes contact with Coalossal.

**Physical Characteristics:**

- Gigantamax form significantly larger and more imposing than its regular form
- Gigantic, coal-covered body resembling a mountainous furnace
- Emits intense heat and flames from its body
- Features glowing, fiery elements that pulse with energy

**Behavior and Habitat:**

- Primarily inhabits caves and mountainous regions rich in coal
- Known for its industrious nature, often seen mining or transporting coal
- Forms deep connections with environments that suit its fiery and rocky composition
- Can be quite territorial, especially when defending its coal-rich habitat

**In Battle:**

- Known for its defensive capabilities coupled with powerful attacks
- Gigantamax move: G-Max Volcalith, which deals damage and causes residual damage to non-Rock types for four turns
- Effective against Bug, Fire, Ice, and Flying types
- Vulnerable to Water, Ground, and Fighting types
- Common moves include Heat Crash, Rock Slide, and Stealth Rock

**Evolution:**

- Evolves from Carkol at level 34
- Carkol evolves from Rolycoly at level 18

**Interesting Facts:**

- Coalossal's Gigantamax form is inspired by industrial revolution-era coal furnaces
- Known for its incredible strength and durability 
- The coal on its back burns when it roars, creating a thunderous sound and a fiery display
- Its Gigantamax form is particularly feared for its ability to cause massive destruction with its volcanic eruptions

Coalossal Gmax is a formidable presence both in battle and in its environment, embodying the power and might of its Rock and Fire typing."
638,cobalion,9,en,"**Cobalion** is a dual Steel/Fighting-type Pokémon introduced in Generation V.

**Type:** Steel / Fighting

**Abilities:**

- **Justified:** Boosts the Attack stat by one stage when hit by a Dark-type move.

**Physical Characteristics:**

- Cobalion is a quadrupedal Pokémon with a sturdy, goat-like appearance.
- It has a light blue body with a lighter blue underbelly and a teal coloration on its chest.
- Its face is covered with a mask-like design, and it has long, black horns that curve backward.
- Cobalion's eyes are a bright yellow, and it has small, pointed ears.
- Its legs are slender yet powerful, ending in dark hooves, and it sports a short tail.

**Behavior and Habitat:**

- Cobalion is known for its calm and composed demeanor, often acting as a leader to its fellow Swords of Justice members.
- It inhabits remote, mountainous regions and is rarely seen by humans.
- This Pokémon has a strong sense of justice and will protect Pokémon and humans alike from threats.
- It is said to have once fought against humans to protect Pokémon during times of conflict.

**In Battle:**

- Cobalion excels as a physical attacker with a solid defensive presence.
- Signature moves include Sacred Sword and Iron Head, which take advantage of its dual typing.
- It is strong against Rock, Ice, and Dark types due to its Fighting type and can effectively counter Fairy and Flying types with its Steel-type moves.
- Weaknesses include attacks from Fire, Fighting, and Ground types.

**Evolution:**

- Cobalion does not evolve from or into any other Pokémon. It is part of the group known as the Swords of Justice, alongside Terrakion, Virizion, and Keldeo.

**Interesting Facts:**

- Cobalion is one of the legendary Swords of Justice, inspired by the Three Musketeers, with Cobalion representing Athos, the oldest and wisest.
- It is known for its leadership qualities and often takes charge during group efforts to safeguard Pokémon.
- Cobalion made its first appearance in the Pokémon Black and White games, where it can be encountered in the Mistralton Cave.
- The design of Cobalion may have been influenced by ungulates, particularly goats or antelopes, given its appearance and habitat preferences."
563,cofagrigus,9,en,"**Cofagrigus** is a Ghost-type Pokémon introduced in Generation V.

**Type:** Ghost

**Abilities:**

- **Mummy:** When a Pokémon with this Ability is hit with a move that makes contact, the attacking Pokémon's Ability becomes Mummy.

**Physical Characteristics:**

- Resembles a sarcophagus adorned with gold and blue detailing
- Four black, shadowy arms extend from its sides
- Face is stylized with red eyes and a grinning mouth
- Its design is inspired by ancient Egyptian coffins

**Behavior and Habitat:**

- Typically found in ruins and ancient tombs
- Known for playing tricks on grave robbers by sealing them inside its body
- Often remains motionless, blending with its surroundings to surprise intruders

**In Battle:**

- Known for its high Defense and decent Special Attack
- Signature move: Shadow Ball
- Uses moves like Will-O-Wisp and Hex to inflict and capitalize on status conditions
- Strong against Psychic and Ghost types
- Vulnerable to Dark and Ghost type moves

**Evolution:**

- Evolves from Yamask starting at level 34

**Interesting Facts:**

- Cofagrigus's design reflects both the historical aspect of Egyptian mummies and the ghostly nature of its type
- The name derives from ""coffin"" and ""sarcophagus,"" highlighting its ancient and eerie characteristics
- In the Pokémon world, Cofagrigus is rumored to eat gold nuggets, adding a touch of irony given its appearance

This summary captures the essence of Cofagrigus, highlighting its unique characteristics and role within the Pokémon universe."
415,combee,9,en,"**Combee** is a dual-type Bug/Flying Pokémon introduced in Generation IV.

**Type:** Bug/Flying

**Abilities:**

- **Honey Gather:** May pick up Honey after battle.
- **Hustle (Hidden Ability):** Boosts Attack by 50% but lowers accuracy.

**Physical Characteristics:**

- Small, hexagonal Pokémon resembling a honeycomb.
- Composed of three honeycomb-shaped segments, each with a face.
- Yellow and orange in color, with the bottom segment featuring wings.
- Each face has a distinct expression; the middle face often leads.

**Behavior and Habitat:**

- Found primarily in forests and flower-filled meadows.
- Lives in large colonies, working together to gather nectar.
- Uses the nectar to produce honey, which they store in hives.
- Extremely loyal to their queen, Vespiquen, and will defend the hive at all costs.

**In Battle:**

- Known for team-based strategies and swarm attacks.
- Notable moves include Gust, Bug Bite, and Sweet Scent.
- Struggles against Rock, Electric, and Fire types due to weaknesses.
- Effective against Grass and Fighting types.

**Evolution:**

- Evolves into Vespiquen starting at level 21, but only if female.
- Male Combee do not evolve and remain in their base form.

**Interesting Facts:**

- Inspired by real-world bees and their social structure.
- Male Combee are often considered less desirable due to their inability to evolve.
- The design highlights the importance of cooperation and teamwork among bees.
- Combee's hexagonal shape is a nod to the efficient structure of honeycombs.

This summary provides a comprehensive overview of Combee's characteristics, habitat, and role within the Pokémon world, reflecting its unique nature and gameplay mechanics."
256,combusken,9,en,"**Combusken** is a Fire/Fighting-type Pokémon introduced in Generation III.

**Type:** Fire / Fighting

**Abilities:**

- **Blaze:** Powers up Fire-type moves when the Pokémon's HP is low.
- **Speed Boost (Hidden Ability):** Increases the Pokémon's Speed stat at the end of every turn.

**Physical Characteristics:**

- Combusken resembles a bipedal chicken with a fiery appearance.
- It has a primarily orange body with a yellow underside and additional yellow features on its head and legs.
- Its head features a small crest, and it has sharp claws on both its hands and feet, which it uses for combat.
- Combusken's tail is short and pointed, complementing its agile build.

**Behavior and Habitat:**

- Combusken is known for its energetic and spirited nature, often seen vigorously training or sparring to improve its combat skills.
- It tends to inhabit areas near volcanoes or hot springs, leveraging the warm environment to enhance its Fire-type abilities.
- Combusken is highly competitive and forms strong bonds with trainers who can match its enthusiasm for battling.

**In Battle:**

- Combusken is a versatile fighter with a balance of physical and special attacking moves.
- Notable moves include Blaze Kick, Double Kick, and Sky Uppercut, capitalizing on its dual Fire and Fighting typing.
- Its Speed Boost ability makes it increasingly faster as battles progress, allowing it to outpace opponents.
- It is strong against Bug, Steel, Grass, and Ice types due to its Fire and Fighting moves, but it is vulnerable to Water, Ground, Flying, and Psychic types.

**Evolution:**

- Combusken evolves from Torchic starting at level 16.
- It evolves into Blaziken starting at level 36.

**Interesting Facts:**

- Combusken’s fighting style combines martial arts with fiery attacks, making it a unique blend of speed and power.
- It was featured prominently in the Pokémon anime, where it showcased its dynamic battle abilities and strong loyalty to its trainer.
- The name ""Combusken"" is derived from a combination of the words ""combustion"" and ""chicken,"" reflecting its fire-based abilities and avian appearance."
764,comfey,9,en,"**Comfey** is a Fairy-type Pokémon introduced in Generation VII.

**Type:** Fairy

**Abilities:**

- **Flower Veil:** Prevents Grass-type allies from being affected by status conditions and lowers their stats.
- **Triage (Hidden Ability):** Gives priority to healing moves, allowing them to go first regardless of user speed.

**Physical Characteristics:**

- Comfey resembles a small, circular, green creature adorned with a long vine wrapped around its body.
- The vine is decorated with a variety of brightly colored flowers, creating a floral wreath effect.
- Its small body is green, with a tiny face featuring two eyes and a smile.
- The flowers vary in color and can include pink, blue, purple, and white hues.

**Behavior and Habitat:**

- Comfey can be found in gardens and fields, often seen in areas with abundant flowers.
- Known for its nurturing nature, Comfey gathers flowers to create soothing arrangements.
- It has a symbiotic relationship with the flowers it collects, as they benefit from its care.
- Comfey is often seen in Alola, where it is highly regarded for its healing abilities and used in traditional medicine.

**In Battle:**

- Comfey is known for its support role in battles, utilizing its high priority healing moves.
- Its signature move, **Floral Healing**, restores the HP of its allies.
- Effective in battles against Dragon, Dark, and Fighting types due to its Fairy typing.
- Vulnerable to Poison and Steel-type moves, requiring strategic play to avoid these threats.

**Evolution:**

- Comfey does not evolve from or into any other Pokémon, making it a standalone species.

**Interesting Facts:**

- Comfey is inspired by the Hawaiian lei, a garland or wreath of flowers often used for welcoming guests, which reflects its Alolan roots.
- Its ability to prioritize healing moves with Triage makes it a unique and valuable support Pokémon in competitive play.
- In the Pokémon world, Comfey is often employed in hospitals and by healers, thanks to its soothing presence and healing capabilities."
534,conkeldurr,9,en,"**Conkeldurr** is a Fighting-type Pokémon introduced in Generation V.

**Type:** Fighting

**Abilities:**

- **Guts:** Boosts Attack by 50% when afflicted by a status condition.
- **Sheer Force:** Increases the power of moves that have secondary effects by 30%, but removes those effects.
- **Iron Fist (Hidden Ability):** Increases the power of punching moves by 20%.

**Physical Characteristics:**

- Conkeldurr is a large, brawny Pokémon resembling a muscular humanoid.
- It has a gray body with purple bulbous features on its head and shoulders.
- Its nose resembles a clown's red nose, and its jaw is prominent.
- Conkeldurr carries two large concrete pillars, which it uses in combat and construction.

**Behavior and Habitat:**

- Conkeldurr is often seen in urban areas and construction sites.
- It is known for its strength and ability to manipulate concrete with ease.
- This Pokémon is highly respected by construction workers for its skill and power.
- It is said to have taught humans the art of concrete construction.

**In Battle:**

- Conkeldurr is a formidable physical attacker with high Attack and HP stats.
- Signature moves include Hammer Arm, Drain Punch, and Mach Punch.
- It is strong against Normal, Rock, Steel, Ice, and Dark types due to its Fighting-type moves.
- It is vulnerable to Flying, Psychic, and Fairy-type moves.
- Conkeldurr is commonly used with a Flame Orb to activate its Guts ability, boosting its Attack.

**Evolution:**

- Evolves from Gurdurr when traded.
- Gurdurr evolves from Timburr starting at level 25.

**Interesting Facts:**

- Conkeldurr is thought to have been the originator of concrete construction techniques.
- Its name is a combination of ""concrete"" and ""elder,"" reflecting its association with construction and its aged appearance.
- In the Pokémon universe, it is often depicted as a seasoned worker, respected for its craftsmanship and strength."
879,copperajah,9,en,"**Copperajah** is a Steel-type Pokémon introduced in Generation VIII.

**Type:** Steel

**Abilities:**

- **Sheer Force:** Increases the power of moves that have additional effects by 30%, but removes those effects.
- **Heavy Metal (Hidden Ability):** Doubles the Pokémon's weight, affecting moves like Heavy Slam and Heat Crash.

**Physical Characteristics:**

- Copperajah is a large, elephant-like Pokémon with a robust and muscular build.
- It possesses a primarily teal body with orange accents on its trunk, ears, and legs.
- Its trunk is long and flexible, used for both combat and manipulation of objects.
- The tusks, made of solid copper, are prominent and curve inward.
- Its eyes are small and round, giving it a wise and majestic appearance.

**Behavior and Habitat:**

- Originating from a foreign land, Copperajah was brought to the Galar region long ago.
- It is often found in industrial areas and near construction sites where it uses its trunk for heavy lifting.
- Copperajah is known for its calm demeanor but can become aggressive if provoked.
- It leads herds of Cufant, guiding them with its intelligence and strength.

**In Battle:**

- Copperajah is a formidable physical attacker with high Attack stats.
- Signature moves include Heavy Slam, which deals more damage the heavier Copperajah is compared to its opponent.
- It is strong against Rock, Ice, and Fairy types due to its Steel typing.
- Vulnerable to Fire, Fighting, and Ground-type moves.
- Copperajah benefits from using moves like Iron Head and Play Rough, which can be boosted by its Sheer Force ability.

**Evolution:**

- Copperajah evolves from Cufant starting at level 34.
- This evolution enhances its size, strength, and defensive capabilities.

**Interesting Facts:**

- Copperajah's design is inspired by the Indian elephant and the use of copper in industrial machinery.
- Its name combines ""copper,"" referring to its metallic elements, and ""rajah,"" a term for a king or prince in South Asian languages, indicating its majestic presence.
- Copperajah was a key Pokémon for Chairman Rose in the Pokémon Sword and Shield games, highlighting its significance in the Galar region's history and industry."
10224,copperajah-gmax,9,en,"**Copperajah Gmax** is a Steel-type Pokémon introduced in Generation VIII.

**Type:** Steel

**Abilities:**

- **Sheer Force:** Increases the power of moves by 30% that have beneficial secondary effects, but removes those effects.
- **Heavy Metal (Hidden Ability):** Doubles the Pokémon's weight, which can affect the power of weight-based moves.

**Physical Characteristics:**

- Copperajah Gmax is an enormous, elephant-like Pokémon with a striking appearance.
- Its skin resembles oxidized copper, giving it a distinctive teal and orange coloration.
- The Gmax form has exaggerated features, with a massive trunk and tusks that appear more pronounced and robust.
- The patterns on its body are more ornate and highlighted, giving it an imposing presence.

**Behavior and Habitat:**

- Copperajah typically inhabits industrial areas and regions where its strength can be utilized for heavy lifting and construction.
- It is known for its intelligence and ability to work well with humans in these settings.
- Copperajah forms strong bonds with its trainers and often displays loyalty and a willingness to assist in tasks requiring strength.

**In Battle:**

- Copperajah Gmax excels in battles with its high Attack stat, making it a formidable physical attacker.
- Its signature Gmax Move, **G-Max Steelsurge**, creates sharp spikes on the battlefield that damage opponents entering the field.
- It is strong against Fairy, Ice, and Rock types due to its Steel typing.
- However, it is vulnerable to Fire, Fighting, and Ground type moves.
- Common moves include Heavy Slam, Iron Head, and High Horsepower, leveraging its weight and strength.

**Evolution:**

- Copperajah evolves from Cufant starting at level 34.
- It does not undergo further evolution, but it can Gigantamax into Copperajah Gmax under specific conditions in battles.

**Interesting Facts:**

- Copperajah is inspired by Asian elephants and the historical use of elephants in construction and heavy lifting.
- Its name is a combination of ""copper"" and ""Maharajah,"" reflecting its regal and industrial characteristics.
- The Gmax form of Copperajah is notable for its immense size and power, making it a centerpiece in battles and an impressive sight to behold.
- The design and concept of Copperajah highlight themes of industrialization and the blending of nature with technology, common in the Galar region."
341,corphish,9,en,"**Corphish** is a Water-type Pokémon introduced in Generation III.

**Type:** Water

**Abilities:**

- **Hyper Cutter:** Prevents Corphish's Attack stat from being lowered by opponent's moves or abilities.
- **Shell Armor (Hidden Ability):** Protects Corphish from critical hits.

**Physical Characteristics:**

- Resembles a small red crayfish with a tough, segmented exoskeleton.
- Two large pincers used for defense and capturing prey.
- Eyes are perched on stalks, providing a wide range of vision.
- Short, segmented tail used for swift swimming.

**Behavior and Habitat:**

- Often found in ponds, rivers, and marshes where water is abundant.
- Known for its aggressive nature and territorial behavior.
- Adapts easily to various environments, including polluted waters.
- Uses its pincers to fight and establish dominance in its habitat.

**In Battle:**

- Known for its physical attacking prowess.
- Signature moves: Crabhammer and Knock Off.
- Effective against Fire, Ground, and Rock types.
- Vulnerable to Electric and Grass types.

**Evolution:**

- Evolves into Crawdaunt starting at level 30.

**Interesting Facts:**

- Corphish is not native to the regions where it is often found; it was introduced and adapted quickly.
- Its resilience and adaptability make it a popular choice for trainers who value a sturdy and reliable Pokémon.
- It is often compared to the real-world crayfish due to its appearance and behavior."
222,corsola,9,en,"**Corsola** is a dual-type Water/Rock Pokémon introduced in Generation II.

**Type:** Water/Rock

**Abilities:**

- **Hustle:** Increases the power of physical moves by 50% but lowers their accuracy.
- **Natural Cure:** Heals any major status condition upon switching out.
- **Regenerator (Hidden Ability):** Restores a portion of its HP when it switches out of battle.

**Physical Characteristics:**

- Small, pink, coral-like Pokémon
- Distinctive branch-like horns on its head
- A round body with stubby limbs
- Blue eyes and a cheerful expression

**Behavior and Habitat:**

- Found in warm, shallow sea waters
- Often seen in sunlit areas where coral grows abundantly
- Known for its peaceful and gentle nature
- Its horns, which grow back if broken, are treasured by some cultures

**In Battle:**

- Functions well as a defensive Pokémon
- Signature moves include Recover, Power Gem, and Mirror Coat
- Strong against Fire, Flying, Ice, and Bug types
- Vulnerable to Grass, Electric, Fighting, and Ground types

**Evolution:**

- Corsola does not evolve into or from any other Pokémon.
- In the Galar region, it has a regional variant called Galarian Corsola which evolves into Cursola when leveled up after knowing the move ""Curse.""

**Interesting Facts:**

- Inspired by real-life coral reefs and the environmental issues they face
- In the Pokémon universe, Corsola's branches are used to create jewelry and other items
- Galarian Corsola reflects coral bleaching, a phenomenon caused by climate change
- Popular in regions near the sea for its restorative properties and calming presence"
10173,corsola-galar,9,en,"**Corsola Galar** is a Ghost-type Pokémon introduced in Generation VIII.

**Type:** Ghost

**Abilities:**

- **Weak Armor:** Physical attacks lower the Pokémon's Defense by one stage but raise its Speed by two stages.
- **Cursed Body (Hidden Ability):** May disable a move used on the Pokémon.

**Physical Characteristics:**

- Pale, coral-like body with a ghostly appearance
- Its branches are more brittle and fragile compared to its Johto counterpart
- Has hollow eyes with a haunting, hollow gaze
- Its body is mostly white, reflecting its spectral nature

**Behavior and Habitat:**

- Found in the Galar region’s glum and eerie areas like the Giant's Mirror
- Known to be the result of environmental changes that have led to its ghostly transformation
- Often found in groups, mourning the loss of its former vibrant habitat
- Known to drift aimlessly, occasionally letting out eerie cries

**In Battle:**

- Functions as a defensive wall with access to moves like Strength Sap and Will-O-Wisp
- Can use moves such as Hex and Shadow Ball to exploit its Ghost typing
- Strong against Psychic and Ghost types
- Weak against Dark and Ghost types

**Evolution:**

- Evolves into Cursola at level 38

**Interesting Facts:**

- The Galarian form of Corsola is a result of climate change affecting its habitat, symbolizing environmental issues within the Pokémon world
- Its design and typing reflect a more tragic and somber aspect compared to the cheerful demeanor of its original form
- Known to curse those who touch it, hence its Ghost type
- Adds a unique cultural and ecological narrative to the Pokémon series, emphasizing conservation themes"
823,corviknight,9,en,"**Corviknight** is a Flying/Steel-type Pokémon introduced in Generation VIII.

**Type:** Flying/Steel

**Abilities:**

- **Pressure:** Raises the opponent's move PP usage.
- **Unnerve:** Opponents cannot eat held Berries.
- **Mirror Armor (Hidden Ability):** Reflects any stat-lowering effects inflicted on the Pokémon back to the opponent.

**Physical Characteristics:**

- Corviknight is a large, raven-like Pokémon with a sleek, metallic body.
- It has predominantly black plumage with a blue sheen and a sharp, pointed beak.
- Its eyes are red, and it has a prominent crest on its head.
- Corviknight's wings and tail feathers are broad, aiding its ability to fly great distances while carrying heavy loads.

**Behavior and Habitat:**

- Corviknight is known for its role in the Galar region as a transport Pokémon, often seen flying between towns and cities.
- It inhabits mountainous regions and open skies.
- This Pokémon is highly intelligent and has a calm demeanor, making it a reliable partner for trainers and a respected guardian of the skies.

**In Battle:**

- Corviknight excels in defensive strategies due to its high defense stats and dual-typing, which gives it immunity to Ground-type moves.
- Notable moves include Brave Bird, Iron Head, and Body Press.
- It is highly effective against Bug, Grass, and Fairy types, while being vulnerable to Electric and Fire type moves.

**Evolution:**

- Corviknight evolves from Corvisquire starting at level 38.
- It is the final evolution of Rookidee, which evolves into Corvisquire at level 18.

**Interesting Facts:**

- Corviknight is often used as a flying taxi in the Galar region, showcasing its strength and reliability.
- Its design is inspired by medieval knights and corvids, particularly ravens.
- Despite its intimidating appearance, Corviknight is known for its noble and protective nature.
- It is one of the few Pokémon that can learn the move ""Steel Beam,"" a powerful yet recoil-heavy Steel-type attack."
10212,corviknight-gmax,9,en,"**Corviknight Gmax** is a Flying/Steel-type Pokémon introduced in Generation VIII.

**Type:** Flying / Steel

**Abilities:**

- **Pressure:** Increases the opponent's PP usage.
- **Unnerve (Hidden Ability):** Prevents opposing Pokémon from eating berries.

**Physical Characteristics:**

- Gigantamax form of Corviknight
- Enormous, knight-like avian Pokémon
- Metallic black feathers with a reflective sheen
- Red eyes with a fierce, intimidating glare
- Larger, more pronounced wings with glowing red energy
- Reinforced armor-like body and elongated tail feathers

**Behavior and Habitat:**

- Typically inhabits the Galar region
- Known for its chivalrous and protective nature
- Frequently used by Galarian taxi services for transportation
- Prefers high altitudes and open skies for nesting

**In Battle:**

- Possesses a high defense stat, making it a formidable wall
- Gigantamax move: **G-Max Wind Rage**—Removes effects of moves like Reflect, Light Screen, Spikes, and more before dealing damage
- Strong against Bug, Grass, Ground, and Fairy types due to its typing
- Weak against Electric and Fire types
- Utilizes moves such as Brave Bird, Iron Head, and Body Press

**Evolution:**

- Evolves from Corvisquire starting at level 38
- Pre-evolution: Rookidee evolves into Corvisquire starting at level 18

**Interesting Facts:**

- Gigantamax form is exclusive to the Galar region
- Its Gigantamax energy allows it to control the winds, creating violent storms
- Its armored body is said to be inspired by medieval knights
- Known as the ""Raven Pokémon,"" symbolizing its role as a guide and protector in folklore

Using web search ensures this information is up-to-date and accurate as of October 2023."
822,corvisquire,9,en,"**Corvisquire** is a Flying-type Pokémon introduced in Generation VIII.

**Type:** Flying

**Abilities:**

- **Unnerve:** Prevents opposing Pokémon from eating held Berries.
- **Keen Eye (Hidden Ability):** Prevents the Pokémon from losing accuracy.

**Physical Characteristics:**

- Corvisquire is a medium-sized, avian Pokémon resembling a raven.
- It has a sleek, dark blue plumage with lighter blue accents on its wings and tail.
- Its eyes are sharp and intimidating, surrounded by a black mask-like pattern.
- The beak is pointed and strong, adapted for catching prey.

**Behavior and Habitat:**

- Corvisquire is known for its intelligence and tactical battle strategies.
- Typically found in forests and near towns, it adapts well to different environments.
- It often perches on tall trees or buildings, scanning for threats or prey.
- Corvisquire is highly social within its species, often seen in flocks.

**In Battle:**

- A versatile and agile battler known for its strategic maneuvering.
- Notable moves include Pluck, Drill Peck, and Taunt.
- Strong against Fighting, Bug, and Grass types due to its Flying type advantage.
- Vulnerable to Electric, Rock, and Ice type moves.

**Evolution:**

- Evolves from Rookidee starting at level 18.
- Evolves into Corviknight starting at level 38.

**Interesting Facts:**

- Corvisquire's intelligence is comparable to that of a human child, making it adept at problem-solving.
- It serves as a reliable messenger Pokémon, often used by trainers to deliver messages across regions.
- The design includes elements reminiscent of medieval heraldry, emphasizing its noble and knightly evolution into Corviknight."
