pokemon_id,version_id,game_index
11,1,124
11,2,124
11,3,124
11,4,11
11,5,11
11,6,11
11,7,11
11,8,11
11,9,11
11,10,11
11,11,11
11,12,11
11,13,11
11,14,11
11,15,11
11,16,11
11,17,11
11,18,11
11,21,11
11,22,11
11,23,11
11,24,11
11,25,11
11,26,11
11,27,11
11,28,11
11,29,11
11,30,11
11,31,11
11,32,11
11,33,11
11,34,11
11,35,11
11,36,11
11,37,11
11,38,11
11,39,11
11,44,124
11,45,124
11,46,124
12,1,125
12,2,125
12,3,125
12,4,12
12,5,12
12,6,12
12,7,12
12,8,12
12,9,12
12,10,12
12,11,12
12,12,12
12,13,12
12,14,12
12,15,12
12,16,12
12,17,12
12,18,12
12,21,12
12,22,12
12,23,12
12,24,12
12,25,12
12,26,12
12,27,12
12,28,12
12,29,12
12,30,12
12,31,12
12,32,12
12,33,12
12,34,12
12,35,12
12,36,12
12,37,12
12,38,12
12,39,12
12,44,125
12,45,125
12,46,125
13,1,112
13,2,112
13,3,112
13,4,13
13,5,13
13,6,13
13,7,13
13,8,13
13,9,13
13,10,13
13,11,13
13,12,13
13,13,13
13,14,13
13,15,13
13,16,13
13,17,13
13,18,13
13,21,13
13,22,13
13,23,13
13,24,13
13,25,13
13,26,13
13,27,13
13,28,13
13,29,13
13,30,13
13,31,13
13,32,13
13,44,112
13,45,112
13,46,112
14,1,113
14,2,113
14,3,113
14,4,14
14,5,14
14,6,14
14,7,14
14,8,14
14,9,14
14,10,14
14,11,14
14,12,14
14,13,14
14,14,14
14,15,14
14,16,14
14,17,14
14,18,14
14,21,14
14,22,14
14,23,14
14,24,14
14,25,14
14,26,14
14,27,14
14,28,14
14,29,14
14,30,14
14,31,14
14,32,14
14,44,113
14,45,113
14,46,113
15,1,114
15,2,114
15,3,114
15,4,15
15,5,15
15,6,15
15,7,15
15,8,15
15,9,15
15,10,15
15,11,15
15,12,15
15,13,15
15,14,15
15,15,15
15,16,15
15,17,15
15,18,15
15,21,15
15,22,15
15,23,15
15,24,15
15,25,15
15,26,15
15,27,15
15,28,15
15,29,15
15,30,15
15,31,15
15,32,15
15,44,114
15,45,114
15,46,114
16,1,36
16,2,36
16,3,36
16,4,16
16,5,16
16,6,16
16,7,16
16,8,16
16,9,16
16,10,16
16,11,16
16,12,16
16,13,16
16,14,16
16,15,16
16,16,16
16,17,16
16,18,16
16,21,16
16,22,16
16,23,16
16,24,16
16,25,16
16,26,16
16,27,16
16,28,16
16,29,16
16,30,16
16,31,16
16,32,16
16,44,36
16,45,36
16,46,36
17,1,150
17,2,150
17,3,150
17,4,17
17,5,17
17,6,17
17,7,17
17,8,17
17,9,17
17,10,17
17,11,17
17,12,17
17,13,17
17,14,17
17,15,17
17,16,17
17,17,17
17,18,17
17,21,17
17,22,17
17,23,17
17,24,17
17,25,17
17,26,17
17,27,17
17,28,17
17,29,17
17,30,17
17,31,17
17,32,17
17,44,150
17,45,150
17,46,150
18,1,151
18,2,151
18,3,151
18,4,18
18,5,18
18,6,18
18,7,18
18,8,18
18,9,18
18,10,18
18,11,18
18,12,18
18,13,18
18,14,18
18,15,18
18,16,18
18,17,18
18,18,18
18,21,18
18,22,18
18,23,18
18,24,18
18,25,18
18,26,18
18,27,18
18,28,18
18,29,18
18,30,18
18,31,18
18,32,18
18,44,151
18,45,151
18,46,151
19,1,165
19,2,165
19,3,165
19,4,19
19,5,19
19,6,19
19,7,19
19,8,19
19,9,19
19,10,19
19,11,19
19,12,19
19,13,19
19,14,19
19,15,19
19,16,19
19,17,19
19,18,19
19,21,19
19,22,19
19,23,19
19,24,19
19,25,19
19,26,19
19,27,19
19,28,19
19,29,19
19,30,19
19,31,19
19,32,19
19,44,165
19,45,165
19,46,165
20,1,166
20,2,166
20,3,166
20,4,20
20,5,20
20,6,20
20,7,20
20,8,20
20,9,20
20,10,20
20,11,20
20,12,20
20,13,20
20,14,20
20,15,20
20,16,20
20,17,20
20,18,20
20,21,20
20,22,20
20,23,20
20,24,20
20,25,20
20,26,20
20,27,20
20,28,20
20,29,20
20,30,20
20,31,20
20,32,20
20,44,166
20,45,166
20,46,166
21,1,5
21,2,5
21,3,5
21,4,21
21,5,21
21,6,21
21,7,21
21,8,21
21,9,21
21,10,21
21,11,21
21,12,21
21,13,21
21,14,21
21,15,21
21,16,21
21,17,21
21,18,21
21,21,21
21,22,21
21,23,21
21,24,21
21,25,21
21,26,21
21,27,21
21,28,21
21,29,21
21,30,21
21,31,21
21,32,21
21,44,5
21,45,5
21,46,5
22,1,35
22,2,35
22,3,35
22,4,22
22,5,22
22,6,22
22,7,22
22,8,22
22,9,22
22,10,22
22,11,22
22,12,22
22,13,22
22,14,22
22,15,22
22,16,22
22,17,22
22,18,22
22,21,22
22,22,22
22,23,22
22,24,22
22,25,22
22,26,22
22,27,22
22,28,22
22,29,22
22,30,22
22,31,22
22,32,22
22,44,35
22,45,35
22,46,35
23,1,108
23,2,108
23,3,108
23,4,23
23,5,23
23,6,23
23,7,23
23,8,23
23,9,23
23,10,23
23,11,23
23,12,23
23,13,23
23,14,23
23,15,23
23,16,23
23,17,23
23,18,23
23,21,23
23,22,23
23,23,23
23,24,23
23,25,23
23,26,23
23,27,23
23,28,23
23,29,23
23,30,23
23,31,23
23,32,23
23,40,23
23,41,23
23,42,23
23,43,23
23,44,108
23,45,108
23,46,108
23,47,23
23,48,23
24,1,45
24,2,45
24,3,45
24,4,24
24,5,24
24,6,24
24,7,24
24,8,24
24,9,24
24,10,24
24,11,24
24,12,24
24,13,24
24,14,24
24,15,24
24,16,24
24,17,24
24,18,24
24,21,24
24,22,24
24,23,24
24,24,24
24,25,24
24,26,24
24,27,24
24,28,24
24,29,24
24,30,24
24,31,24
24,32,24
24,40,24
24,41,24
24,42,24
24,43,24
24,44,45
24,45,45
24,46,45
24,47,24
24,48,24
25,1,84
25,2,84
25,3,84
25,4,25
25,5,25
25,6,25
25,7,25
25,8,25
25,9,25
25,10,25
25,11,25
25,12,25
25,13,25
25,14,25
25,15,25
25,16,25
25,17,25
25,18,25
25,21,25
25,22,25
25,23,25
25,24,25
25,25,25
25,26,25
25,27,25
25,28,25
25,29,25
25,30,25
25,31,25
25,32,25
25,33,25
25,34,25
25,35,25
25,36,25
25,37,25
25,38,25
25,39,25
25,40,25
25,41,25
25,42,25
25,43,25
25,44,84
25,45,84
25,46,84
25,47,25
25,48,25
26,1,85
26,2,85
26,3,85
26,4,26
26,5,26
26,6,26
26,7,26
26,8,26
26,9,26
26,10,26
26,11,26
26,12,26
26,13,26
26,14,26
26,15,26
26,16,26
26,17,26
26,18,26
26,21,26
26,22,26
26,23,26
26,24,26
26,25,26
26,26,26
26,27,26
26,28,26
26,29,26
26,30,26
26,31,26
26,32,26
26,33,26
26,34,26
26,35,26
26,36,26
26,37,26
26,38,26
26,39,26
26,40,26
26,41,26
26,42,26
26,43,26
26,44,85
26,45,85
26,46,85
26,47,26
26,48,26
27,1,96
27,2,96
27,3,96
27,4,27
27,5,27
27,6,27
27,7,27
27,8,27
27,9,27
27,10,27
27,11,27
27,12,27
27,13,27
27,14,27
27,15,27
27,16,27
27,17,27
27,18,27
27,21,27
27,22,27
27,23,27
27,24,27
27,25,27
27,26,27
27,27,27
27,28,27
27,29,27
27,30,27
27,31,27
27,32,27
27,33,27
27,34,27
27,35,27
27,36,27
27,37,27
27,38,27
27,39,27
27,40,27
27,41,27
27,42,27
27,43,27
27,44,96
27,45,96
27,46,96
27,47,27
27,48,27
28,1,97
28,2,97
28,3,97
28,4,28
28,5,28
28,6,28
28,7,28
28,8,28
28,9,28
28,10,28
28,11,28
28,12,28
28,13,28
28,14,28
28,15,28
28,16,28
28,17,28
28,18,28
28,21,28
28,22,28
28,23,28
28,24,28
28,25,28
28,26,28
28,27,28
28,28,28
28,29,28
28,30,28
28,31,28
28,32,28
28,33,28
28,34,28
28,35,28
28,36,28
28,37,28
28,38,28
28,39,28
28,40,28
28,41,28
28,42,28
28,43,28
28,44,97
28,45,97
28,46,97
28,47,28
28,48,28
29,1,15
29,2,15
29,3,15
29,4,29
29,5,29
29,6,29
29,7,29
29,8,29
29,9,29
29,10,29
29,11,29
29,12,29
29,13,29
29,14,29
29,15,29
29,16,29
29,17,29
29,18,29
29,21,29
29,22,29
29,23,29
29,24,29
29,25,29
29,26,29
29,27,29
29,28,29
29,29,29
29,30,29
29,31,29
29,32,29
29,33,29
29,34,29
29,35,29
29,36,29
29,37,29
29,38,29
29,39,29
29,44,15
29,45,15
29,46,15
30,1,168
30,2,168
30,3,168
30,4,30
30,5,30
30,6,30
30,7,30
30,8,30
30,9,30
30,10,30
30,11,30
30,12,30
30,13,30
30,14,30
30,15,30
30,16,30
30,17,30
30,18,30
30,21,30
30,22,30
30,23,30
30,24,30
30,25,30
30,26,30
30,27,30
30,28,30
30,29,30
30,30,30
30,31,30
30,32,30
30,33,30
30,34,30
30,35,30
30,36,30
30,37,30
30,38,30
30,39,30
30,44,168
30,45,168
30,46,168
31,1,16
31,2,16
31,3,16
31,4,31
31,5,31
31,6,31
31,7,31
31,8,31
31,9,31
31,10,31
31,11,31
31,12,31
31,13,31
31,14,31
31,15,31
31,16,31
31,17,31
31,18,31
31,21,31
31,22,31
31,23,31
31,24,31
31,25,31
31,26,31
31,27,31
31,28,31
31,29,31
31,30,31
31,31,31
31,32,31
31,33,31
31,34,31
31,35,31
31,36,31
31,37,31
31,38,31
31,39,31
31,44,16
31,45,16
31,46,16
32,1,3
32,2,3
32,3,3
32,4,32
32,5,32
32,6,32
32,7,32
32,8,32
32,9,32
32,10,32
32,11,32
32,12,32
32,13,32
32,14,32
32,15,32
32,16,32
32,17,32
32,18,32
32,21,32
32,22,32
32,23,32
32,24,32
32,25,32
32,26,32
32,27,32
32,28,32
32,29,32
32,30,32
32,31,32
32,32,32
32,33,32
32,34,32
32,35,32
32,36,32
32,37,32
32,38,32
32,39,32
32,44,3
32,45,3
32,46,3
33,1,167
33,2,167
33,3,167
33,4,33
33,5,33
33,6,33
33,7,33
33,8,33
33,9,33
33,10,33
33,11,33
33,12,33
33,13,33
33,14,33
33,15,33
33,16,33
33,17,33
33,18,33
33,21,33
33,22,33
33,23,33
33,24,33
33,25,33
33,26,33
33,27,33
33,28,33
33,29,33
33,30,33
33,31,33
33,32,33
33,33,33
33,34,33
33,35,33
33,36,33
33,37,33
33,38,33
33,39,33
33,44,167
33,45,167
33,46,167
34,1,7
34,2,7
34,3,7
34,4,34
34,5,34
34,6,34
34,7,34
34,8,34
34,9,34
34,10,34
34,11,34
34,12,34
34,13,34
34,14,34
34,15,34
34,16,34
34,17,34
34,18,34
34,21,34
34,22,34
34,23,34
34,24,34
34,25,34
34,26,34
34,27,34
34,28,34
34,29,34
34,30,34
34,31,34
34,32,34
34,33,34
34,34,34
34,35,34
34,36,34
34,37,34
34,38,34
34,39,34
34,44,7
34,45,7
34,46,7
35,1,4
35,2,4
35,3,4
35,4,35
35,5,35
35,6,35
35,7,35
35,8,35
35,9,35
35,10,35
35,11,35
35,12,35
35,13,35
35,14,35
35,15,35
35,16,35
35,17,35
35,18,35
35,21,35
35,22,35
35,23,35
35,24,35
35,25,35
35,26,35
35,27,35
35,28,35
35,29,35
35,30,35
35,31,35
35,32,35
35,33,35
35,34,35
35,35,35
35,36,35
35,37,35
35,38,35
35,39,35
35,40,35
35,41,35
35,42,35
35,43,35
35,44,4
35,45,4
35,46,4
35,47,35
35,48,35
36,1,142
36,2,142
36,3,142
36,4,36
36,5,36
36,6,36
36,7,36
36,8,36
36,9,36
36,10,36
36,11,36
36,12,36
36,13,36
36,14,36
36,15,36
36,16,36
36,17,36
36,18,36
36,21,36
36,22,36
36,23,36
36,24,36
36,25,36
36,26,36
36,27,36
36,28,36
36,29,36
36,30,36
36,31,36
36,32,36
36,33,36
36,34,36
36,35,36
36,36,36
36,37,36
36,38,36
36,39,36
36,40,36
36,41,36
36,42,36
36,43,36
36,44,142
36,45,142
36,46,142
36,47,36
36,48,36
37,1,82
37,2,82
37,3,82
37,4,37
37,5,37
37,6,37
37,7,37
37,8,37
37,9,37
37,10,37
37,11,37
37,12,37
37,13,37
37,14,37
37,15,37
37,16,37
37,17,37
37,18,37
37,21,37
37,22,37
37,23,37
37,24,37
37,25,37
37,26,37
37,27,37
37,28,37
37,29,37
37,30,37
37,31,37
37,32,37
37,33,37
37,34,37
37,35,37
37,36,37
37,37,37
37,38,37
37,39,37
37,40,37
37,41,37
37,42,37
37,43,37
37,44,82
37,45,82
37,46,82
37,47,37
37,48,37
38,1,83
38,2,83
38,3,83
38,4,38
38,5,38
38,6,38
38,7,38
38,8,38
38,9,38
38,10,38
38,11,38
38,12,38
38,13,38
38,14,38
38,15,38
38,16,38
38,17,38
38,18,38
38,21,38
38,22,38
38,23,38
38,24,38
38,25,38
38,26,38
38,27,38
38,28,38
38,29,38
38,30,38
38,31,38
38,32,38
38,33,38
38,34,38
38,35,38
38,36,38
38,37,38
38,38,38
38,39,38
38,40,38
38,41,38
38,42,38
38,43,38
38,44,83
38,45,83
38,46,83
38,47,38
38,48,38
39,1,100
39,2,100
39,3,100
39,4,39
39,5,39
39,6,39
39,7,39
39,8,39
39,9,39
39,10,39
39,11,39
39,12,39
39,13,39
39,14,39
39,15,39
39,16,39
39,17,39
39,18,39
39,21,39
39,22,39
39,23,39
39,24,39
39,25,39
39,26,39
39,27,39
39,28,39
39,29,39
39,30,39
39,31,39
39,32,39
39,33,39
39,34,39
39,35,39
39,36,39
39,37,39
39,38,39
39,39,39
39,40,39
39,41,39
39,42,39
39,43,39
39,44,100
39,45,100
39,46,100
39,47,39
39,48,39
40,1,101
40,2,101
40,3,101
40,4,40
40,5,40
40,6,40
40,7,40
40,8,40
40,9,40
40,10,40
40,11,40
40,12,40
40,13,40
40,14,40
40,15,40
40,16,40
40,17,40
40,18,40
40,21,40
40,22,40
40,23,40
40,24,40
40,25,40
40,26,40
40,27,40
40,28,40
40,29,40
40,30,40
40,31,40
40,32,40
40,33,40
40,34,40
40,35,40
40,36,40
40,37,40
40,38,40
40,39,40
40,40,40
40,41,40
40,42,40
40,43,40
40,44,101
40,45,101
40,46,101
40,47,40
40,48,40
41,1,107
41,2,107
41,3,107
41,4,41
41,5,41
41,6,41
41,7,41
41,8,41
41,9,41
41,10,41
41,11,41
41,12,41
41,13,41
41,14,41
41,15,41
41,16,41
41,17,41
41,18,41
41,21,41
41,22,41
41,23,41
41,24,41
41,25,41
41,26,41
41,27,41
41,28,41
41,29,41
41,30,41
41,31,41
41,32,41
41,33,41
41,34,41
41,35,41
41,36,41
41,37,41
41,38,41
41,39,41
41,44,107
41,45,107
41,46,107
42,1,130
42,2,130
42,3,130
42,4,42
42,5,42
42,6,42
42,7,42
42,8,42
42,9,42
42,10,42
42,11,42
42,12,42
42,13,42
42,14,42
42,15,42
42,16,42
42,17,42
42,18,42
42,21,42
42,22,42
42,23,42
42,24,42
42,25,42
42,26,42
42,27,42
42,28,42
42,29,42
42,30,42
42,31,42
42,32,42
42,33,42
42,34,42
42,35,42
42,36,42
42,37,42
42,38,42
42,39,42
42,44,130
42,45,130
42,46,130
43,1,185
43,2,185
43,3,185
43,4,43
43,5,43
43,6,43
43,7,43
43,8,43
43,9,43
43,10,43
43,11,43
43,12,43
43,13,43
43,14,43
43,15,43
43,16,43
43,17,43
43,18,43
43,21,43
43,22,43
43,23,43
43,24,43
43,25,43
43,26,43
43,27,43
43,28,43
43,29,43
43,30,43
43,31,43
43,32,43
43,33,43
43,34,43
43,35,43
43,36,43
43,37,43
43,38,43
43,39,43
43,40,43
43,41,43
43,42,43
43,43,43
43,44,185
43,45,185
43,46,185
43,47,43
43,48,43
44,1,186
44,2,186
44,3,186
44,4,44
44,5,44
44,6,44
44,7,44
44,8,44
44,9,44
44,10,44
44,11,44
44,12,44
44,13,44
44,14,44
44,15,44
44,16,44
44,17,44
44,18,44
44,21,44
44,22,44
44,23,44
44,24,44
44,25,44
44,26,44
44,27,44
44,28,44
44,29,44
44,30,44
44,31,44
44,32,44
44,33,44
44,34,44
44,35,44
44,36,44
44,37,44
44,38,44
44,39,44
44,40,44
44,41,44
44,42,44
44,43,44
44,44,186
44,45,186
44,46,186
44,47,44
44,48,44
45,1,187
45,2,187
45,3,187
45,4,45
45,5,45
45,6,45
45,7,45
45,8,45
45,9,45
45,10,45
45,11,45
45,12,45
45,13,45
45,14,45
45,15,45
45,16,45
45,17,45
45,18,45
45,21,45
45,22,45
45,23,45
45,24,45
45,25,45
45,26,45
45,27,45
45,28,45
45,29,45
45,30,45
45,31,45
45,32,45
45,33,45
45,34,45
45,35,45
45,36,45
45,37,45
45,38,45
45,39,45
45,40,45
45,41,45
45,42,45
45,43,45
45,44,187
45,45,187
45,46,187
45,47,45
45,48,45
46,1,109
46,2,109
46,3,109
46,4,46
46,5,46
46,6,46
46,7,46
46,8,46
46,9,46
46,10,46
46,11,46
46,12,46
46,13,46
46,14,46
46,15,46
46,16,46
46,17,46
46,18,46
46,21,46
46,22,46
46,23,46
46,24,46
46,25,46
46,26,46
46,27,46
46,28,46
46,29,46
46,30,46
46,31,46
46,32,46
46,44,109
46,45,109
46,46,109
47,1,46
47,2,46
47,3,46
47,4,47
47,5,47
47,6,47
47,7,47
47,8,47
47,9,47
47,10,47
47,11,47
47,12,47
47,13,47
47,14,47
47,15,47
47,16,47
47,17,47
47,18,47
47,21,47
47,22,47
47,23,47
47,24,47
47,25,47
47,26,47
47,27,47
47,28,47
47,29,47
47,30,47
47,31,47
47,32,47
47,44,46
47,45,46
47,46,46
48,1,65
48,2,65
48,3,65
48,4,48
48,5,48
48,6,48
48,7,48
48,8,48
48,9,48
48,10,48
48,11,48
48,12,48
48,13,48
48,14,48
48,15,48
48,16,48
48,17,48
48,18,48
48,21,48
48,22,48
48,23,48
48,24,48
48,25,48
48,26,48
48,27,48
48,28,48
48,29,48
48,30,48
48,31,48
48,32,48
48,40,48
48,41,48
48,42,48
48,43,48
48,44,65
48,45,65
48,46,65
48,47,48
48,48,48
49,1,119
49,2,119
49,3,119
49,4,49
49,5,49
49,6,49
49,7,49
49,8,49
49,9,49
49,10,49
49,11,49
49,12,49
49,13,49
49,14,49
49,15,49
49,16,49
49,17,49
49,18,49
49,21,49
49,22,49
49,23,49
49,24,49
49,25,49
49,26,49
49,27,49
49,28,49
49,29,49
49,30,49
49,31,49
49,32,49
49,40,49
49,41,49
49,42,49
49,43,49
49,44,119
49,45,119
49,46,119
49,47,49
49,48,49
50,1,59
50,2,59
50,3,59
50,4,50
50,5,50
50,6,50
50,7,50
50,8,50
50,9,50
50,10,50
50,11,50
50,12,50
50,13,50
50,14,50
50,15,50
50,16,50
50,17,50
50,18,50
50,21,50
50,22,50
50,23,50
50,24,50
50,25,50
50,26,50
50,27,50
50,28,50
50,29,50
50,30,50
50,31,50
50,32,50
50,33,50
50,34,50
50,35,50
50,36,50
50,37,50
50,38,50
50,39,50
50,40,50
50,41,50
50,42,50
50,43,50
50,44,59
50,45,59
50,46,59
50,47,50
50,48,50
51,1,118
51,2,118
51,3,118
51,4,51
51,5,51
51,6,51
51,7,51
51,8,51
51,9,51
51,10,51
51,11,51
51,12,51
51,13,51
51,14,51
51,15,51
51,16,51
51,17,51
51,18,51
51,21,51
51,22,51
51,23,51
51,24,51
51,25,51
51,26,51
51,27,51
51,28,51
51,29,51
51,30,51
51,31,51
51,32,51
51,33,51
51,34,51
51,35,51
51,36,51
51,37,51
51,38,51
51,39,51
51,40,51
51,41,51
51,42,51
51,43,51
51,44,118
51,45,118
51,46,118
51,47,51
51,48,51
52,1,77
52,2,77
52,3,77
52,4,52
52,5,52
52,6,52
52,7,52
52,8,52
52,9,52
52,10,52
52,11,52
52,12,52
52,13,52
52,14,52
52,15,52
52,16,52
52,17,52
52,18,52
52,21,52
52,22,52
52,23,52
52,24,52
52,25,52
52,26,52
52,27,52
52,28,52
52,29,52
52,30,52
52,31,52
52,32,52
52,33,52
52,34,52
52,35,52
52,36,52
52,37,52
52,38,52
52,39,52
52,40,52
52,41,52
52,42,52
52,43,52
52,44,77
52,45,77
52,46,77
52,47,52
52,48,52
53,1,144
53,2,144
53,3,144
53,4,53
53,5,53
53,6,53
53,7,53
53,8,53
53,9,53
53,10,53
53,11,53
53,12,53
53,13,53
53,14,53
53,15,53
53,16,53
53,17,53
53,18,53
53,21,53
53,22,53
53,23,53
53,24,53
53,25,53
53,26,53
53,27,53
53,28,53
53,29,53
53,30,53
53,31,53
53,32,53
53,33,53
53,34,53
53,35,53
53,36,53
53,37,53
53,38,53
53,39,53
53,40,53
53,41,53
53,42,53
53,43,53
53,44,144
53,45,144
53,46,144
53,47,53
53,48,53
54,1,47
54,2,47
54,3,47
54,4,54
54,5,54
54,6,54
54,7,54
54,8,54
54,9,54
54,10,54
54,11,54
54,12,54
54,13,54
54,14,54
54,15,54
54,16,54
54,17,54
54,18,54
54,21,54
54,22,54
54,23,54
54,24,54
54,25,54
54,26,54
54,27,54
54,28,54
54,29,54
54,30,54
54,31,54
54,32,54
54,33,54
54,34,54
54,35,54
54,36,54
54,37,54
54,38,54
54,39,54
54,40,54
54,41,54
54,42,54
54,43,54
54,44,47
54,45,47
54,46,47
54,47,54
54,48,54
55,1,128
55,2,128
55,3,128
55,4,55
55,5,55
55,6,55
55,7,55
55,8,55
55,9,55
55,10,55
55,11,55
55,12,55
55,13,55
55,14,55
55,15,55
55,16,55
55,17,55
55,18,55
55,21,55
55,22,55
55,23,55
55,24,55
55,25,55
55,26,55
55,27,55
55,28,55
55,29,55
55,30,55
55,31,55
55,32,55
55,33,55
55,34,55
55,35,55
55,36,55
55,37,55
55,38,55
55,39,55
55,40,55
55,41,55
55,42,55
55,43,55
55,44,128
55,45,128
55,46,128
55,47,55
55,48,55
56,1,57
56,2,57
56,3,57
56,4,56
56,5,56
56,6,56
56,7,56
56,8,56
56,9,56
56,10,56
56,11,56
56,12,56
56,13,56
56,14,56
56,15,56
56,16,56
56,17,56
56,18,56
56,21,56
56,22,56
56,23,56
56,24,56
56,25,56
56,26,56
56,27,56
56,28,56
56,29,56
56,30,56
56,31,56
56,32,56
56,40,56
56,41,56
56,42,56
56,43,56
56,44,57
56,45,57
56,46,57
56,47,56
56,48,56
57,1,117
57,2,117
57,3,117
57,4,57
57,5,57
57,6,57
57,7,57
57,8,57
57,9,57
