move_id,version_group_id,language_id,flavor_text
2,7,9,"The foe is attacked
with a sharp chop.
It has a high
critical-hit ratio."
2,8,9,"The foe is attacked
with a sharp chop.
It has a high
critical-hit ratio.
"
2,9,9,"The foe is attacked
with a sharp chop.
It has a high
critical-hit ratio.
"
2,10,9,"The foe is attacked
with a sharp chop.
It has a high
critical-hit ratio.
"
2,11,5,"L’ennemi est tranché violemment.
Taux de critiques élevé."
2,11,9,"The target is attacked with a sharp chop.
Critical hits land more easily."
2,14,9,"The target is attacked with a sharp chop.
Critical hits land more easily."
2,15,1,"するどい　チョップで
あいてを　たたいて　こうげきする。
きゅうしょに　あたりやすい。"
2,15,3,"날카로운 당수로
상대를 때려서 공격한다.
급소에 맞기 쉽다."
2,15,5,"L’ennemi est tranché violemment.
Taux de critiques élevé."
2,15,6,"Gute Möglichkeit, einen Volltreffer zu landen."
2,15,7,Da un golpe cortante. Suele ser crítico.
2,15,8,"Colpisce il bersaglio con un colpo netto.
Probabile brutto colpo."
2,15,9,"The target is attacked with a sharp chop.
Critical hits land more easily."
2,15,11,"鋭い　チョップで
相手を　たたいて　攻撃する。
急所に　当たりやすい。"
2,16,1,"するどい　チョップで
あいてを　たたいて　こうげきする。
きゅうしょに　あたりやすい。"
2,16,3,"날카로운 당수로
상대를 때려서 공격한다.
급소에 맞기 쉽다."
2,16,5,"L’ennemi est tranché violemment.
Taux de critiques élevé."
2,16,6,"Gute Möglichkeit, einen Volltreffer zu landen."
2,16,7,Da un golpe cortante. Suele ser crítico.
2,16,8,"Colpisce il bersaglio con un colpo netto.
Probabile brutto colpo."
2,16,9,"The target is attacked with a sharp chop.
Critical hits land more easily."
2,16,11,"鋭い　チョップで
相手を　たたいて　攻撃する。
急所に　当たりやすい。"
3,3,9,"Repeatedly slaps
2-5 times."
3,4,9,"Repeatedly slaps
2-5 times."
3,5,9,"Repeatedly slaps the foe
2 to 5 times."
3,6,9,"Repeatedly slaps the foe
2 to 5 times."
3,7,9,"The foe is slapped
repeatedly, back
and forth, two to
five times."
3,8,9,"The foe is slapped
repeatedly, back
and forth, two to
five times in a row.
"
3,9,9,"The foe is slapped
repeatedly, back
and forth, two to
five times in a row.
"
3,10,9,"The foe is slapped
repeatedly, back
and forth, two to
five times in a row.
"
3,11,5,"Gifle rapidement l’ennemi
de 2 à 5 fois d’affilée."
3,11,9,"The target is slapped repeatedly, back
and forth, two to five times in a row."
3,14,9,"The target is slapped repeatedly, back
and forth, two to five times in a row."
3,15,1,"おうふく　ビンタで
あいてを　たたいて　こうげきする。
２ー５かいの　あいだ　れんぞくで　だす。"
3,15,3,"연속 뺨치기로
상대를 때려서 공격한다.
2-5회 동안 연속으로 쓴다."
3,15,5,"Gifle rapidement l’ennemi de deux à cinq fois
d’affilée."
3,15,6,"Trifft das Ziel zwei- bis fünfmal hintereinander
mit einem Duplexhieb."
3,15,7,Abofetea de dos a cinco veces seguidas.
3,15,8,"Schiaffeggia il bersaglio da due a cinque volte
di fila."
3,15,9,"The target is slapped repeatedly, back
and forth, two to five times in a row."
3,15,11,"おうふく　ビンタで
相手を　たたいて　攻撃する。
２ー５回の　あいだ　連続で　だす。"
3,16,1,"おうふく　ビンタで
あいてを　たたいて　こうげきする。
２ー５かいの　あいだ　れんぞくで　だす。"
3,16,3,"연속 뺨치기로
상대를 때려서 공격한다.
2-5회 동안 연속으로 쓴다."
3,16,5,"Gifle rapidement l’ennemi de deux à cinq fois
d’affilée."
3,16,6,"Trifft das Ziel zwei- bis fünfmal hintereinander
mit einem Duplexhieb."
3,16,7,Abofetea de dos a cinco veces seguidas.
3,16,8,"Schiaffeggia il bersaglio da due a cinque volte
di fila."
3,16,9,"The target is slapped repeatedly, back
and forth, two to five times in a row."
3,16,11,"おうふく　ビンタで
相手を　たたいて　攻撃する。
２ー５回の　あいだ　連続で　だす。"
4,3,9,"Repeatedly punches
2-5 times."
4,4,9,"Repeatedly punches
2-5 times."
4,5,9,"Repeatedly punches the foe
2 to 5 times."
4,6,9,"Repeatedly punches the foe
2 to 5 times."
4,7,9,"The foe is hit with
a flurry of punches
that strike two to
five times."
4,8,9,"The foe is hit with
a flurry of punches
that strike two to
five times in a row.
"
4,9,9,"The foe is hit with
a flurry of punches
that strike two to
five times in a row.
"
4,10,9,"The foe is hit with
a flurry of punches
that strike two to
five times in a row.
"
4,11,5,"Une tornade de coups de poing
qui frappe de 2 à 5 fois d’affilée."
4,11,9,"The target is hit with a flurry of punches
that strike two to five times in a row."
4,14,9,"The target is hit with a flurry of punches
that strike two to five times in a row."
4,15,1,"どとうの　パンチで
あいてを　なぐりつけて　こうげきする。
２ー５かいの　あいだ　れんぞくで　だす。"
4,15,3,"노도 같은 펀치로
상대를 세게 때려서 공격한다.
2-5회 동안 연속으로 쓴다."
4,15,5,"Une tornade de coups de poing qui frappe de
deux à cinq fois d’affilée."
4,15,6,"Trifft das Ziel zwei- bis fünfmal hintereinander
mit kräftigen Hieben."
4,15,7,Pega de dos a cinco veces seguidas.
4,15,8,"Colpisce il bersaglio con una scarica di pugni
da due a cinque volte di fila."
4,15,9,"The target is hit with a flurry of punches
that strike two to five times in a row."
4,15,11,"どとうの　パンチで
相手を　なぐりつけて　攻撃する。
２ー５回の　あいだ　連続で　だす。"
4,16,1,"どとうの　パンチで
あいてを　なぐりつけて　こうげきする。
２ー５かいの　あいだ　れんぞくで　だす。"
4,16,3,"노도 같은 펀치로
상대를 세게 때려서 공격한다.
2-5회 동안 연속으로 쓴다."
4,16,5,"Une tornade de coups de poing qui frappe de
deux à cinq fois d’affilée."
4,16,6,"Trifft das Ziel zwei- bis fünfmal hintereinander
mit kräftigen Hieben."
4,16,7,Pega de dos a cinco veces seguidas.
4,16,8,"Colpisce il bersaglio con una scarica di pugni
da due a cinque volte di fila."
4,16,9,"The target is hit with a flurry of punches
that strike two to five times in a row."
4,16,11,"どとうの　パンチで
相手を　なぐりつけて　攻撃する。
２ー５回の　あいだ　連続で　だす。"
5,3,9,"A powerful punch
thrown very hard."
5,4,9,"A powerful punch
thrown very hard."
5,5,9,"A strong punch thrown with
incredible power."
5,6,9,"A strong punch thrown with
incredible power."
5,7,9,"The foe is slugged
by a punch thrown
with muscle-packed
power."
5,8,9,"The foe is slugged
by a punch thrown
with muscle-packed
power.
"
5,9,9,"The foe is slugged
by a punch thrown
with muscle-packed
power.
"
5,10,9,"The foe is slugged
by a punch thrown
with muscle-packed
power.
"
5,11,5,"L’ennemi reçoit un coup de poing
d’une puissance incroyable."
5,11,9,"The target is slugged by a punch thrown
with muscle-packed power."
5,14,9,"The target is slugged by a punch thrown
with muscle-packed power."
5,15,1,"ちからを　こめた　パンチで
あいてを　こうげきする。
"
5,15,3,"힘을 담은 펀치로
상대를 공격한다."
5,15,5,"L’ennemi reçoit un coup de poing d’une puissance
incroyable."
5,15,6,Ein unglaublich kräftiger Hieb.
5,15,7,Un puñetazo de gran potencia.
5,15,8,Colpisce il bersaglio con un pugno poderoso.
5,15,9,"The target is slugged by a punch thrown
with muscle-packed power."
5,15,11,"力を　こめた　パンチで
相手を　攻撃する。
"
5,16,1,"ちからを　こめた　パンチで
あいてを　こうげきする。
"
5,16,3,"힘을 담은 펀치로
상대를 공격한다."
5,16,5,"L’ennemi reçoit un coup de poing d’une puissance
incroyable."
5,16,6,Ein unglaublich kräftiger Hieb.
5,16,7,Un puñetazo de gran potencia.
5,16,8,Colpisce il bersaglio con un pugno poderoso.
5,16,9,"The target is slugged by a punch thrown
with muscle-packed power."
5,16,11,"力を　こめた　パンチで
相手を　攻撃する。
"
6,3,9,"Throws coins. Gets
them back later."
6,4,9,"Throws coins. Gets
them back later."
6,5,9,"Throws coins at the foe.
Money is recovered after."
6,6,9,"Throws coins at the foe.
Money is recovered after."
6,7,9,"Numerous coins are
hurled at the foe.
Money is earned
after battle."
6,8,9,"Numerous coins are
hurled at the foe to
inflict damage.
Money is earned
after battle."
6,9,9,"Numerous coins are
hurled at the foe to
inflict damage.
Money is earned
after battle."
6,10,9,"Numerous coins are
hurled at the foe to
inflict damage.
Money is earned
after battle."
6,11,5,"Des pièces sont lancées sur l’ennemi.
Permet d’obtenir de l’argent à la fin
du combat."
6,11,9,"Numerous coins are hurled at the
target to inflict damage.
Money is earned after the battle."
6,14,9,"Numerous coins are hurled at the
target to inflict damage.
Money is earned after the battle."
6,15,1,"あいての　からだに
こばんを　なげつけて　こうげきする。
せんとうの　あとで　おかねが　もらえる。"
6,15,3,"상대의 몸에
돈을 세게 던져서 공격한다.
배틀 후에 돈을 받을 수 있다."
6,15,5,"Des pièces sont lancées sur l’ennemi.
Permet d’obtenir de l’argent à la fin du combat."
6,15,6,"Das Ziel wird mit Münzen beworfen.
Das Geld wird nach dem Kampf aufgesammelt."
6,15,7,"Arroja monedas al objetivo. Las recupera al final
del combate."
6,15,8,"Colpisce il bersaglio con una gran quantità
di monete recuperabili dopo la lotta."
6,15,9,"Numerous coins are hurled at the
target to inflict damage.
Money is earned after the battle."
6,15,11,"相手の　体に
小判を　投げつけて　攻撃する。
戦闘の　あとで　お金が　もらえる。"
6,16,1,"あいての　からだに
こばんを　なげつけて　こうげきする。
せんとうの　あとで　おかねが　もらえる。"
6,16,3,"상대의 몸에
돈을 세게 던져서 공격한다.
배틀 후에 돈을 받을 수 있다."
6,16,5,"Des pièces sont lancées sur l’ennemi.
Permet d’obtenir de l’argent à la fin du combat."
6,16,6,"Das Ziel wird mit Münzen beworfen.
Das Geld wird nach dem Kampf aufgesammelt."
6,16,7,"Arroja monedas al objetivo.
Las recupera al final del combate."
6,16,8,"Colpisce il bersaglio con una gran quantità
di monete recuperabili dopo la lotta."
6,16,9,"Numerous coins are hurled at the
target to inflict damage.
Money is earned after the battle."
6,16,11,"相手の　体に
小判を　投げつけて　攻撃する。
戦闘の　あとで　お金が　もらえる。"
7,3,9,"A fiery punch. May
cause a burn."
7,4,9,"A fiery punch. May
cause a burn."
7,5,9,"A fiery punch that may burn
the foe."
7,6,9,"A fiery punch that may burn
the foe."
7,7,9,"The foe is punched
with a fiery fist.
It may leave the
foe with a burn."
7,8,9,"The foe is punched
with a fiery fist.
It may leave the
target with a burn.
"
7,9,9,"The foe is punched
with a fiery fist.
It may leave the
target with a burn.
"
7,10,9,"The foe is punched
with a fiery fist.
It may leave the
target with a burn.
"
7,11,5,"Un coup de poing enflammé vient
frapper l’ennemi. Peut le brûler."
7,11,9,"The target is punched with a fiery fist.
It may also leave the target with a burn."
7,14,9,"The target is punched with a fiery fist.
It may also leave the target with a burn."
7,15,1,"ほのおを　こめた　パンチで
あいてを　こうげきする。
やけど　じょうたいに　することが　ある。"
7,15,3,"불꽃을 담은 펀치로
상대를 공격한다.
화상 상태로 만들 때가 있다."
7,15,5,"Un coup de poing enflammé vient frapper l’ennemi.
Peut le brûler."
7,15,6,"Feuriger Schlag, der dem Ziel eventuell
Verbrennungen zufügt."
7,15,7,Puñetazo ardiente. Puede quemar.
7,15,8,"Colpisce il bersaglio con un pugno ardente
che può scottarlo."
7,15,9,"The target is punched with a fiery fist.
This may also leave the target with a burn."
7,15,11,"炎を　こめた　パンチで
相手を　攻撃する。
やけど状態に　することが　ある。"
7,16,1,"ほのおを　こめた　パンチで
あいてを　こうげきする。
やけど　じょうたいに　することが　ある。"
7,16,3,"불꽃을 담은 펀치로
상대를 공격한다.
화상 상태로 만들 때가 있다."
7,16,5,"Un coup de poing enflammé vient frapper l’ennemi.
Peut le brûler."
7,16,6,"Feuriger Schlag, der dem Ziel eventuell
Verbrennungen zufügt."
7,16,7,Puñetazo ardiente. Puede quemar.
7,16,8,"Colpisce il bersaglio con un pugno ardente
che può scottarlo."
7,16,9,"The target is punched with a fiery fist.
This may also leave the target with a burn."
7,16,11,"炎を　こめた　パンチで
相手を　攻撃する。
やけど状態に　することが　ある。"
8,3,9,"An icy punch. May
cause freezing."
8,4,9,"An icy punch. May
cause freezing."
8,5,9,"An icy punch that may
freeze the foe."
8,6,9,"An icy punch that may
freeze the foe."
8,7,9,"The foe is punched
with an icy fist.
It may leave the
foe frozen."
8,8,9,"The foe is punched
with an icy fist.
It may leave the
target frozen.
"
8,9,9,"The foe is punched
with an icy fist.
It may leave the
target frozen.
"
8,10,9,"The foe is punched
with an icy fist.
It may leave the
target frozen.
"
8,11,5,"Un coup de poing glacé vient
frapper l’ennemi. Peut le geler."
8,11,9,"The target is punched with an icy fist.
It may also leave the target frozen."
8,14,9,"The target is punched with an icy fist.
It may also leave the target frozen."
8,15,1,"れいきを　こめた　パンチで
あいてを　こうげきする。
こおり　じょうたいに　することが　ある。"
8,15,3,"냉기를 담은 펀치로
상대를 공격한다.
얼음 상태로 만들 때가 있다."
8,15,5,"Un coup de poing glacé vient frapper l’ennemi.
Peut le geler."
8,15,6,"Ein eisiger Schlag, der das Ziel eventuell einfriert."
8,15,7,Puñetazo helado. Puede congelar.
8,15,8,"Colpisce il bersaglio con un pugno di ghiaccio
che può congelarlo."
8,15,9,"The target is punched with an icy fist.
This may also leave the target frozen."
8,15,11,"冷気を　こめた　パンチで
相手を　攻撃する。
こおり状態に　することが　ある。"
8,16,1,"れいきを　こめた　パンチで
あいてを　こうげきする。
こおり　じょうたいに　することが　ある。"
8,16,3,"냉기를 담은 펀치로
상대를 공격한다.
얼음 상태로 만들 때가 있다."
8,16,5,"Un coup de poing glacé vient frapper l’ennemi.
Peut le geler."
8,16,6,"Ein eisiger Schlag, der das Ziel eventuell einfriert."
8,16,7,Puñetazo helado. Puede congelar.
8,16,8,"Colpisce il bersaglio con un pugno di ghiaccio
che può congelarlo."
8,16,9,"The target is punched with an icy fist.
This may also leave the target frozen."
8,16,11,"冷気を　こめた　パンチで
相手を　攻撃する。
こおり状態に　することが　ある。"
9,3,9,"An electric punch.
It may paralyze."
9,4,9,"An electric punch.
It may paralyze."
9,5,9,"An electrified punch that
may paralyze the foe."
9,6,9,"An electrified punch that
may paralyze the foe."
9,7,9,"The foe is punched
with an electrified
fist. It may leave
the foe paralyzed."
9,8,9,"The foe is punched
with an electrified
fist. It may leave
the target with
paralysis."
9,9,9,"The foe is punched
with an electrified
fist. It may leave
the target with
paralysis."
9,10,9,"The foe is punched
with an electrified
fist. It may leave
the target with
paralysis."
9,11,5,"Un coup de poing électrique vient
frapper l’ennemi. Peut le paralyser."
9,11,9,"The target is punched with an electrified
fist. It may also leave the target
with paralysis."
9,14,9,"The target is punched with an electrified
fist. It may also leave the target
with paralysis."
9,15,1,"でんげきを　こめた　パンチで
あいてを　こうげきする。
まひ　じょうたいに　することが　ある。"
9,15,3,"전격을 담은 펀치로
상대를 공격한다.
마비 상태로 만들 때가 있다."
9,15,5,"Un coup de poing électrique vient frapper l’ennemi.
Peut le paralyser."
9,15,6,"Ein elektrischer Schlag, der das Ziel eventuell
paralysiert."
9,15,7,Puñetazo eléctrico. Puede paralizar.
9,15,8,"Colpisce il bersaglio con un pugno elettrico
che può paralizzarlo."
9,15,9,"The target is punched with an electrified
fist. This may also leave the target
with paralysis."
9,15,11,"電撃を　こめた　パンチで
相手を　攻撃する。
まひ状態に　することが　ある。"
9,16,1,"でんげきを　こめた　パンチで
あいてを　こうげきする。
まひ　じょうたいに　することが　ある。"
9,16,3,"전격을 담은 펀치로
상대를 공격한다.
마비 상태로 만들 때가 있다."
9,16,5,"Un coup de poing électrique vient frapper l’ennemi.
Peut le paralyser."
9,16,6,"Ein elektrischer Schlag, der das Ziel eventuell
paralysiert."
9,16,7,Puñetazo eléctrico. Puede paralizar.
9,16,8,"Colpisce il bersaglio con un pugno elettrico
che può paralizzarlo."
9,16,9,"The target is punched with an electrified
fist. This may also leave the target
with paralysis."
9,16,11,"電撃を　こめた　パンチで
相手を　攻撃する。
まひ状態に　することが　ある。"
10,3,9,"Scratches with
sharp claws."
10,4,9,"Scratches with
sharp claws."
10,5,9,"Scratches the foe with
sharp claws."
10,6,9,"Scratches the foe with
sharp claws."
10,7,9,"Hard, pointed, and
sharp claws rake
the foe."
10,8,9,"Hard, pointed, and
sharp claws rake the
foe to inflict damage.

"
10,9,9,"Hard, pointed, and
sharp claws rake the
foe to inflict damage.

"
10,10,9,"Hard, pointed, and
sharp claws rake the
foe to inflict damage.

"
10,11,5,"Lacère l’ennemi avec des griffes acérées
pour lui infliger des dégâts."
10,11,9,"Hard, pointed, and sharp claws rake
the target to inflict damage."
10,14,9,"Hard, pointed, and sharp claws rake
the target to inflict damage."
10,15,1,"かたく　とがった　するどい　ツメで
あいてを　ひっかいて　こうげきする。
"
10,15,3,"단단하고 뾰족한 날카로운 손톱으로
상대를 할퀴어서 공격한다."
10,15,5,"Lacère l’ennemi avec des griffes acérées pour lui
infliger des dégâts."
10,15,6,Das Ziel wird mit scharfen Klauen zerkratzt.
10,15,7,Araña con afiladas garras.
10,15,8,"Infligge danni al bersaglio con artigli acuminati,
duri e affilati."
10,15,9,"Hard, pointed, sharp claws rake
the target to inflict damage."
10,15,11,"硬く　とがった　鋭い　ツメで
相手を　ひっかいて　攻撃する。
"
10,16,1,"かたく　とがった　するどい　ツメで
あいてを　ひっかいて　こうげきする。
"
10,16,3,"단단하고 뾰족한 날카로운 손톱으로
상대를 할퀴어서 공격한다."
10,16,5,"Lacère l’ennemi avec des griffes acérées pour lui
infliger des dégâts."
10,16,6,Das Ziel wird mit scharfen Klauen zerkratzt.
10,16,7,Araña con afiladas garras.
10,16,8,"Infligge danni al bersaglio con artigli acuminati,
duri e affilati."
10,16,9,"Hard, pointed, sharp claws rake
the target to inflict damage."
10,16,11,"硬く　とがった　鋭い　ツメで
相手を　ひっかいて　攻撃する。
"
11,3,9,"Grips with power­
ful pincers."
11,4,9,"Grips with power­
ful pincers."
11,5,9,"Grips the foe with large and
powerful pincers."
11,6,9,"Grips the foe with large and
powerful pincers."
11,7,9,"Huge, impressive
pincers grip and
squeeze the foe."
11,8,9,"Huge, impressive
pincers grip and
squeeze the foe.

"
11,9,9,"Huge, impressive
pincers grip and
squeeze the foe.

"
11,10,9,"Huge, impressive
pincers grip and
squeeze the foe.

"
11,11,5,"L’ennemi est attrapé et compressé
par les côtés."
11,11,9,"The target is gripped and squeezed from
both sides to inflict damage."
11,14,9,"The target is gripped and squeezed from
both sides to inflict damage."
11,15,1,"あいてを　りょうがわから　はさんで
ダメージを　あたえる。
"
11,15,3,"상대를 양쪽에서 집어서
데미지를 준다."
11,15,5,L’ennemi est attrapé et compressé par les côtés.
11,15,6,"Das Ziel wird umklammert und
zusammengequetscht."
11,15,7,Atrapa y atenaza al objetivo.
11,15,8,"Stringe il bersaglio in una morsa usando enormi
e possenti tenaglie."
11,15,9,"The target is gripped and squeezed from
both sides to inflict damage."
11,15,11,"相手を　両側から　はさんで
ダメージを　あたえる。
"
11,16,1,"あいてを　りょうがわから　はさんで
ダメージを　あたえる。
"
11,16,3,"상대를 양쪽에서 집어서
데미지를 준다."
11,16,5,L’ennemi est attrapé et compressé par les côtés.
11,16,6,"Das Ziel wird umklammert und
zusammengequetscht."
11,16,7,Atrapa y atenaza al objetivo.
11,16,8,"Stringe il bersaglio in una morsa usando enormi
e possenti tenaglie."
11,16,9,"The target is gripped and squeezed from
both sides to inflict damage."
11,16,11,"相手を　両側から　はさんで
ダメージを　あたえる。
"
12,3,9,"A one-hit KO,
pincer attack."
12,4,9,"A one-hit KO,
pincer attack."
12,5,9,"A powerful pincer attack
that may cause fainting."
12,6,9,"A powerful pincer attack
that may cause fainting."
12,7,9,"A vicious tearing
attack with pincers.
The foe will faint
if it hits."
12,8,9,"A vicious, tearing
attack with pincers.
The foe will faint
instantly if this
attack hits."
12,9,9,"A vicious, tearing
attack with pincers.
The foe will faint
instantly if this
attack hits."
12,10,9,"A vicious, tearing
attack with pincers.
The foe will faint
instantly if this
attack hits."
12,11,5,"De méchantes pinces lacèrent
l’ennemi, le mettant K.O. sur
le coup s’il est touché."
12,11,9,"A vicious, tearing attack with big pincers.
The target will faint instantly
if this attack hits."
12,14,9,"A vicious, tearing attack with big pincers.
The target will faint instantly
if this attack hits."
12,15,1,"おおきな　ハサミで
あいてを　きりさいて　こうげきする。
あたれば　いちげきで　ひんしに　する。"
12,15,3,"큰 집게로
상대를 베어 갈라 공격한다.
맞으면 일격에 기절한다."
12,15,5,"De méchantes pinces lacèrent l’ennemi, le mettant
K.O. sur le coup s’il est touché."
12,15,6,"Kräftige Scheren-Attacke.
Führt beim Ziel sofort zum K.O."
12,15,7,"Ataque con pinzas que debilita al oponente de un
golpe si acierta."
12,15,8,"Attacca il bersaglio con pericolose tenaglie.
Se l’attacco va a segno, il Pokémon colpito
va subito KO."
12,15,9,"A vicious, tearing attack with big pincers.
The target faints instantly if this attack hits."
12,15,11,"大きな　ハサミで
相手を　切り裂いて　攻撃する。
当たれば　一撃で　ひんしに　する。"
12,16,1,"おおきな　ハサミで
あいてを　きりさいて　こうげきする。
あたれば　いちげきで　ひんしに　する。"
12,16,3,"큰 집게로
상대를 베어 갈라 공격한다.
맞으면 일격에 기절한다."
12,16,5,"De méchantes pinces lacèrent l’ennemi, le mettant
K.O. sur le coup s’il est touché."
12,16,6,"Kräftige Scheren-Attacke.
Führt beim Ziel sofort zum K.O."
12,16,7,"Ataque con pinzas que debilita al oponente de un 
golpe si acierta."
12,16,8,"Attacca il bersaglio con pericolose tenaglie.
Se l’attacco va a segno, il Pokémon colpito
va subito KO."
12,16,9,"A vicious, tearing attack with big pincers.
The target faints instantly if this attack hits."
12,16,11,"大きな　ハサミで
相手を　切り裂いて　攻撃する。
当たれば　一撃で　ひんしに　する。"
13,3,9,"1st turn: Prepare
2nd turn: Attack"
13,4,9,"1st turn: Prepare
2nd turn: Attack"
13,5,9,"A 2-turn move that strikes
the foe on the 2nd turn."
13,6,9,"A 2-turn move that strikes
the foe on the 2nd turn."
13,7,9,"Blades of wind hit
the foe on the 2nd
turn. It has a high
critical-hit ratio."
13,8,9,"A two-turn attack.
Blades of wind hit the
foe on the second
turn. It has a high
critical-hit ratio."
13,9,9,"A two-turn attack.
Blades of wind hit the
foe on the second
turn. It has a high
critical-hit ratio."
13,10,9,"A two-turn attack.
Blades of wind hit the
foe on the second
turn. It has a high
critical-hit ratio."
13,11,5,"Attaque en 2 tours.
Des lames de vent frappent l’ennemi au
2è tour. Taux de critiques élevé."
13,11,9,"A two-turn attack. Blades of wind hit
opposing Pokémon on the second turn.
Critical hits land more easily."
13,14,9,"A two-turn attack. Blades of wind hit
opposing Pokémon on the second turn.
Critical hits land more easily."
13,15,1,"かぜの　やいばを　つくり
２ターンめに　あいてを　こうげきする。
きゅうしょに　あたりやすい。"
13,15,3,"바람의 칼날을 만들어
2턴째에 상대를 공격한다.
급소에 맞기 쉽다."
13,15,5,"Attaque en deux tours.
Des lames de vent frappent l’ennemi au second
tour. Taux de critiques élevé."
13,15,6,"Eine Attacke, die über zwei Runden geht.
Hohe Volltrefferquote."
13,15,7,"Primero se prepara y en el segundo turno ataca
al oponente con ráfagas de viento cortante. Alta
probabilidad de ser crítico."
13,15,8,"Chi la usa genera un turbine al primo turno
e attacca al secondo. Probabile brutto colpo."
13,15,9,"A two-turn attack. Blades of wind hit
opposing Pokémon on the second turn.
Critical hits land more easily."
13,15,11,"風の　刃を　つくり
２ターン目に　相手を　攻撃する。
急所に　当たりやすい。"
13,16,1,"かぜの　やいばを　つくり
２ターンめに　あいてを　こうげきする。
きゅうしょに　あたりやすい。"
13,16,3,"바람의 칼날을 만들어
2턴째에 상대를 공격한다.
급소에 맞기 쉽다."
13,16,5,"Attaque en deux tours.
Des lames de vent frappent l’ennemi au second
tour. Taux de critiques élevé."
13,16,6,"Eine Attacke, die über zwei Runden geht.
Hohe Volltrefferquote."
13,16,7,"Primero se prepara y en el segundo turno
ataca al oponente con ráfagas de viento
cortante. Alta probabilidad de ser crítico."
13,16,8,"Chi la usa genera un turbine al primo turno
e attacca al secondo. Probabile brutto colpo."
13,16,9,"A two-turn attack. Blades of wind hit
opposing Pokémon on the second turn.
Critical hits land more easily."
13,16,11,"風の　刃を　つくり
２ターン目に　相手を　攻撃する。
急所に　当たりやすい。"
14,3,9,"A dance that in­
creases ATTACK."
14,4,9,"A dance that in­
creases ATTACK."
14,5,9,"A fighting dance that
sharply raises ATTACK."
14,6,9,"A fighting dance that
sharply raises ATTACK."
14,7,9,"A frenetic dance of
fighting. It sharply
raises the ATTACK
stat."
14,8,9,"A frenetic dance to
uplift the fighting
spirit. It sharply
raises the user’s
Attack stat."
14,9,9,"A frenetic dance to
uplift the fighting
spirit. It sharply
raises the user’s
Attack stat."
14,10,9,"A frenetic dance to
uplift the fighting
spirit. It sharply
raises the user’s
Attack stat."
14,11,5,"Danse frénétique qui exalte l’esprit
combatif. Augmente beaucoup
l’Attaque du lanceur."
14,11,9,"A frenetic dance to uplift the fighting
spirit. It sharply raises the user’s
Attack stat."
14,14,9,"A frenetic dance to uplift the fighting
spirit. It sharply raises the user’s
Attack stat."
14,15,1,"たたかいのまいを　はげしく　おどって
きあいを　たかめる。
じぶんの　こうげきを　ぐーんと　あげる。"
14,15,3,"싸움의 춤을 격렬하게 추며
기세를 높인다.
자신의 공격을 크게 올린다."
14,15,5,"Danse frénétique qui exalte l’esprit combatif.
Augmente beaucoup l’Attaque du lanceur."
14,15,6,"Ein wilder Kampftanz, der den eigenen
Angriffs-Wert stark erhöht."
14,15,7,Baile frenético que aumenta mucho el Ataque.
14,15,8,"Danza frenetica che incrementa lo spirito
combattivo. Chi la usa aumenta di molto
il suo Attacco."
14,15,9,"A frenetic dance to uplift the fighting
spirit. This sharply raises the user’s
Attack stat."
14,15,11,"戦いの舞を　激しく　おどって
気合を　高める。
自分の　攻撃を　ぐーんと　あげる。"
