pokemon_form_id,local_language_id,form_name,pokemon_name
10022,9,W,Unown W
10023,1,Ｘ,
10023,3,X,
10023,5,X,Zarbi X
10023,6,X,
10023,7,X,
10023,8,X,
10023,9,X,Unown X
10024,1,Ｙ,
10024,3,Y,
10024,5,Y,Zarbi Y
10024,6,Y,
10024,7,Y,
10024,8,Y,
10024,9,Y,Unown Y
10025,1,Ｚ,
10025,3,Z,
10025,5,Z,Zarbi Z
10025,6,Z,
10025,7,Z,
10025,8,Z,
10025,9,Z,Unown Z
10026,1,!,
10026,3,!,
10026,5,!,Zarbi !
10026,6,!,
10026,7,!,
10026,8,!,
10026,9,!,Unown !
10027,1,?,
10027,3,?,
10027,5,?,Zarbi ?
10027,6,?,
10027,7,?,
10027,8,?,
10027,9,?,Unown ?
10028,1,たいようのすがた,
10028,3,태양의 모습,
10028,5,Forme Solaire,Morphéo Solaire
10028,6,Sonnenform,
10028,7,Forma Sol,
10028,8,Forma Sole,
10028,9,Sunny Form,Sunny Castform
10029,1,あまみずのすがた,
10029,3,빗방울의 모습,
10029,5,Forme Eau de Pluie,Morphéo Eau de Pluie
10029,6,Regenform,
10029,7,Forma Lluvia,
10029,8,Forma Pioggia,
10029,9,Rainy Form,Rainy Castform
10030,1,ゆきぐものすがた,
10030,3,설운의 모습,
10030,5,Forme Blizzard,Morphéo Blizzard
10030,6,Schneeform,
10030,7,Forma Nieve,
10030,8,Forma Nuvola di Neve,
10030,9,Snowy Form,Snowy Castform
10031,1,アタックフォルム,
10031,3,어택폼,
10031,5,Forme Attaque,Deoxys Attaque
10031,6,Angriffsform,
10031,7,Forma Ataque,
10031,8,Forma Attacco,
10031,9,Attack Forme,Attack Deoxys
10032,1,ディフェンスフォルム,
10032,3,디펜스폼,
10032,5,Forme Défense,Deoxys Défense
10032,6,Verteidigungsform,
10032,7,Forma Defensa,
10032,8,Forma Difesa,
10032,9,Defense Forme,Defense Deoxys
10033,1,スピードフォルム,
10033,3,스피드폼,
10033,5,Forme Vitesse,Deoxys Vitesse
10033,6,Initiativeform,
10033,7,Forma Velocidad,
10033,8,Forma Velocità,
10033,9,Speed Forme,Speed Deoxys
10034,1,すなちのミノ,
10034,3,모래땅도롱,
10034,5,Cape Sable,Cheniti Sable
10034,6,Sandumhang,
10034,7,Tronco Arena,
10034,8,Manto Sabbia,
10034,9,Sandy Cloak,Sandy Burmy
10035,1,ゴミのミノ,
10035,3,슈레도롱,
10035,5,Cape Déchet,Cheniti Déchet
10035,6,Lumpenumhang,
10035,7,Tronco Basura,
10035,8,Manto Scarti,
10035,9,Trash Cloak,Trash Burmy
10036,1,すなちのミノ,
10036,3,모래땅도롱,
10036,5,Cape Sable,Chenselle Sable
10036,6,Sandumhang,
10036,7,Tronco Arena,
10036,8,Manto Sabbia,
10036,9,Sandy Cloak,Sandy Wormadam
10037,1,ゴミのミノ,
10037,3,슈레도롱,
10037,5,Cape Déchet,Cheniselle Déchet
10037,6,Lumpenumhang,
10037,7,Tronco Basura,
10037,8,Manto Scarti,
10037,9,Trash Cloak,Trash Wormadam
10038,1,ポジフォルム,
10038,3,포지폼,
10038,5,Temps Ensoleillé,Ceriflor Ensoleillé
10038,6,Sonnenform,
10038,7,Forma Soleado,
10038,8,Forma Splendore,
10038,9,Sunshine Form,Sunshine Cherrim
10039,1,ひがしのうみ,
10039,3,동쪽바다,
10039,5,Mer Orient,Sancoki Orient
10039,6,Östliches Meer,
10039,7,Mar Este,
10039,8,Mare Est,
10039,9,East Sea,East Shellos
10040,1,ひがしのうみ,
10040,3,동쪽바다,
10040,5,Mer Orient,Tritosor Orient
10040,6,Östliches Meer,
10040,7,Mar Este,
10040,8,Mare Est,
10040,9,East Sea,East Gastrodon
10041,1,むしタイプ,
10041,5,Insecte,Arceus Insecte
10041,6,Käfer,
10041,7,Tipo Bicho,
10041,8,Tipo Coleottero,
10041,9,Bug Type,Bug Arceus
10042,1,あくタイプ,
10042,5,Ténèbres,Arceus Ténèbres
10042,6,Unlicht,
10042,7,Tipo Siniestro,
10042,8,Tipo Buio,
10042,9,Dark Type,Dark Arceus
10043,1,ドラゴンタイプ,
10043,5,Dragon,Arceus Dragon
10043,6,Drache,
10043,7,Tipo Dragón,
10043,8,Tipo Drago,
10043,9,Dragon Type,Dragon Arceus
10044,1,でんきタイプ,
10044,5,Électrik,Arceus Électrik
10044,6,Elektro,
10044,7,Tipo Eléctrico,
10044,8,Tipo Elettro,
10044,9,Electric Type,Electric Arceus
10045,1,かくとうタイプ,
10045,5,Combat,Arceus Combat
10045,6,Kampf,
10045,7,Tipo Lucha,
10045,8,Tipo Lotta,
10045,9,Fighting Type,Fighting Arceus
10046,1,ほのおタイプ,
10046,5,Feu,Arceus Feu
10046,6,Feuer,
10046,7,Tipo Fuego,
10046,8,Tipo Fuoco,
10046,9,Fire Type,Fire Arceus
10047,1,ひこうタイプ,
10047,5,Vol,Arceus Vol
10047,6,Flug,
10047,7,Tipo Volador,
10047,8,Tipo Volante,
10047,9,Flying Type,Flying Arceus
10048,1,ゴーストタイプ,
10048,5,Spectre,Arceus Spectre
10048,6,Geist,
10048,7,Tipo Fantasma,
10048,8,Tipo Spettro,
10048,9,Ghost Type,Ghost Arceus
10049,1,くさタイプ,
10049,5,Plante,Arceus Plante
10049,6,Pflanze,
10049,7,Tipo Planta,
10049,8,Tipo Erba,
10049,9,Grass Type,Grass Arceus
10050,1,じめんタイプ,
10050,5,Sol,Arceus Sol
10050,6,Boden,
10050,7,Tipo Tierra,
10050,8,Tipo Terra,
10050,9,Ground Type,Ground Arceus
10051,1,こおりタイプ,
10051,5,Glace,Arceus Glace
10051,6,Eis,
10051,7,Tipo Hielo,
10051,8,Tipo Ghiaccio,
10051,9,Ice Type,Ice Arceus
10052,1,どくタイプ,
10052,5,Poison,Arceus Poison
10052,6,Gift,
10052,7,Tipo Veneno,
10052,8,Tipo Veleno,
10052,9,Poison Type,Poison Arceus
10053,1,エスパータイプ,
10053,5,Psy,Arceus Psy
10053,6,Psycho,
10053,7,Tipo Psíquico,
10053,8,Tipo Psico,
10053,9,Psychic Type,Psychic Arceus
10054,1,いわタイプ,
10054,5,Roche,Arceus Roche
10054,6,Gestein,
10054,7,Tipo Roca,
10054,8,Tipo Roccia,
10054,9,Rock Type,Rock Arceus
10055,1,はがねタイプ,
10055,5,Acier,Arceus Acier
10055,6,Stahl,
10055,7,Tipo Acero,
10055,8,Tipo Acciaio,
10055,9,Steel Type,Steel Arceus
10056,1,みずタイプ,
10056,5,Eau,Arceus Eau
10056,6,Wasser,
10056,7,Tipo Agua,
10056,8,Tipo Acqua,
10056,9,Water Type,Water Arceus
10057,1,？？？タイプ,
10057,5,???,Arceus ???
10057,6,???,
10057,7,Tipo ???,
10057,8,Tipo ???,
10057,9,??? Type,??? Arceus
10058,1,ヒートロトム,
10058,3,히트로토무,
10058,5,Motisma Chaleur,Motisma Chaleur
10058,6,Hitze-Rotom,
10058,7,Rotom Calor,
10058,8,Rotom Calore,
10058,9,Heat Rotom,Heat Rotom
10059,1,ウォッシュロトム,
10059,3,워시로토무,
10059,5,Motisma Lavage,Motisma Lavage
10059,6,Wasch-Rotom,
10059,7,Rotom Lavado,
10059,8,Rotom Lavaggio,
10059,9,Wash Rotom,Wash Rotom
10060,1,フロストロトム,
10060,3,프로스트로토무,
10060,5,Motisma Froid,Motisma Froid
10060,6,Frost-Rotom,
10060,7,Rotom Frío,
10060,8,Rotom Gelo,
10060,9,Frost Rotom,Frost Rotom
10061,1,スピンロトム,
10061,3,스핀로토무,
10061,5,Motisma Hélice,Motisma Hélice
10061,6,Wirbel-Rotom,
10061,7,Rotom Ventilador,
10061,8,Rotom Vortice,
10061,9,Fan Rotom,Fan Rotom
10062,1,カットロトム,
10062,3,커트로토무,
10062,5,Motisma Tonte,Motisma Tonte
10062,6,Schneid-Rotom,
10062,7,Rotom Corte,
10062,8,Rotom Taglio,
10062,9,Mow Rotom,Mow Rotom
10063,1,オリジンフォルム,
10063,3,오리진폼,
10063,5,Forme Originelle,Giratina Originel
10063,6,Urform,
10063,7,Forma Origen,
10063,8,Forma Originale,
10063,9,Origin Forme,Origin Giratina
10064,1,スカイフォルム,
10064,3,스카이폼,
10064,5,Forme Céleste,Shaymin Céleste
10064,6,Zenitform,
10064,7,Forma Cielo,
10064,8,Forma Cielo,
10064,9,Sky Forme,Sky Shaymin
10065,5,Troizépi,Pichu Troizépi
10065,9,Spiky-eared,Spiky-eared Pichu
10066,1,あおすじのすがた,
10066,3,청색근의 모습,
10066,5,Motif Bleu,Bargantua Bleu
10066,6,Blaulinige Form,
10066,7,Forma Raya Azul,
10066,8,Forma Lineablu,
10066,9,Blue-Striped Form,Blue-Striped Basculin
10067,1,ダルマモード,
10067,3,달마모드,
10067,5,Mode Transe,Darumacho Transe
10067,6,Trance-Modus,
10067,7,Modo Daruma,
10067,8,Stato Zen,
10067,9,Zen Mode,Zen Darmanitan
10068,1,なつのすがた,
10068,3,여름의 모습,
10068,5,Forme Été,Vivaldaim Été
10068,6,Sommerform,
10068,7,Forma Verano,
10068,8,Forma Estate,
10068,9,Summer Form,Summer Deerling
10069,1,あきのすがた,
10069,3,가을의 모습,
10069,5,Forme Automne,Vivaldaim Automne
10069,6,Herbstform,
10069,7,Forma Otoño,
10069,8,Forma Autunno,
10069,9,Autumn Form,Autumn Deerling
10070,1,ふゆのすがた,
10070,3,겨울의 모습,
10070,5,Forme Hiver,Vivaldaim Hiver
10070,6,Winterform,
10070,7,Forma Invierno,
10070,8,Forma Inverno,
10070,9,Winter Form,Winter Deerling
10071,1,なつのすがた,
10071,3,여름의 모습,
10071,5,Forme Été,Haydaim Été
10071,6,Sommerform,
10071,7,Forma Verano,
10071,8,Forma Estate,
10071,9,Summer Form,Summer Sawsbuck
10072,1,あきのすがた,
10072,3,가을의 모습,
10072,5,Forme Automne,Haydaim Automne
10072,6,Herbstform,
10072,7,Forma Otoño,
10072,8,Forma Autunno,
10072,9,Autumn Form,Autumn Sawsbuck
10073,1,ふゆのすがた,
10073,3,겨울의 모습,
10073,5,Forme Hiver,Haydaim Hiver
10073,6,Winterform,
10073,7,Forma Invierno,
10073,8,Forma Inverno,
10073,9,Winter Form,Winter Sawsbuck
10074,1,ステップフォルム,
10074,3,스텝폼,
10074,5,Forme Danse,Meloetta Danse
10074,6,Tanzform,
10074,7,Forma Danza,
10074,8,Forma Danza,
10074,9,Pirouette Forme,Pirouette Meloetta
10075,1,アクアカセット,
10075,3,아쿠아카세트,
10075,5,Module Aqua,Genesect Aqua
10075,6,Aquamodul,
10075,7,HidroROM,
10075,8,Idromodulo,
10075,9,Douse Drive,Douse Genesect
10076,1,イナズマカセット,
10076,3,번개카세트,
10076,5,Module Choc,Genesect Choc
10076,6,Blitzmodul,
10076,7,FulgoROM,
10076,8,Voltmodulo,
10076,9,Shock Drive,Shock Genesect
10077,1,ブレイズカセット,
10077,3,블레이즈카세트,
10077,5,Module Pyro,Genesect Pyro
10077,6,Flammenmodul,
10077,7,PiroROM,
10077,8,Piromodulo,
10077,9,Burn Drive,Burn Genesect
10078,1,フリーズカセット,
10078,3,프리즈카세트,
10078,5,Module Cryo,Genesect Cryo
10078,6,Gefriermodul,
10078,7,CrioROM,
10078,8,Gelomodulo,
10078,9,Chill Drive,Chill Genesect
10079,1,れいじゅうフォルム,
10079,3,영물폼,
10079,5,Forme Totémique,Boréas Totémique
10079,6,Tiergeistform,
10079,7,Forma Tótem,
10079,8,Forma Totem,
10079,9,Therian Forme,Therian Tornadus
10080,1,れいじゅうフォルム,
10080,3,영물폼,
10080,5,Forme Totémique,Fulguris Totémique
10080,6,Tiergeistform,
10080,7,Forma Tótem,
10080,8,Forma Totem,
10080,9,Therian Forme,Therian Thundurus
10081,1,れいじゅうフォルム,
10081,3,영물폼,
10081,5,Forme Totémique,Démétéros Totémique
10081,6,Tiergeistform,
10081,7,Forma Tótem,
10081,8,Forma Totem,
10081,9,Therian Forme,Therian Landorus
10082,1,ブラックキュレム,
10082,3,블랙큐레무,
10082,5,Kyurem Noir,Kyurem Noir
10082,6,Schwarzes Kyurem,
10082,7,Kyurem Negro,
10082,8,Kyurem Nero,
10082,9,Black Kyurem,Black Kyurem
10083,1,ホワイトキュレム,
10083,3,화이트큐레무,
10083,5,Kyurem Blanc,Kyurem Blanc
10083,6,Weißes Kyurem,
10083,7,Kyurem Blanco,
10083,8,Kyurem Bianco,
10083,9,White Kyurem,White Kyurem
10084,1,かくごのすがた,
10084,3,각오의 모습,
10084,5,Aspect Décidé,Keldeo Décidé
10084,6,Resolutform,
10084,7,Forma Brío,
10084,8,Forma Risoluta,
10084,9,Resolute Form,Resolute Keldeo
10085,1,フェアリータイプ,
10085,5,Fée,Arceus Fée
10085,6,Fee,
10085,7,Tipo Hada,
10085,8,Tipo Folletto,
10085,9,Fairy Type,Fairy Arceus
10086,1,ひょうせつのもよう,
10086,3,빙설의 모양,
10086,5,Motif Blizzard,Prismillon Blizzard
10086,6,Frostmuster,
10086,7,Motivo Polar,
10086,8,Motivo Nevi Perenni,
10086,9,Icy Snow Pattern,Icy Snow Vivillon
10087,1,ゆきぐにのもよう,
10087,3,설국의 모양,
10087,5,Motif Banquise,Prismillon Banquise
10087,6,Schneefeldmuster,
10087,7,Motivo Taiga,
10087,8,Motivo Nordico,
10087,9,Polar Pattern,Polar Vivillon
10088,1,せつげんのもよう,
10088,3,설원의 모양,
10088,5,Motif Glace,Prismillon Glace
10088,6,Flockenmuster,
10088,7,Motivo Tundra,
10088,8,Motivo Manto di Neve,
10088,9,Tundra Pattern,Tundra Vivillon
10089,1,たいりくのもよう,
10089,3,대륙의 모양,
10089,5,Motif Continent,Prismillon Continent
10089,6,Kontinentalmuster,
10089,7,Motivo Continental,
10089,8,Motivo Continentale,
10089,9,Continental Pattern,Continental Vivillon
10090,1,ていえんのもよう,
10090,3,정원의 모양,
10090,5,Motif Verdure,Prismillon Verdure
10090,6,Ziergartenmuster,
10090,7,Motivo Vergel,
10090,8,Motivo Prato,
10090,9,Garden Pattern,Garden Vivillon
10091,1,みやびなもよう,
10091,3,우아한 모양,
10091,5,Motif Monarchie,Prismillon Monarchie
10091,6,Prunkmuster,
10091,7,Motivo Oriental,
10091,8,Motivo Eleganza,
10091,9,Elegant Pattern,Elegant Vivillon
10092,1,モダンなもよう,
10092,3,모던한 모양,
10092,5,Motif Métropole,Prismillon Métropole
10092,6,Innovationsmuster,
10092,7,Motivo Moderno,
10092,8,Motivo Trendy,
10092,9,Modern Pattern,Modern Vivillon
10093,1,マリンのもよう,
10093,3,마린의 모양,
10093,5,Motif Rivage,Prismillon Rivage
10093,6,Aquamarinmuster,
10093,7,Motivo Marino,
10093,8,Motivo Marino,
10093,9,Marine Pattern,Marine Vivillon
10094,1,ぐんとうのもよう,
10094,3,군도의 모양,
10094,5,Motif Archipel,Prismillon Archipel
10094,6,Archipelmuster,
10094,7,Motivo Isleño,
10094,8,Motivo Arcipelago,
10094,9,Archipelago Pattern,Archipelago Vivillon
10095,1,こうやのもよう,
10095,3,황야의 모양,
10095,5,Motif Sécheresse,Prismillon Sécheresse
10095,6,Dürremuster,
10095,7,Motivo Estepa,
10095,8,Motivo Deserto,
10095,9,High Plains Pattern,High Plains Vivillon
10096,1,さじんのもよう,
10096,3,사진의 모양,
10096,5,Motif Sable,Prismillon Sable
10096,6,Sandmuster,
10096,7,Motivo Desierto,
10096,8,Motivo Sabbia,
10096,9,Sandstorm Pattern,Sandstorm Vivillon
10097,1,たいがのもよう,
10097,3,대하의 모양,
10097,5,Motif Delta,Prismillon Delta
10097,6,Flussdeltamuster,
10097,7,Motivo Oasis,
10097,8,Motivo Fluviale,
10097,9,River Pattern,River Vivillon
10098,1,スコールのもよう,
10098,3,스콜의 모양,
10098,5,Motif Cyclone,Prismillon Cyclone
10098,6,Monsunmuster,
10098,7,Motivo Monzón,
10098,8,Motivo Pluviale,
10098,9,Monsoon Pattern,Monsoon Vivillon
10099,1,サバンナのもよう,
10099,3,사바나의 모양,
10099,5,Motif Mangrove,Prismillon Mangrove
10099,6,Savannenmuster,
10099,7,Motivo Pantano,
10099,8,Motivo Savana,
10099,9,Savanna Pattern,Savanna Vivillon
10100,1,たいようのもよう,
10100,3,태양의 모양,
10100,5,Motif Zénith,Prismillon Zénith
10100,6,Sonnenmuster,
10100,7,Motivo Solar,
10100,8,Motivo Solare,
10100,9,Sun Pattern,Sun Vivillon
10101,1,オーシャンのもよう,
10101,3,오션의 모양,
10101,5,Motif Soleil Levant,Prismillon Soleil Levant
10101,6,Ozeanmuster,
10101,7,Motivo Océano,
10101,8,Motivo Oceanico,
10101,9,Ocean Pattern,Ocean Vivillon
10102,1,ジャングルのもよう,
10102,3,정글의 모양,
10102,5,Motif Jungle,Prismillon Jungle
10102,6,Dschungelmuster,
10102,7,Motivo Jungla,
10102,8,Motivo Giungla,
10102,9,Jungle Pattern,Jungle Vivillon
10103,1,きいろのはな,
10103,3,노란 꽃,
10103,5,Fleur Jaune,Flabébé Jaune
10103,6,Gelbblütler,
10103,7,Flor Amarilla,
10103,8,Fiore Giallo,
10103,9,Yellow Flower,Yellow Flabébé
10104,1,オレンジいろのはな,
10104,3,오렌지색 꽃,
10104,5,Fleur Orange,Flabébé Orange
10104,6,Orangeblütler,
10104,7,Flor Naranja,
10104,8,Fiore Arancione,
10104,9,Orange Flower,Orange Flabébé
10105,1,あおいはな,
10105,3,파란 꽃,
10105,5,Fleur Bleue,Flabébé Bleu
10105,6,Blaublütler,
10105,7,Flor Azul,
10105,8,Fiore Blu,
10105,9,Blue Flower,Blue Flabébé
10106,1,しろいはな,
10106,3,하얀 꽃,
10106,5,Fleur Blanche,Flabébé Blanc
10106,6,Weißblütler,
10106,7,Flor Blanca,
10106,8,Fiore Bianco,
10106,9,White Flower,White Flabébé
10107,1,きいろのはな,
10107,3,노란 꽃,
10107,5,Fleur Jaune,Floette Jaune
10107,6,Gelbblütler,
10107,7,Flor Amarilla,
10107,8,Fiore Giallo,
10107,9,Yellow Flower,Yellow Floette
10108,1,オレンジいろのはな,
10108,3,오렌지색 꽃,
10108,5,Fleur Orange,Floette Orange
10108,6,Orangeblütler,
10108,7,Flor Naranja,
10108,8,Fiore Arancione,
10108,9,Orange Flower,Orange Floette
10109,1,あおいはな,
10109,3,파란 꽃,
10109,5,Fleur Bleue,Floette Bleu
10109,6,Blaublütler,
10109,7,Flor Azul,
10109,8,Fiore Blu,
10109,9,Blue Flower,Blue Floette
10110,1,しろいはな,
10110,3,하얀 꽃,
10110,5,Fleur Blanche,Floette Blanc
10110,6,Weißblütler,
10110,7,Flor Blanca,
10110,8,Fiore Bianco,
10110,9,White Flower,White Floette
10111,1,きいろのはな,
10111,3,노란 꽃,
10111,5,Fleur Jaune,Florges Jaune
10111,6,Gelbblütler,
