pokemon_id,version_id,item_id,rarity
73,12,222,5
73,13,222,5
73,14,222,5
73,15,222,5
73,16,222,5
73,17,222,5
73,18,222,5
73,21,222,5
73,22,222,5
73,23,222,5
73,24,222,5
74,7,206,5
74,8,206,5
74,9,206,5
74,12,206,5
74,13,206,5
74,14,206,5
74,15,206,5
74,16,206,5
74,17,206,5
74,18,206,5
74,21,206,5
74,22,206,5
74,23,206,5
74,24,206,5
75,7,206,5
75,8,206,5
75,9,206,5
75,10,215,5
75,11,215,5
75,12,206,5
75,13,206,5
75,14,206,5
75,15,206,5
75,16,206,5
75,17,206,5
75,18,206,5
75,21,206,5
75,22,206,5
75,23,206,5
75,24,206,5
76,7,206,5
76,8,206,5
76,9,206,5
76,10,215,5
76,11,215,5
76,12,206,5
76,13,206,5
76,14,206,5
76,15,206,5
76,16,206,5
76,17,206,5
76,18,206,5
76,21,206,5
76,22,206,5
76,23,206,5
76,24,206,5
77,12,168,5
77,13,168,5
77,14,168,5
77,15,168,5
77,16,168,5
77,17,168,5
77,18,168,5
77,21,168,5
77,22,168,5
78,12,168,5
78,13,168,5
78,14,168,5
78,15,168,5
78,16,168,5
78,17,168,5
78,18,168,5
78,21,168,5
78,22,168,5
79,7,198,5
79,8,198,5
79,9,198,5
79,12,256,5
79,13,256,5
79,14,256,5
79,15,256,5
79,16,256,5
79,17,256,5
79,18,256,5
79,21,256,5
79,22,256,5
79,23,256,5
79,24,256,5
80,7,198,5
80,8,198,5
80,9,198,5
80,12,198,5
80,13,198,5
80,14,198,5
80,15,198,5
80,16,198,5
80,17,198,5
80,18,198,5
80,21,198,5
80,22,198,5
80,23,198,5
80,24,198,5
81,7,210,5
81,8,210,5
81,9,210,5
81,12,210,5
81,13,210,5
81,14,210,5
81,15,210,5
81,16,210,5
81,17,210,5
81,18,210,5
81,21,210,5
81,22,210,5
81,23,210,5
81,24,210,5
82,7,210,5
82,8,210,5
82,9,210,5
82,10,219,5
82,11,219,5
82,12,210,5
82,13,210,5
82,14,210,5
82,15,210,5
82,16,210,5
82,17,210,5
82,18,210,5
82,21,210,5
82,22,210,5
82,23,210,5
82,24,210,5
83,7,236,5
83,8,236,5
83,9,236,5
83,10,236,5
83,11,236,5
83,12,236,5
83,13,236,5
83,14,236,5
83,15,236,5
83,16,236,5
83,17,236,5
83,18,236,5
83,21,236,5
83,22,236,5
83,23,236,5
83,24,236,5
84,7,221,5
84,8,221,5
84,9,221,5
84,12,221,5
84,13,221,5
84,14,221,5
84,15,221,5
84,16,221,5
84,17,221,5
84,18,221,5
84,21,221,5
84,22,221,5
84,23,221,5
84,24,221,5
85,7,221,5
85,8,221,5
85,9,221,5
85,10,221,5
85,11,221,5
85,12,221,5
85,13,221,5
85,14,221,5
85,15,221,5
85,16,221,5
85,17,221,5
85,18,221,5
85,21,221,5
85,22,221,5
85,23,221,5
85,24,221,5
86,10,130,50
86,11,130,50
87,10,130,50
87,10,223,5
87,11,130,50
87,11,223,5
88,7,92,5
88,8,92,5
88,9,92,5
88,12,92,5
88,13,92,5
88,14,92,5
88,15,92,5
88,16,92,5
88,17,92,5
88,18,92,5
88,21,258,5
88,22,258,5
88,23,258,5
88,24,258,5
89,7,92,5
89,8,92,5
89,9,92,5
89,12,92,5
89,13,92,5
89,14,92,5
89,15,92,5
89,16,92,5
89,17,92,5
89,18,92,5
89,21,249,1
89,21,258,50
89,22,249,1
89,22,258,50
89,23,258,50
89,24,258,50
90,7,88,50
90,7,89,5
90,8,88,50
90,8,89,5
90,9,88,50
90,9,89,5
90,10,88,50
90,10,89,5
90,11,88,50
90,11,89,5
90,12,88,50
90,12,89,5
90,13,88,50
90,13,89,5
90,14,88,50
90,14,89,5
90,15,88,50
90,15,89,5
90,16,88,50
90,16,89,5
90,17,88,50
90,17,89,5
90,18,88,50
90,18,89,5
90,21,88,50
90,21,89,5
90,22,88,50
90,22,89,5
90,23,88,50
90,23,89,5
90,24,88,50
90,24,89,5
91,7,88,50
91,7,89,5
91,8,88,50
91,8,89,5
91,9,88,50
91,9,89,5
91,10,88,50
91,10,89,5
91,11,88,50
91,11,89,5
91,12,88,50
91,12,89,5
91,13,88,50
91,13,89,5
91,14,88,50
91,14,89,5
91,15,88,50
91,15,89,5
91,16,88,50
91,16,89,5
91,17,88,50
91,17,89,5
91,18,88,50
91,18,89,5
91,21,88,50
91,21,89,5
91,22,88,50
91,22,89,5
91,23,88,50
91,23,89,5
91,24,88,50
91,24,89,5
93,10,224,5
93,11,224,5
94,10,224,5
94,11,224,5
95,10,215,5
95,11,215,5
104,7,235,5
104,8,235,5
104,9,235,5
104,10,235,5
104,11,235,5
104,12,235,5
104,13,235,5
104,14,235,5
104,15,235,5
104,16,235,5
104,17,235,5
104,18,235,5
104,21,235,5
104,22,235,5
104,23,235,5
104,24,235,5
105,7,235,5
105,8,235,5
105,9,235,5
105,10,235,5
105,11,235,5
105,12,235,5
105,13,235,5
105,14,235,5
105,15,235,5
105,16,235,5
105,17,235,5
105,18,235,5
105,21,235,5
105,22,235,5
105,23,235,5
105,24,235,5
108,12,256,5
108,13,256,5
108,14,256,5
108,15,256,5
108,16,256,5
108,17,256,5
108,18,256,5
108,21,256,5
108,22,256,5
108,23,256,5
108,24,256,5
109,7,205,5
109,8,205,5
109,9,205,5
109,12,205,5
109,13,205,5
109,14,205,5
109,15,205,5
109,16,205,5
109,17,205,5
109,18,205,5
109,21,205,5
109,22,205,5
109,23,205,5
109,24,205,5
110,7,205,5
110,8,205,5
110,9,205,5
110,12,205,5
110,13,205,5
110,14,205,5
110,15,205,5
110,16,205,5
110,17,205,5
110,18,205,5
110,21,205,5
110,22,205,5
110,23,205,5
110,24,205,5
113,7,208,5
113,8,208,5
113,9,208,5
113,10,208,5
113,11,208,5
113,12,110,50
113,12,208,5
113,13,110,50
113,13,208,5
113,14,110,50
113,14,208,5
113,15,110,50
113,15,208,5
113,16,110,50
113,16,208,5
113,17,208,5
113,17,233,50
113,18,208,5
113,18,233,50
113,21,208,5
113,21,233,50
113,22,208,5
113,22,233,50
113,23,208,5
113,23,233,50
113,24,208,5
113,24,233,50
116,7,212,5
116,8,212,5
116,9,212,5
116,12,212,5
116,13,212,5
116,14,212,5
116,15,212,5
116,16,212,5
116,17,212,5
116,18,212,5
116,21,212,5
116,22,212,5
116,23,212,5
116,24,212,5
117,7,212,5
117,8,212,5
117,9,212,5
117,12,212,5
117,13,212,5
117,14,212,5
117,15,212,5
117,16,212,5
117,17,212,5
117,18,212,5
117,21,212,5
117,22,212,5
117,23,212,5
117,24,212,5
120,7,90,50
120,7,91,5
120,8,90,50
120,8,91,5
120,9,90,50
120,9,91,5
120,10,90,50
120,10,91,5
120,11,90,50
120,11,91,5
120,12,90,50
120,12,91,5
120,13,90,50
120,13,91,5
120,14,90,50
120,14,91,5
120,15,90,50
120,15,91,5
120,16,90,50
120,16,91,5
120,17,90,50
120,17,91,5
120,18,90,50
120,18,91,5
120,21,90,50
120,21,91,5
120,22,90,50
120,22,91,5
120,23,90,50
120,23,91,5
120,24,90,50
120,24,91,5
121,7,90,50
121,7,91,5
121,8,90,50
121,8,91,5
121,9,90,50
121,9,91,5
121,10,90,50
121,10,91,5
121,11,90,50
121,11,91,5
121,12,90,50
121,12,91,5
121,13,90,50
121,13,91,5
121,14,90,50
121,14,91,5
121,15,90,50
121,15,91,5
121,16,90,50
121,16,91,5
121,17,90,50
121,17,91,5
121,18,90,50
121,18,91,5
121,21,90,50
121,21,91,5
121,22,90,50
121,22,91,5
121,23,90,50
121,23,91,5
121,24,90,50
121,24,91,5
122,7,131,5
122,8,131,5
122,9,131,5
122,12,131,5
122,13,131,5
122,14,131,5
122,15,131,5
122,16,131,5
122,17,131,5
122,18,131,5
124,7,130,100
124,8,130,100
124,9,130,100
124,12,130,100
124,13,130,100
124,14,130,100
124,15,130,100
124,16,130,100
124,17,130,100
124,18,130,100
124,21,130,100
124,22,130,100
125,12,299,50
125,13,299,5
125,14,299,50
126,7,129,100
126,8,129,100
126,9,129,100
126,12,300,5
126,13,300,50
126,14,300,50
131,23,220,100
131,24,220,100
132,7,234,5
132,8,234,5
132,9,234,5
132,10,234,5
132,11,234,5
132,12,234,5
132,12,251,50
132,13,234,5
132,13,251,50
132,14,234,5
132,14,251,50
132,15,234,5
132,15,251,50
132,16,234,5
132,16,251,50
132,17,234,5
132,17,251,50
132,18,234,5
132,18,251,50
132,21,234,5
132,21,251,50
132,22,234,5
132,22,251,50
132,23,234,5
132,23,251,50
132,24,234,5
132,24,251,50
143,7,211,100
143,8,211,100
143,9,211,100
143,10,127,100
143,11,127,100
143,12,211,100
143,13,211,100
143,14,211,100
143,15,211,100
143,16,211,100
143,17,211,100
143,18,211,100
143,21,211,100
143,22,211,100
143,23,211,100
143,24,211,100
147,7,212,5
147,8,212,5
147,9,212,5
147,12,212,5
147,13,212,5
147,14,212,5
147,15,212,5
147,16,212,5
147,17,212,5
147,18,212,5
147,21,212,5
147,22,212,5
147,23,212,5
147,24,212,5
148,7,212,5
148,8,212,5
148,9,212,5
148,10,227,5
148,11,227,5
148,12,212,5
148,13,212,5
148,14,212,5
148,15,212,5
148,16,212,5
148,17,212,5
148,18,212,5
148,21,212,5
148,22,212,5
148,23,212,5
148,24,212,5
149,7,212,5
149,8,212,5
149,9,212,5
149,10,227,5
149,11,227,5
149,12,212,5
149,13,212,5
149,14,212,5
149,15,212,5
149,16,212,5
149,17,212,5
149,18,212,5
149,21,212,5
149,22,212,5
149,23,212,5
149,24,212,5
151,7,134,100
151,8,134,100
151,9,134,100
151,12,134,100
151,13,134,100
151,14,134,100
151,15,134,100
151,16,134,100
151,17,134,100
151,18,134,100
151,21,134,100
151,22,134,100
151,23,134,100
151,24,134,100
152,10,134,100
152,11,134,100
161,7,132,5
161,8,132,5
161,9,132,5
161,10,132,5
161,11,132,5
161,12,132,5
161,13,132,5
161,14,132,5
161,15,132,5
161,16,132,5
161,17,132,5
161,18,132,5
161,21,132,5
161,22,132,5
162,7,132,50
162,7,135,5
162,8,132,50
162,8,135,5
162,9,132,50
162,9,135,5
162,10,132,50
162,10,135,5
162,11,132,50
162,11,135,5
162,12,132,50
162,12,135,5
162,13,132,50
162,13,135,5
162,14,132,50
162,14,135,5
162,15,132,50
162,15,135,5
162,16,132,50
162,16,135,5
162,17,132,50
162,17,135,5
162,18,132,50
162,18,135,5
162,21,132,50
162,21,135,5
162,22,132,50
162,22,135,5
170,7,74,5
170,8,74,5
170,9,74,5
170,10,74,5
170,11,74,5
170,12,204,5
170,13,204,5
170,14,204,5
170,15,204,5
170,16,204,5
170,17,204,5
170,18,204,5
170,21,204,5
170,22,204,5
170,23,204,5
170,24,204,5
171,7,74,5
171,8,74,5
171,9,74,5
171,10,74,5
171,11,74,5
171,12,204,5
171,13,204,5
171,14,204,5
171,15,204,5
171,16,204,5
171,17,204,5
171,18,204,5
171,21,204,5
171,22,204,5
171,23,204,5
171,24,204,5
172,7,132,5
172,8,132,5
172,9,132,5
172,12,132,5
172,13,132,5
172,14,132,5
172,15,132,5
172,16,132,5
172,17,132,50
172,18,132,50
173,7,81,5
173,7,131,50
173,8,81,5
173,8,131,50
173,9,81,5
173,9,131,50
173,10,81,5
173,11,81,5
173,12,81,5
173,12,131,50
173,13,81,5
173,13,131,50
173,14,81,5
173,14,131,50
173,15,81,5
173,15,131,50
173,16,81,5
173,16,131,50
173,17,81,5
173,17,131,50
173,17,624,1
173,18,81,5
173,18,131,50
173,18,624,1
173,21,81,5
173,21,131,50
173,21,624,1
173,22,81,5
173,22,131,50
173,22,624,1
173,23,81,5
173,24,81,5
174,10,132,50
174,11,132,50
186,7,198,5
186,8,198,5
186,9,198,5
186,10,198,5
186,11,198,5
186,12,198,5
186,13,198,5
186,14,198,5
186,15,198,5
186,16,198,5
186,17,198,5
186,18,198,5
186,21,198,5
186,22,198,5
186,23,198,5
186,24,198,5
191,12,169,5
191,13,169,5
191,14,169,5
191,15,169,5
191,16,169,5
191,17,169,5
191,18,169,5
193,12,242,5
193,13,242,5
193,14,242,5
193,15,242,5
193,16,242,5
193,17,242,5
193,18,242,5
193,21,242,5
193,22,242,5
193,23,242,5
193,24,242,5
199,7,198,5
199,8,198,5
199,9,198,5
199,10,198,5
199,11,198,5
199,12,198,5
199,13,198,5
199,14,198,5
199,15,198,5
199,16,198,5
199,17,198,5
199,18,198,5
199,21,198,5
199,22,198,5
199,23,198,5
199,24,198,5
200,7,224,5
200,8,224,5
200,9,224,5
200,10,224,5
200,11,224,5
203,7,133,5
203,8,133,5
203,9,133,5
203,10,133,5
203,11,133,5
203,12,133,5
203,13,133,5
203,14,133,5
203,15,133,5
203,16,133,5
203,17,133,5
203,18,133,5
203,21,133,5
203,22,133,5
208,7,210,5
208,8,210,5
208,9,210,5
208,10,210,5
208,11,210,5
208,12,210,5
208,13,210,5
208,14,210,5
208,15,210,5
208,16,210,5
208,17,210,5
208,18,210,5
208,21,210,5
208,22,210,5
208,23,210,5
208,24,210,5
211,12,222,5
211,13,222,5
211,14,222,5
211,15,222,5
211,16,222,5
211,17,222,5
211,18,222,5
211,21,222,5
211,22,222,5
211,23,222,5
211,24,222,5
213,7,132,100
213,8,132,100
213,9,132,100
213,10,43,100
213,11,43,100
213,12,132,100
213,13,132,100
213,14,132,100
213,15,43,100
213,16,43,100
213,17,43,100
213,18,43,100
213,21,43,100
213,22,43,100
213,23,43,100
213,24,43,100
215,7,194,5
215,8,194,5
215,9,194,5
215,12,194,5
215,12,263,50
215,13,194,5
215,13,263,50
215,14,194,5
215,14,263,50
215,15,194,5
215,15,263,50
215,16,194,5
215,16,263,50
215,17,194,5
215,17,263,50
215,18,194,5
215,18,263,50
215,21,194,5
215,21,263,50
215,22,194,5
215,22,263,50
215,23,194,5
215,23,263,50
215,24,194,5
215,24,263,50
216,10,132,50
216,10,135,5
216,11,132,50
216,11,135,5
217,10,132,50
217,10,135,5
217,11,132,50
217,11,135,5
220,10,130,50
220,11,130,50
221,10,130,50
221,10,223,5
221,11,130,50
221,11,223,5
222,7,72,5
222,8,72,5
222,9,72,5
222,10,72,5
222,11,72,5
222,12,215,5
222,13,215,5
222,14,215,5
222,15,215,5
222,16,215,5
222,17,215,5
222,18,215,5
222,21,215,5
222,22,215,5
222,23,215,5
222,24,215,5
227,10,221,5
227,11,221,5
230,7,212,5
230,8,212,5
230,9,212,5
230,10,212,5
230,11,212,5
230,12,212,5
230,13,212,5
230,14,212,5
230,15,212,5
230,16,212,5
230,17,212,5
230,18,212,5
230,21,212,5
230,22,212,5
230,23,212,5
230,24,212,5
231,12,162,5
231,13,162,5
231,14,162,5
231,15,162,5
231,16,162,5
231,17,162,5
231,18,162,5
231,21,162,5
231,22,162,5
232,12,162,5
232,13,162,5
232,14,162,5
232,15,162,5
232,16,162,5
232,17,162,5
232,18,162,5
232,21,162,5
232,22,162,5
233,10,229,100
233,11,229,100
238,7,130,100
238,8,130,100
238,9,130,100
238,12,130,100
238,13,130,100
238,14,130,100
238,15,130,100
238,16,130,100
238,17,130,100
238,18,130,100
238,21,130,100
238,22,130,100
239,12,299,50
239,13,299,5
239,14,299,50
240,7,129,100
240,8,129,100
240,9,129,100
240,12,300,5
240,13,300,50
240,14,300,50
241,7,33,100
241,8,33,100
241,9,33,100
241,10,33,100
241,11,33,100
241,12,33,100
241,13,33,100
241,14,33,100
241,15,33,100
241,16,33,100
241,17,33,100
241,18,33,100
241,21,33,100
241,22,33,100
241,23,33,100
241,24,33,100
242,7,208,5
242,8,208,5
242,9,208,5
242,10,208,5
242,11,208,5
242,12,110,50
242,12,208,5
242,13,110,50
242,13,208,5
242,14,110,50
242,14,208,5
242,15,110,50
242,15,208,5
242,16,110,50
242,16,208,5
242,17,208,100
242,18,208,100
242,21,208,100
242,22,208,100
242,23,208,100
242,24,208,100
250,7,44,100
250,8,44,100
250,9,44,100
250,12,44,100
250,13,44,100
250,14,44,100
250,15,44,100
250,16,44,100
250,17,44,100
250,18,44,100
250,21,44,100
250,22,44,100
250,23,44,100
250,24,44,100
251,7,134,100
251,8,134,100
251,9,134,100
251,10,134,100
251,11,134,100
251,12,134,100
251,13,134,100
251,14,134,100
251,15,134,100
251,16,134,100
251,17,134,100
251,18,134,100
251,21,134,100
251,22,134,100
251,23,134,100
251,24,134,100
261,7,128,5
261,8,128,5
261,9,128,5
261,10,128,5
261,11,128,5
261,12,128,5
261,13,128,5
261,14,128,5
261,15,128,5
261,16,128,5
261,17,128,5
261,18,128,5
261,21,128,5
261,22,128,5
262,7,128,5
262,8,128,5
262,9,128,5
262,10,128,5
262,11,128,5
262,12,128,5
262,13,128,5
262,14,128,5
262,15,128,5
262,16,128,5
262,17,128,5
262,18,128,5
262,21,128,5
262,22,128,5
263,7,132,5
263,8,132,5
263,9,132,5
263,10,132,5
263,11,132,5
263,12,132,5
263,13,132,5
263,14,132,5
263,15,132,5
263,16,132,5
263,17,132,5
263,18,132,5
263,21,132,5
263,22,132,5
264,7,132,50
264,7,135,5
264,8,132,50
264,8,135,5
264,9,132,50
264,9,135,5
264,10,132,50
264,10,135,5
264,11,132,50
264,11,135,5
264,12,132,50
264,12,135,5
264,13,132,50
264,13,135,5
264,14,132,50
264,14,135,5
264,15,132,50
264,15,135,5
264,16,132,50
264,16,135,5
264,17,132,50
264,17,135,5
264,18,132,50
264,18,135,5
264,21,132,50
264,21,135,5
264,22,132,50
264,22,135,5
267,7,199,5
267,8,199,5
267,9,199,5
267,10,199,5
267,11,199,5
267,12,272,5
267,13,272,5
267,14,272,5
267,15,272,5
267,16,272,5
267,17,272,5
267,18,272,5
267,21,272,5
267,22,272,5
267,23,272,5
267,24,272,5
269,7,199,5
269,8,199,5
269,9,199,5
269,10,199,5
269,11,199,5
269,12,272,5
269,13,272,5
269,14,272,5
269,15,272,5
269,16,272,5
269,17,272,5
269,18,272,5
269,21,272,5
269,22,272,5
269,23,272,5
269,24,272,5
276,12,172,5
276,13,172,5
276,14,172,5
276,15,172,5
276,16,172,5
276,17,172,5
276,18,172,5
276,21,172,5
276,22,172,5
277,12,172,5
277,13,172,5
277,14,172,5
277,15,172,5
277,16,172,5
277,17,172,5
277,18,172,5
277,21,172,5
277,22,172,5
284,7,199,5
284,8,199,5
284,9,199,5
284,10,199,5
284,11,199,5
284,12,199,5
284,13,199,5
284,14,199,5
284,15,199,5
284,16,199,5
284,17,199,5
284,18,199,5
284,21,199,5
284,22,199,5
284,23,199,5
284,24,199,5
285,12,167,5
285,13,167,5
285,14,167,5
285,15,167,5
285,16,167,5
285,17,167,5
285,18,167,5
285,21,167,5
285,22,167,5
286,12,167,5
286,13,167,5
286,14,167,5
286,15,167,5
286,16,167,5
286,17,167,5
286,18,167,5
286,21,167,5
286,22,167,5
293,7,127,5
293,8,127,5
293,9,127,5
293,10,127,5
293,11,127,5
293,12,127,5
293,13,127,5
293,14,127,5
293,15,127,5
293,16,127,5
293,17,127,5
293,18,127,5
293,21,127,5
293,22,127,5
294,7,127,5
294,8,127,5
294,9,127,5
294,10,127,5
294,11,127,5
294,12,127,5
294,13,127,5
294,14,127,5
294,15,127,5
294,16,127,5
294,17,127,5
294,18,127,5
294,21,127,5
294,22,127,5
295,7,127,5
295,8,127,5
295,9,127,5
295,10,127,5
295,11,127,5
295,12,127,5
295,13,127,5
295,14,127,5
295,15,127,5
295,16,127,5
295,17,127,5
295,18,127,5
295,21,127,5
295,22,127,5
297,7,198,5
297,8,198,5
297,9,198,5
297,10,198,5
297,11,198,5
297,12,198,5
297,13,198,5
297,14,198,5
297,15,198,5
297,16,198,5
297,17,198,5
297,18,198,5
297,21,198,5
297,22,198,5
297,23,198,5
297,24,198,5
299,12,215,5
299,13,215,5
299,14,215,5
299,15,215,5
299,16,215,5
299,17,215,5
299,18,215,5
299,21,215,5
299,22,215,5
299,23,215,5
299,24,215,5
300,7,131,5
300,8,131,5
