ability_id,local_language_id,name
86,6,Wankelmut
86,7,Simple
86,8,Disinvoltura
86,9,Simple
87,1,かんそうはだ
87,3,건조피부
87,5,Peau Sèche
87,6,Trockenheit
87,7,Piel Seca
87,8,Pellearsa
87,9,Dry Skin
88,1,ダウンロード
88,3,다운로드
88,5,Télécharge
88,6,Download
88,7,Descarga
88,8,Download
88,9,Download
89,1,てつのこぶし
89,3,철주먹
89,5,Poing de Fer
89,6,Eisenfaust
89,7,Puño Férreo
89,8,Ferropugno
89,9,Iron Fist
90,1,ポイズンヒール
90,3,포이즌힐
90,5,Soin Poison
90,6,Aufheber
90,7,Antídoto
90,8,Velencura
90,9,Poison Heal
91,1,てきおうりょく
91,3,적응력
91,5,Adaptabilité
91,6,Anpassung
91,7,Adaptable
91,8,Adattabilità
91,9,Adaptability
92,1,スキルリンク
92,3,스킬링크
92,5,Multi-Coups
92,6,Wertelink
92,7,Encadenado
92,8,Abillegame
92,9,Skill Link
93,1,うるおいボディ
93,3,촉촉바디
93,5,Hydratation
93,6,Hydration
93,7,Hidratación
93,8,Idratazione
93,9,Hydration
94,1,サンパワー
94,3,선파워
94,5,Force Soleil
94,6,Solarkraft
94,7,Poder Solar
94,8,Solarpotere
94,9,Solar Power
95,1,はやあし
95,3,속보
95,5,Pied Véloce
95,6,Rasanz
95,7,Pies Rápidos
95,8,Piedisvelti
95,9,Quick Feet
96,1,ノーマルスキン
96,3,노말스킨
96,5,Normalise
96,6,Regulierung
96,7,Normalidad
96,8,Normalità
96,9,Normalize
97,1,スナイパー
97,3,스나이퍼
97,5,Sniper
97,6,Superschütze
97,7,Francotirador
97,8,Cecchino
97,9,Sniper
98,1,マジックガード
98,3,매직가드
98,5,Garde Magik
98,6,Magieschild
98,7,Muro Mágico
98,8,Magicscudo
98,9,Magic Guard
99,1,ノーガード
99,3,노가드
99,5,Annule Garde
99,6,Schildlos
99,7,Indefenso
99,8,Nullodifesa
99,9,No Guard
100,1,あとだし
100,3,시간벌기
100,5,Frein
100,6,Zeitspiel
100,7,Rezagado
100,8,Rallentatore
100,9,Stall
101,1,テクニシャン
101,3,테크니션
101,5,Technicien
101,6,Techniker
101,7,Experto
101,8,Tecnico
101,9,Technician
102,1,リーフガード
102,3,리프가드
102,5,Feuille Garde
102,6,Floraschild
102,7,Defensa Hoja
102,8,Fogliamanto
102,9,Leaf Guard
103,1,ぶきよう
103,3,서투름
103,5,Maladresse
103,6,Tollpatsch
103,7,Zoquete
103,8,Impaccio
103,9,Klutz
104,1,かたやぶり
104,3,틀깨기
104,5,Brise Moule
104,6,Überbrückung
104,7,Rompemoldes
104,8,Rompiforma
104,9,Mold Breaker
105,1,きょううん
105,3,대운
105,5,Chanceux
105,6,Glückspilz
105,7,Afortunado
105,8,Supersorte
105,9,Super Luck
106,1,ゆうばく
106,3,유폭
106,5,Boom Final
106,6,Finalschlag
106,7,Resquicio
106,8,Scoppio
106,9,Aftermath
107,1,きけんよち
107,3,위험예지
107,5,Anticipation
107,6,Vorahnung
107,7,Anticipación
107,8,Presagio
107,9,Anticipation
108,1,よちむ
108,3,예지몽
108,5,Prédiction
108,6,Vorwarnung
108,7,Alerta
108,8,Premonizione
108,9,Forewarn
109,1,てんねん
109,3,천진
109,5,Inconscient
109,6,Unkenntnis
109,7,Ignorante
109,8,Imprudenza
109,9,Unaware
110,1,いろめがね
110,3,색안경
110,5,Lentiteintée
110,6,Aufwertung
110,7,Cromolente
110,8,Lentifumé
110,9,Tinted Lens
111,1,フィルター
111,3,필터
111,5,Filtre
111,6,Filter
111,7,Filtro
111,8,Filtro
111,9,Filter
112,1,スロースタート
112,3,슬로스타트
112,5,Début Calme
112,6,Saumselig
112,7,Inicio Lento
112,8,Lentoinizio
112,9,Slow Start
113,1,きもったま
113,3,배짱
113,5,Querelleur
113,6,Rauflust
113,7,Intrépido
113,8,Nervisaldi
113,9,Scrappy
114,1,よびみず
114,3,마중물
114,5,Lavabo
114,6,Sturmsog
114,7,Colector
114,8,Acquascolo
114,9,Storm Drain
115,1,アイスボディ
115,3,아이스바디
115,5,Corps Gel
115,6,Eishaut
115,7,Gélido
115,8,Corpogelo
115,9,Ice Body
116,1,ハードロック
116,3,하드록
116,5,Solide Roc
116,6,Felskern
116,7,Roca Sólida
116,8,Solidroccia
116,9,Solid Rock
117,1,ゆきふらし
117,3,눈퍼뜨리기
117,5,Alerte Neige
117,6,Hagelalarm
117,7,Nevada
117,8,Scendineve
117,9,Snow Warning
118,1,みつあつめ
118,3,꿀모으기
118,5,Cherche Miel
118,6,Honigmaul
118,7,Recogemiel
118,8,Mielincetta
118,9,Honey Gather
119,1,おみとおし
119,3,통찰
119,5,Fouille
119,6,Schnüffler
119,7,Cacheo
119,8,Indagine
119,9,Frisk
120,1,すてみ
120,3,이판사판
120,5,Téméraire
120,6,Achtlos
120,7,Audaz
120,8,Temerarietà
120,9,Reckless
121,1,マルチタイプ
121,3,멀티타입
121,5,Multi-Type
121,6,Variabilität
121,7,Multitipo
121,8,Multitipo
121,9,Multitype
122,1,フラワーギフト
122,3,플라워기프트
122,5,Don Floral
122,6,Pflanzengabe
122,7,Don Floral
122,8,Regalfiore
122,9,Flower Gift
123,1,ナイトメア
123,3,나이트메어
123,5,Mauvais Rêve
123,6,Alptraum
123,7,Mal Sueño
123,8,Sogniamari
123,9,Bad Dreams
124,1,わるいてぐせ
124,3,나쁜손버릇
124,5,Pickpocket
124,6,Langfinger
124,7,Hurto
124,8,Arraffalesto
124,9,Pickpocket
125,1,ちからずく
125,3,우격다짐
125,5,Sans Limite
125,6,Rohe Gewalt
125,7,Potencia Bruta
125,8,Forzabruta
125,9,Sheer Force
126,1,あまのじゃく
126,3,심술꾸러기
126,5,Contestation
126,6,Umkehrung
126,7,Respondón
126,8,Inversione
126,9,Contrary
127,1,きんちょうかん
127,3,긴장감
127,5,Tension
127,6,Anspannung
127,7,Nerviosismo
127,8,Agitazione
127,9,Unnerve
128,1,まけんき
128,3,오기
128,5,Acharné
128,6,Siegeswille
128,7,Competitivo
128,8,Agonismo
128,9,Defiant
129,1,よわき
129,3,무기력
129,5,Défaitiste
129,6,Schwächling
129,7,Flaqueza
129,8,Sconforto
129,9,Defeatist
130,1,のろわれボディ
130,3,저주받은바디
130,5,Corps Maudit
130,6,Tastfluch
130,7,Cuerpo Maldito
130,8,Corpofunesto
130,9,Cursed Body
131,1,いやしのこころ
131,3,치유의마음
131,5,Cœur Soin
131,6,Heilherz
131,7,Alma Cura
131,8,Curacuore
131,9,Healer
132,1,フレンドガード
132,3,프렌드가드
132,5,Garde Amie
132,6,Freundeshut
132,7,Compiescolta
132,8,Amicoscudo
132,9,Friend Guard
133,1,くだけるよろい
133,3,깨어진갑옷
133,5,Armurouillée
133,6,Bruchrüstung
133,7,Armadura Frágil
133,8,Sottilguscio
133,9,Weak Armor
134,1,ヘヴィメタル
134,3,헤비메탈
134,5,Heavy Metal
134,6,Schwermetall
134,7,Metal Pesado
134,8,Metalpesante
134,9,Heavy Metal
135,1,ライトメタル
135,3,라이트메탈
135,5,Light Metal
135,6,Leichtmetall
135,7,Metal Liviano
135,8,Metalleggero
135,9,Light Metal
136,1,マルチスケイル
136,3,멀티스케일
136,5,Multiécaille
136,6,Multischuppe
136,7,Compensación
136,8,Multisquame
136,9,Multiscale
137,1,どくぼうそう
137,3,독폭주
137,5,Rage Poison
137,6,Giftwahn
137,7,Ímpetu Tóxico
137,8,Velenimpeto
137,9,Toxic Boost
138,1,ねつぼうそう
138,3,열폭주
138,5,Rage Brûlure
138,6,Hitzewahn
138,7,Ímpetu Ardiente
138,8,Bruciaimpeto
138,9,Flare Boost
139,1,しゅうかく
139,3,수확
139,5,Récolte
139,6,Reiche Ernte
139,7,Cosecha
139,8,Coglibacche
139,9,Harvest
140,1,テレパシー
140,3,텔레파시
140,5,Télépathe
140,6,Telepathie
140,7,Telepatía
140,8,Telepatia
140,9,Telepathy
141,1,ムラっけ
141,3,변덕쟁이
141,5,Lunatique
141,6,Gefühlswippe
141,7,Veleta
141,8,Altalena
141,9,Moody
142,1,ぼうじん
142,3,방진
142,5,Envelocape
142,6,Wetterfest
142,7,Funda
142,8,Copricapo
142,9,Overcoat
143,1,どくしゅ
143,3,독수
143,5,Toxitouche
143,6,Giftgriff
143,7,Toque Tóxico
143,8,Velentocco
143,9,Poison Touch
144,1,さいせいりょく
144,3,재생력
144,5,Régé-Force
144,6,Belebekraft
144,7,Regeneración
144,8,Rigenergia
144,9,Regenerator
145,1,はとむね
145,3,부풀린가슴
145,5,Cœur de Coq
145,6,Brustbieter
145,7,Sacapecho
145,8,Pettinfuori
145,9,Big Pecks
146,1,すなかき
146,3,모래헤치기
146,5,Baigne Sable
146,6,Sandscharrer
146,7,Ímpetu Arena
146,8,Remasabbia
146,9,Sand Rush
147,1,ミラクルスキン
147,3,미라클스킨
147,5,Peau Miracle
147,6,Wunderhaut
147,7,Piel Milagro
147,8,Splendicute
147,9,Wonder Skin
148,1,アナライズ
148,3,애널라이즈
148,5,Analyste
148,6,Analyse
148,7,Cálculo Final
148,8,Ponderazione
148,9,Analytic
149,1,イリュージョン
149,3,일루전
149,5,Illusion
149,6,Trugbild
149,7,Ilusión
149,8,Illusione
149,9,Illusion
150,1,かわりもの
150,3,괴짜
150,5,Imposteur
150,6,Doppelgänger
150,7,Impostor
150,8,Sosia
150,9,Imposter
151,1,すりぬけ
151,3,틈새포착
151,5,Infiltration
151,6,Schwebedurch
151,7,Allanamiento
151,8,Intrapasso
151,9,Infiltrator
152,1,ミイラ
152,3,미라
152,5,Momie
152,6,Mumie
152,7,Momia
152,8,Mummia
152,9,Mummy
153,1,じしんかじょう
153,3,자기과신
153,5,Impudence
153,6,Hochmut
153,7,Autoestima
153,8,Arroganza
153,9,Moxie
154,1,せいぎのこころ
154,3,정의의마음
154,5,Cœur Noble
154,6,Redlichkeit
154,7,Justiciero
154,8,Giustizia
154,9,Justified
155,1,びびり
155,3,주눅
155,5,Phobique
155,6,Hasenfuß
155,7,Cobardía
155,8,Paura
155,9,Rattled
156,1,マジックミラー
156,3,매직미러
156,5,Miroir Magik
156,6,Magiespiegel
156,7,Espejo Mágico
156,8,Magispecchio
156,9,Magic Bounce
157,1,そうしょく
157,3,초식
157,5,Herbivore
157,6,Vegetarier
157,7,Herbívoro
157,8,Mangiaerba
157,9,Sap Sipper
158,1,いたずらごころ
158,3,짓궂은마음
158,5,Farceur
158,6,Strolch
158,7,Bromista
158,8,Burla
158,9,Prankster
159,1,すなのちから
159,3,모래의힘
159,5,Force Sable
159,6,Sandgewalt
159,7,Poder Arena
159,8,Silicoforza
159,9,Sand Force
160,1,てつのトゲ
160,3,철가시
160,5,Épine de Fer
160,6,Eisenstachel
160,7,Punta Acero
160,8,Spineferrate
160,9,Iron Barbs
161,1,ダルマモード
161,3,달마모드
161,5,Mode Transe
161,6,Trance-Modus
161,7,Modo Daruma
161,8,Stato Zen
161,9,Zen Mode
162,1,しょうりのほし
162,3,승리의별
162,5,Victorieux
162,6,Triumphstern
162,7,Tinovictoria
162,8,Vittorstella
162,9,Victory Star
163,1,ターボブレイズ
163,3,터보블레이즈
163,5,TurboBrasier
163,6,Turbobrand
163,7,Turbollama
163,8,Piroturbina
163,9,Turboblaze
164,1,テラボルテージ
164,3,테라볼티지
164,5,Téra-Voltage
164,6,Teravolt
164,7,Terravoltaje
164,8,Teravolt
164,9,Teravolt
165,1,アロマベール
165,3,아로마베일
165,5,Aroma-Voile
165,6,Dufthülle
165,7,Velo Aroma
165,8,Aromavelo
165,9,Aroma Veil
166,1,フラワーベール
166,3,플라워베일
166,5,Flora-Voile
166,6,Blütenhülle
166,7,Velo Flor
166,8,Fiorvelo
166,9,Flower Veil
167,1,ほおぶくろ
167,3,볼주머니
167,5,Bajoues
167,6,Backentaschen
167,7,Carrillo
167,8,Guancegonfie
167,9,Cheek Pouch
168,1,へんげんじざい
168,3,변환자재
168,5,Protéen
168,6,Wandlungskunst
168,7,Mutatipo
168,8,Mutatipo
168,9,Protean
169,1,ファーコート
169,3,퍼코트
169,5,Toison Épaisse
169,6,Fellkleid
169,7,Pelaje Recio
169,8,Foltopelo
169,9,Fur Coat
170,1,マジシャン
170,3,매지션
170,5,Magicien
170,6,Zauberer
170,7,Prestidigitador
170,8,Prestigiatore
170,9,Magician
171,1,ぼうだん
171,3,방탄
171,5,Pare-Balles
171,6,Kugelsicher
171,7,Antibalas
171,8,Antiproiettile
171,9,Bulletproof
172,1,かちき
172,3,승기
172,5,Battant
172,6,Unbeugsamkeit
172,7,Tenacidad
172,8,Tenacia
172,9,Competitive
173,1,がんじょうあご
173,3,옹골찬턱
173,5,Prognathe
173,6,Titankiefer
173,7,Mandíbula Fuerte
173,8,Ferromascella
173,9,Strong Jaw
174,1,フリーズスキン
174,3,프리즈스킨
174,5,Peau Gelée
174,6,Frostschicht
174,7,Piel Helada
174,8,Pellegelo
174,9,Refrigerate
175,1,スイートベール
175,3,스위트베일
175,5,Gluco-Voile
175,6,Zuckerhülle
175,7,Velo Dulce
175,8,Dolcevelo
175,9,Sweet Veil
176,1,バトルスイッチ
176,3,배틀스위치
176,5,Déclic Tactique
176,6,Taktikwechsel
176,7,Cambio Táctico
176,8,Accendilotta
176,9,Stance Change
177,1,はやてのつばさ
177,3,질풍날개
177,5,Ailes Bourrasque
177,6,Orkanschwingen
177,7,Alas Vendaval
177,8,Aliraffica
177,9,Gale Wings
178,1,メガランチャー
178,3,메가런처
178,5,Méga Blaster
178,6,Megawumme
178,7,Megadisparador
178,8,Megalancio
178,9,Mega Launcher
179,1,くさのけがわ
179,3,풀모피
179,5,Toison Herbue
179,6,Pflanzenpelz
179,7,Manto Frondoso
179,8,Peloderba
179,9,Grass Pelt
180,1,きょうせい
180,3,공생
180,5,Symbiose
180,6,Nutznießer
180,7,Simbiosis
180,8,Simbiosi
180,9,Symbiosis
181,1,かたいツメ
181,3,단단한발톱
181,5,Griffe Dure
181,6,Krallenwucht
181,7,Garra Dura
181,8,Unghiedure
181,9,Tough Claws
182,1,フェアリースキン
182,3,페어리스킨
182,5,Peau Féérique
182,6,Feenschicht
182,7,Piel Feérica
182,8,Pellefolletto
182,9,Pixilate
183,1,ぬめぬめ
183,3,미끈미끈
183,5,Poisseux
183,6,Viskosität
183,7,Baba
183,8,Viscosità
183,9,Gooey
184,1,スカイスキン
184,3,스카이스킨
184,5,Peau Céleste
184,6,Zenithaut
184,7,Piel Celeste
184,8,Pellecielo
184,9,Aerilate
185,1,おやこあい
185,3,부자유친
185,5,Amour Filial
185,6,Familienbande
185,7,Amor Filial
185,8,Amorefiliale
185,9,Parental Bond
186,1,ダークオーラ
186,3,다크오라
186,5,Aura Ténébreuse
186,6,Dunkelaura
186,7,Aura Oscura
186,8,Auratetra
186,9,Dark Aura
187,1,フェアリーオーラ
187,3,페어리오라
187,5,Aura Féérique
187,6,Feenaura
187,7,Aura Feérica
187,8,Aurafolletto
187,9,Fairy Aura
188,1,オーラブレイク
188,3,오라브레이크
188,5,Aura Inversée
188,6,Aura-Umkehr
188,7,Rompeaura
188,8,Frangiaura
188,9,Aura Break
189,1,はじまりのうみ
189,3,시작의바다
189,5,Mer Primaire
189,6,Urmeer
189,7,Mar del Albor
189,8,Mare Primordiale
189,9,Primordial Sea
190,1,おわりのだいち
190,3,끝의대지
190,5,Terre Finale
190,6,Endland
190,7,Tierra del Ocaso
190,8,Terra Estrema
190,9,Desolate Land
191,1,デルタストリーム
