id,version_group_id,encounter_method_id,slot,rarity
254,11,4,4,4
255,11,4,5,1
256,11,12,1,40
257,11,12,2,40
258,11,12,3,15
259,11,12,4,4
260,11,12,5,1
261,11,5,1,60
262,11,5,2,30
263,11,5,3,5
264,11,5,4,4
265,11,5,5,1
266,11,13,1,60
267,11,13,2,30
268,11,13,3,5
269,11,13,4,4
270,11,13,5,1
271,11,1,1,20
272,11,1,2,20
273,11,1,3,10
274,11,1,4,10
275,11,1,5,10
276,11,1,6,10
277,11,1,7,5
278,11,1,8,5
279,11,1,9,4
280,11,1,10,4
281,11,1,11,1
282,11,1,12,1
283,11,8,1,20
284,11,8,2,20
285,11,8,3,10
286,11,8,4,10
287,11,8,5,10
288,11,8,6,10
289,11,8,7,5
290,11,8,8,5
291,11,8,9,4
292,11,8,10,4
293,11,8,11,1
294,11,8,12,1
295,11,9,1,20
296,11,9,2,20
297,11,9,3,10
298,11,9,4,10
299,11,9,5,10
300,11,9,6,10
301,11,9,7,5
302,11,9,8,5
303,11,9,9,4
304,11,9,10,4
305,11,9,11,1
306,11,9,12,1
307,11,10,1,20
308,11,10,2,20
309,11,10,3,10
310,11,10,4,10
311,11,10,5,10
312,11,10,6,10
313,11,10,7,5
314,11,10,8,5
315,11,10,9,4
316,11,10,10,4
317,11,10,11,1
318,11,10,12,1
319,11,11,1,20
320,11,11,2,20
321,11,11,3,10
322,11,11,4,10
323,11,11,5,10
324,11,11,6,10
325,11,11,7,5
326,11,11,8,5
327,11,11,9,4
328,11,11,10,4
329,11,11,11,1
330,11,11,12,1
331,14,4,1,40
332,14,4,2,40
333,14,4,3,15
334,14,4,4,4
335,14,4,5,1
336,14,12,1,40
337,14,12,2,40
338,14,12,3,15
339,14,12,4,4
340,14,12,5,1
341,14,5,1,60
342,14,5,2,30
343,14,5,3,5
344,14,5,4,4
345,14,5,5,1
346,14,13,1,60
347,14,13,2,30
348,14,13,3,5
349,14,13,4,4
350,14,13,5,1
351,14,8,1,20
352,14,8,2,20
353,14,8,3,10
354,14,8,4,10
355,14,8,5,10
356,14,8,6,10
357,14,8,7,5
358,14,8,8,5
359,14,8,9,4
360,14,8,10,4
361,14,8,11,1
362,14,8,12,1
363,14,9,1,20
364,14,9,2,20
365,14,9,3,10
366,14,9,4,10
367,14,9,5,10
368,14,9,6,10
369,14,9,7,5
370,14,9,8,5
371,14,9,9,4
372,14,9,10,4
373,14,9,11,1
374,14,9,12,1
375,14,1,1,20
376,14,1,2,20
377,14,1,3,10
378,14,1,4,10
379,14,1,5,10
380,14,1,6,10
381,14,1,7,5
382,14,1,8,5
383,14,1,9,4
384,14,1,10,4
385,14,1,11,1
386,14,1,12,1
387,14,10,1,20
388,14,10,2,20
389,14,10,3,10
390,14,10,4,10
391,14,10,5,10
392,14,10,6,10
393,14,10,7,5
394,14,10,8,5
395,14,10,9,4
396,14,10,10,4
397,14,10,11,1
398,14,10,12,1
399,14,11,1,20
400,14,11,2,20
401,14,11,3,10
402,14,11,4,10
403,14,11,5,10
404,14,11,6,10
405,14,11,7,5
406,14,11,8,5
407,14,11,9,4
408,14,11,10,4
409,14,11,11,1
410,14,11,12,1
411,15,1,0,10
412,15,1,1,10
413,15,1,2,10
414,15,1,3,10
415,15,1,4,10
416,15,1,5,10
417,15,1,6,10
418,15,1,7,10
419,15,1,8,10
420,15,1,9,5
421,15,1,10,4
422,15,1,11,1
423,15,14,0,10
424,15,14,1,10
425,15,14,2,10
426,15,14,3,10
427,15,14,4,10
428,15,14,5,10
429,15,14,6,10
430,15,14,7,10
431,15,14,8,10
432,15,14,9,5
433,15,14,10,4
434,15,14,11,1
435,15,15,0,10
436,15,15,1,10
437,15,15,2,10
438,15,15,3,10
439,15,15,4,10
440,15,15,5,10
441,15,15,6,10
442,15,15,7,10
443,15,15,8,10
444,15,15,9,5
445,15,15,10,4
446,15,15,11,1
447,15,16,0,10
448,15,16,1,10
449,15,16,2,10
450,15,16,3,10
451,15,16,4,10
452,15,16,5,10
453,15,16,6,10
454,15,16,7,10
455,15,16,8,10
456,15,16,9,5
457,15,16,10,4
458,15,16,11,1
459,15,17,0,10
460,15,17,1,10
461,15,17,2,10
462,15,17,3,10
463,15,17,4,10
464,15,17,5,10
465,15,17,6,10
466,15,17,7,10
467,15,17,8,10
468,15,17,9,5
469,15,17,10,4
470,15,17,11,1
471,15,5,0,50
472,15,5,1,30
473,15,5,2,15
474,15,5,3,4
475,15,5,4,1
476,15,6,0,50
477,15,6,1,30
478,15,6,2,15
479,15,6,3,4
480,15,6,4,1
481,15,2,0,60
482,15,2,1,35
483,15,2,2,5
484,15,3,0,60
485,15,3,1,35
486,15,3,2,5
487,15,4,0,60
488,15,4,1,35
489,15,4,2,5
490,1,18,,100
491,2,18,,100
492,3,18,,100
493,4,18,,100
494,5,18,,100
495,6,18,,100
496,7,18,,100
497,8,18,,100
498,9,18,,100
499,10,18,,100
500,11,18,,100
501,14,18,,100
502,15,18,,100
503,16,18,,100
504,3,19,,100
505,4,19,,100
506,5,19,,100
507,6,19,,100
508,7,19,,100
509,8,19,,100
510,9,19,,100
511,10,19,,100
512,11,19,,100
513,14,19,,100
514,16,19,,100
515,3,1,1,30
516,3,1,2,30
517,3,1,3,20
518,3,1,4,10
519,3,1,5,5
520,3,1,6,4
521,3,1,7,1
522,3,2,1,70
523,3,2,2,15
524,3,2,3,15
525,3,3,1,35
526,3,3,2,35
527,3,3,3,20
528,3,3,4,10
529,3,4,1,40
530,3,4,2,30
531,3,4,3,20
532,3,4,4,10
533,3,5,1,60
534,3,5,2,30
535,3,5,3,10
536,3,6,1,90
537,3,6,2,10
538,4,1,1,30
539,4,1,2,30
540,4,1,3,20
541,4,1,4,10
542,4,1,5,5
543,4,1,6,4
544,4,1,7,1
545,4,2,1,70
546,4,2,2,15
547,4,2,3,15
548,4,3,1,35
549,4,3,2,35
550,4,3,3,20
551,4,3,4,10
552,4,4,1,40
553,4,4,2,30
554,4,4,3,20
555,4,4,4,10
556,4,5,1,60
557,4,5,2,30
558,4,5,3,10
559,4,6,1,90
560,4,6,2,10
561,1,20,,100
562,2,20,,100
563,3,20,,100
564,4,20,,100
565,5,20,,100
566,6,20,,100
567,7,20,,100
568,8,20,,100
569,9,20,,100
570,10,20,,100
571,11,20,,100
572,14,20,,100
573,15,20,,100
574,16,20,,100
575,17,20,,100
576,18,20,,100
577,19,20,,100
578,20,20,,100
579,1,21,,100
580,2,21,,100
581,3,21,,100
582,4,21,,100
583,7,21,,100
584,10,21,,100
585,15,21,,100
586,19,21,,100
587,3,22,1,50
588,3,22,2,15
589,3,22,3,15
590,3,22,4,10
591,3,22,5,5
592,3,22,6,5
593,3,23,1,50
594,3,23,2,15
595,3,23,3,15
596,3,23,4,10
597,3,23,5,5
598,3,23,6,5
599,3,22,1,50
600,3,22,2,30
601,3,22,3,10
602,3,22,4,5
603,3,22,5,5
604,3,23,1,50
605,3,23,2,30
606,3,23,3,10
607,3,23,4,5
608,3,23,5,5
609,3,24,1,50
610,3,24,2,15
611,3,24,3,15
612,3,24,4,10
613,3,24,5,5
614,3,24,6,5
615,4,22,1,50
616,4,22,2,15
617,4,22,3,15
618,4,22,4,10
619,4,22,5,5
620,4,22,6,5
621,4,23,1,50
622,4,23,2,15
623,4,23,3,15
624,4,23,4,10
625,4,23,5,5
626,4,23,6,5
627,4,24,1,50
628,4,24,2,15
629,4,24,3,15
630,4,24,4,10
631,4,24,5,5
632,4,24,6,5
633,3,25,,100
634,4,25,,100
635,10,25,,100
636,6,26,,100
637,5,27,1,60
638,5,27,2,30
639,5,27,3,5
640,5,27,4,4
641,5,27,5,1
642,6,27,1,60
643,6,27,2,30
644,6,27,3,5
645,6,27,4,4
646,6,27,5,1
647,10,1,1,10
648,10,1,2,10
649,10,1,3,10
650,10,1,4,10
651,10,1,5,10
652,10,1,6,10
653,10,1,7,10
654,10,1,8,10
655,10,1,9,10
656,10,1,10,10
657,10,2,1,10
658,10,2,2,10
659,10,2,3,10
660,10,2,4,10
661,10,2,5,10
662,10,2,6,10
663,10,2,7,10
664,10,2,8,10
665,10,2,9,10
666,10,2,10,10
667,10,3,1,10
668,10,3,2,10
669,10,3,3,10
670,10,3,4,10
671,10,3,5,10
672,10,3,6,10
673,10,3,7,10
674,10,3,8,10
675,10,3,9,10
676,10,3,10,10
677,10,4,1,10
678,10,4,2,10
679,10,4,3,10
680,10,4,4,10
681,10,4,5,10
682,10,4,6,10
683,10,4,7,10
684,10,4,8,10
685,10,4,9,10
686,10,4,10,10
687,10,5,1,10
688,10,5,2,10
689,10,5,3,10
690,10,5,4,10
691,10,5,5,10
692,10,5,6,10
693,10,5,7,10
694,10,5,8,10
695,10,5,9,10
696,10,5,10,10
697,3,28,1,10
698,4,28,1,10
699,5,28,1,25
700,5,29,1,25
701,6,28,1,25
702,6,29,1,25
703,7,28,1,25
704,8,28,1,25
705,8,29,1,25
706,9,28,1,25
707,9,29,1,25
708,10,28,1,25
709,5,30,1,100
710,6,30,1,100
711,5,31,1,50
712,6,31,1,50
713,17,18,1,100
714,17,18,1,100
715,17,32,1,100
716,17,1,1,50
717,17,1,2,30
718,17,1,3,30
719,17,1,4,15
720,17,1,5,5
721,17,32,1,100
722,17,1,1,50
723,17,1,2,30
724,17,1,3,30
725,17,1,4,15
726,17,1,5,5
727,18,34,1,40
728,18,34,2,35
729,18,34,3,25
730,18,32,1,100
731,18,33,1,15
732,18,33,2,15
733,18,33,3,15
734,18,37,1,15
735,18,37,2,15
736,18,4,1,55
737,18,4,2,40
738,18,4,3,5
739,18,1,1,50
740,18,1,2,30
741,18,1,3,20
742,18,1,4,20
743,18,1,5,20
744,18,1,6,15
745,18,1,7,15
746,18,34,1,40
747,18,34,2,35
748,18,34,3,25
749,18,32,1,100
750,18,33,1,15
751,18,33,2,15
752,18,33,3,15
753,18,37,1,15
754,18,37,2,15
755,18,4,1,55
756,18,4,2,40
757,18,4,3,5
758,18,1,1,50
759,18,1,2,30
760,18,1,3,20
761,18,1,4,20
762,18,1,5,20
763,18,1,6,15
764,18,1,7,15
765,17,1,1,30
766,17,1,2,30
767,17,1,3,30
768,17,1,4,20
769,17,1,5,20
770,17,1,6,20
771,17,1,1,30
772,17,1,2,30
773,17,1,3,30
774,17,1,4,20
775,17,1,5,20
776,17,1,6,20
777,18,33,1,15
778,18,33,2,15
779,18,1,1,20
780,18,1,2,20
781,18,1,3,20
782,18,1,4,20
783,18,1,5,20
784,18,1,6,15
785,18,1,7,10
786,18,1,8,10
787,18,1,9,5
788,18,33,1,15
789,18,33,2,15
790,18,1,1,20
791,18,1,2,20
792,18,1,3,20
793,18,1,4,20
794,18,1,5,20
795,18,1,6,15
796,18,1,7,10
797,18,1,8,10
798,18,1,9,5
799,17,5,1,40
800,17,5,2,40
801,17,5,3,20
802,17,1,1,50
803,17,1,2,50
804,17,1,3,30
805,17,1,4,30
806,17,1,5,30
807,17,1,6,20
808,17,1,7,20
809,17,5,1,40
810,17,5,2,40
811,17,5,3,20
812,17,1,1,50
813,17,1,2,50
814,17,1,3,30
815,17,1,4,30
816,17,1,5,30
817,17,1,6,20
818,17,1,7,20
819,18,1,1,50
820,18,1,2,30
821,18,1,3,20
822,18,1,1,50
823,18,1,2,30
824,18,1,3,20
825,17,33,1,15
826,17,33,2,15
827,17,33,3,15
828,17,33,4,15
829,17,33,5,15
830,17,1,1,30
831,17,1,2,30
832,17,1,3,20
833,17,1,4,15
834,17,1,5,10
835,17,1,6,10
836,17,1,7,10
837,17,1,8,10
838,17,1,9,5
839,17,33,1,15
840,17,33,2,15
841,17,33,3,15
842,17,33,4,15
843,17,33,5,15
844,17,1,1,30
845,17,1,2,30
846,17,1,3,20
847,17,1,4,15
848,17,1,5,10
849,17,1,6,10
850,17,1,7,10
851,17,1,8,10
852,17,1,9,5
853,18,1,1,30
854,18,1,2,20
855,18,1,3,20
856,18,1,4,20
857,18,1,5,20
858,18,1,6,10
859,18,1,1,30
860,18,1,2,20
861,18,1,3,20
862,18,1,4,20
863,18,1,5,20
864,18,1,6,10
865,18,20,1,100
866,18,20,2,100
867,18,1,1,50
868,18,1,2,30
869,18,1,3,10
870,18,1,4,10
871,18,20,1,100
872,18,20,2,100
873,18,1,1,50
874,18,1,2,30
875,18,1,3,10
876,18,1,4,10
877,17,33,1,15
878,17,33,2,15
879,17,33,3,15
880,17,1,1,30
881,17,1,2,30
882,17,1,3,20
883,17,1,4,15
884,17,1,5,15
885,17,1,6,10
886,17,1,7,10
887,17,1,8,10
888,17,1,9,5
889,17,33,1,15
890,17,33,2,15
891,17,33,3,15
892,17,1,1,30
893,17,1,2,30
894,17,1,3,20
895,17,1,4,15
896,17,1,5,15
897,17,1,6,10
898,17,1,7,10
899,17,1,8,10
900,17,1,9,5
901,18,18,1,100
902,18,18,2,100
903,18,18,3,100
904,18,1,1,35
905,18,1,2,35
906,18,1,3,35
907,18,1,4,30
908,18,18,1,100
909,18,18,2,100
910,18,18,3,100
911,18,1,1,35
912,18,1,2,35
913,18,1,3,35
914,18,1,4,30
915,17,35,1,100
916,17,34,1,80
917,17,34,2,20
918,17,32,1,100
919,17,33,1,15
920,17,1,1,30
921,17,1,2,30
922,17,1,3,30
923,17,1,4,20
924,17,1,5,20
925,17,1,6,10
926,17,1,7,10
927,17,35,1,100
928,17,34,1,80
929,17,34,2,20
930,17,32,1,100
931,17,33,1,15
932,17,1,1,30
933,17,1,2,30
934,17,1,3,30
935,17,1,4,20
936,17,1,5,20
937,17,1,6,10
938,17,1,7,10
939,18,35,1,100
940,18,34,1,50
941,18,34,2,30
942,18,34,3,20
943,18,32,1,100
944,18,33,1,15
945,18,1,1,30
946,18,1,2,30
947,18,1,3,30
948,18,1,4,20
949,18,1,5,20
950,18,1,6,10
951,18,1,7,10
952,18,35,1,100
953,18,34,1,50
954,18,34,2,30
955,18,34,3,20
956,18,32,1,100
957,18,33,1,15
958,18,1,1,30
959,18,1,2,30
960,18,1,3,30
961,18,1,4,20
962,18,1,5,20
963,18,1,6,10
964,18,1,7,10
965,17,32,1,100
966,17,33,1,15
967,17,1,1,20
968,17,1,2,20
969,17,1,3,20
970,17,1,4,20
971,17,1,5,20
972,17,1,6,20
973,17,1,7,10
974,17,1,8,10
975,17,1,9,10
976,17,32,1,100
977,17,33,1,15
978,17,1,1,20
979,17,1,2,20
980,17,1,3,20
981,17,1,4,20
982,17,1,5,20
983,17,1,6,20
984,17,1,7,10
985,17,1,8,10
986,17,1,9,10
987,18,32,1,100
988,18,33,1,15
989,18,33,2,15
990,18,1,1,30
991,18,1,2,20
992,18,1,3,20
993,18,1,4,20
994,18,1,5,20
995,18,1,6,10
996,18,1,7,10
997,18,32,1,100
998,18,33,1,15
999,18,33,2,15
1000,18,1,1,30
1001,18,1,2,20
1002,18,1,3,20
1003,18,1,4,20
1004,18,1,5,20
1005,18,1,6,10
1006,18,1,7,10
1007,17,35,1,100
1008,17,33,1,15
1009,17,33,2,15
1010,17,1,1,40
1011,17,1,2,30
1012,17,1,3,20
1013,17,1,4,10
1014,17,35,1,100
1015,17,33,1,15
1016,17,33,2,15
1017,17,1,1,40
1018,17,1,2,30
1019,17,1,3,20
1020,17,1,4,10
1021,18,33,1,15
1022,18,1,1,30
1023,18,1,2,30
1024,18,1,3,20
1025,18,1,4,20
1026,18,33,1,15
1027,18,1,1,30
1028,18,1,2,30
1029,18,1,3,20
1030,18,1,4,20
1031,17,33,1,15
1032,17,4,1,79
1033,17,4,2,20
1034,17,4,3,1
1035,17,33,1,15
1036,17,4,1,79
1037,17,4,2,20
1038,17,4,3,1
1039,18,33,1,15
1040,18,4,1,55
1041,18,4,2,40
1042,18,4,3,5
1043,18,33,1,15
1044,18,4,1,55
1045,18,4,2,40
1046,18,4,3,5
1047,17,34,1,50
1048,17,34,2,30
1049,17,34,3,20
1050,17,33,1,15
1051,17,37,1,15
1052,17,4,1,79
1053,17,4,2,20
1054,17,4,3,1
1055,17,5,1,40
1056,17,5,2,40
1057,17,5,3,20
1058,17,1,1,30
1059,17,1,2,30
1060,17,1,3,30
1061,17,1,4,20
1062,17,1,5,10
1063,17,1,6,10
1064,17,34,1,50
1065,17,34,2,30
1066,17,34,3,20
1067,17,33,1,15
1068,17,37,1,15
1069,17,4,1,79
1070,17,4,2,20
1071,17,4,3,1
1072,17,5,1,40
1073,17,5,2,40
1074,17,5,3,20
1075,17,1,1,30
1076,17,1,2,30
1077,17,1,3,30
1078,17,1,4,20
1079,17,1,5,10
1080,17,1,6,10
1081,18,34,1,40
1082,18,34,2,35
1083,18,34,3,25
1084,18,20,1,100
1085,18,33,1,15
1086,18,37,1,15
1087,18,4,1,55
1088,18,4,2,40
1089,18,4,3,5
1090,18,5,1,30
1091,18,5,2,30
1092,18,5,3,20
1093,18,5,4,20
1094,18,1,1,30
1095,18,1,2,30
1096,18,1,3,30
1097,18,1,4,20
1098,18,1,5,10
1099,18,1,6,10
1100,18,34,1,40
1101,18,34,2,35
1102,18,34,3,25
1103,18,20,1,100
1104,18,33,1,15
1105,18,37,1,15
1106,18,4,1,55
1107,18,4,2,40
1108,18,4,3,5
1109,18,5,1,30
1110,18,5,2,30
1111,18,5,3,20
1112,18,5,4,20
1113,18,1,1,30
1114,18,1,2,30
1115,18,1,3,30
1116,18,1,4,20
1117,18,1,5,10
1118,18,1,6,10
1119,17,18,1,100
1120,17,18,1,100
1121,18,18,1,100
1122,18,18,1,100
1123,17,35,1,100
1124,17,34,1,50
1125,17,34,2,30
1126,17,34,3,20
1127,17,33,1,15
1128,17,37,1,15
1129,17,4,1,79
1130,17,4,2,20
1131,17,4,3,1
1132,17,5,1,40
1133,17,5,2,40
1134,17,5,3,20
1135,17,1,1,50
1136,17,1,2,30
1137,17,1,3,30
1138,17,1,4,20
1139,17,35,1,100
1140,17,34,1,50
1141,17,34,2,30
1142,17,34,3,20
1143,17,33,1,15
1144,17,37,1,15
1145,17,4,1,79
1146,17,4,2,20
1147,17,4,3,1
1148,17,5,1,40
1149,17,5,2,40
1150,17,5,3,20
1151,17,1,1,50
1152,17,1,2,30
1153,17,1,3,30
1154,17,1,4,20
1155,18,34,1,35
1156,18,34,2,35
1157,18,34,3,20
1158,18,34,4,10
1159,18,20,1,100
1160,18,33,1,15
1161,18,33,2,15
1162,18,33,3,15
1163,18,33,4,15
1164,18,37,1,15
1165,18,37,2,15
1166,18,37,3,15
1167,18,4,1,50
1168,18,4,2,40
1169,18,4,3,5
1170,18,4,4,5
1171,18,5,1,40
1172,18,5,2,40
1173,18,5,3,20
1174,18,1,1,50
1175,18,1,2,30
1176,18,1,3,30
1177,18,1,4,20
1178,18,34,1,35
1179,18,34,2,35
1180,18,34,3,20
1181,18,34,4,10
1182,18,33,1,15
1183,18,33,2,15
1184,18,33,3,15
1185,18,33,4,15
1186,18,37,1,15
1187,18,37,2,15
1188,18,37,3,15
1189,18,4,1,50
1190,18,4,2,40
1191,18,4,3,5
1192,18,4,4,5
1193,18,5,1,40
1194,18,5,2,40
1195,18,5,3,20
1196,18,1,1,50
1197,18,1,2,30
1198,18,1,3,30
1199,18,1,4,20
1200,18,1,1,50
1201,18,1,2,30
1202,18,1,3,30
1203,18,1,4,20
1204,18,1,1,50
1205,18,1,2,30
1206,18,1,3,30
1207,18,1,4,20
1208,17,35,1,100
1209,17,18,1,100
1210,17,18,2,100
1211,17,18,3,100
1212,17,18,4,100
1213,17,32,1,100
1214,17,1,1,50
1215,17,1,2,30
1216,17,1,3,30
1217,17,1,4,20
1218,17,35,1,100
1219,17,18,1,100
1220,17,18,2,100
1221,17,18,3,100
1222,17,18,4,100
1223,17,32,1,100
1224,17,1,1,50
1225,17,1,2,30
1226,17,1,3,30
1227,17,1,4,20
1228,18,35,1,100
1229,18,18,1,100
1230,18,32,1,100
1231,18,35,1,100
1232,18,18,1,100
1233,18,32,1,100
1234,18,1,1,30
1235,18,1,2,30
1236,18,1,3,20
1237,18,1,4,20
1238,18,1,5,20
1239,18,1,1,30
1240,18,1,2,30
1241,18,1,3,20
1242,18,1,4,20
1243,18,1,5,20
1244,17,1,1,100
1245,17,33,1,10
1246,17,33,2,10
1247,17,33,3,100
1248,17,33,4,15
1249,17,1,1,30
1250,17,1,2,30
1251,17,1,3,30
1252,17,1,4,20
1253,17,1,5,10
1254,17,1,6,10
1255,17,33,1,10
1256,17,33,2,10
1257,17,33,3,100
1258,17,33,4,15
1259,17,1,1,30
1260,17,1,2,30
1261,17,1,3,30
1262,17,1,4,20
1263,17,1,5,10
1264,17,1,6,10
1265,18,33,1,10
1266,18,33,2,10
1267,18,33,3,100
1268,18,33,4,15
1269,18,1,1,20
1270,18,1,2,20
1271,18,1,3,20
1272,18,1,4,20
1273,18,1,5,20
1274,18,1,6,15
1275,18,1,7,5
1276,18,33,1,10
1277,18,33,2,10
1278,18,33,3,100
1279,18,33,4,15
1280,18,1,1,20
1281,18,1,2,20
1282,18,1,3,20
1283,18,1,4,20
1284,18,1,5,20
1285,18,1,6,15
1286,18,1,7,5
1287,17,35,1,100
1288,17,33,1,10
1289,17,33,2,10
1290,17,33,3,1
1291,17,33,4,15
1292,17,1,1,30
1293,17,1,2,30
1294,17,1,3,30
1295,17,1,4,20
1296,17,1,5,20
1297,17,1,6,20
1298,17,35,1,100
1299,17,33,1,10
1300,17,33,2,10
1301,17,33,3,1
1302,17,33,4,15
1303,17,1,1,30
1304,17,1,2,30
1305,17,1,3,30
1306,17,1,4,20
1307,17,1,5,20
1308,17,1,6,20
1309,18,35,1,100
1310,18,33,1,10
1311,18,33,2,10
1312,18,33,3,1
1313,18,1,1,40
1314,18,1,2,20
1315,18,1,3,20
1316,18,1,4,20
1317,18,1,5,20
1318,18,1,6,20
1319,18,35,1,100
1320,18,33,1,10
1321,18,33,2,10
1322,18,33,3,1
1323,18,33,4,15
1324,18,33,5,15
1325,18,1,1,40
1326,18,1,2,20
1327,18,1,3,20
1328,18,1,4,20
1329,18,1,5,20
1330,18,1,6,20
1331,17,32,1,100
1332,17,36,1,100
1333,17,32,1,100
1334,17,36,1,100
1335,18,32,1,100
1336,18,36,1,100
1337,18,32,1,100
1338,18,36,1,100
1339,17,34,1,70
1340,17,34,2,70
1341,17,34,3,30
1342,17,1,1,40
1343,17,1,2,20
1344,17,1,3,20
1345,17,1,4,10
1346,17,1,5,10
1347,17,1,6,10
1348,17,34,1,70
1349,17,34,2,70
1350,17,34,3,30
1351,17,1,1,40
1352,17,1,2,20
1353,17,1,3,20
1354,17,1,4,10
1355,17,1,5,10
1356,17,1,6,10
1357,18,34,1,50
1358,18,34,2,30
1359,18,34,3,30
1360,18,34,4,15
1361,18,34,5,5
1362,18,34,6,5
1363,18,1,1,20
1364,18,1,2,20
