pokemon_species_id,local_language_id,name,genus
71,1,ウツボット,ハエとり
71,2,Utsubot,
71,3,우츠보트,파리잡이
71,4,大食花,
71,5,Empiflor,Carnivore
71,6,Sarzenia,Fliegentod
71,7,Victreebel,Matamoscas
71,8,Victreebel,Moschivoro
71,9,Victreebel,Flycatcher
72,1,メノクラゲ,くらげ
72,2,Menokurage,
72,3,왕눈해,해파리
72,4,瑪瑙水母,
72,5,Tentacool,Mollusque
72,6,Tentacha,Qualle
72,7,Tentacool,Medusa
72,8,Tentacool,Medusa
72,9,Tentacool,Jellyfish
73,1,ドククラゲ,くらげ
73,2,Dokukurage,
73,3,독파리,해파리
73,4,毒刺水母,
73,5,Tentacruel,Mollusque
73,6,Tentoxa,Qualle
73,7,Tentacruel,Medusa
73,8,Tentacruel,Medusa
73,9,Tentacruel,Jellyfish
74,1,イシツブテ,がんせき
74,2,Isitsubute,
74,3,꼬마돌,암석
74,4,小拳石,
74,5,Racaillou,Roche
74,6,Kleinstein,Gestein
74,7,Geodude,Roca
74,8,Geodude,Roccia
74,9,Geodude,Rock
75,1,ゴローン,がんせき
75,2,Golone,
75,3,데구리,암석
75,4,隆隆石,
75,5,Gravalanch,Roche
75,6,Georok,Gestein
75,7,Graveler,Roca
75,8,Graveler,Roccia
75,9,Graveler,Rock
76,1,ゴローニャ,メガトン
76,2,Golonya,
76,3,딱구리,메가톤
76,4,隆隆岩,
76,5,Grolem,Titanesque
76,6,Geowaz,Urgestein
76,7,Golem,Megatón
76,8,Golem,Megatone
76,9,Golem,Megaton
77,1,ポニータ,ひのうま
77,2,Ponyta,
77,3,포니타,불의말
77,4,小火馬,
77,5,Ponyta,Cheval Feu
77,6,Ponita,Feuerpferd
77,7,Ponyta,Caballo F.
77,8,Ponyta,Cavalfuoco
77,9,Ponyta,Fire Horse
78,1,ギャロップ,ひのうま
78,2,Gallop,
78,3,날쌩마,불의말
78,4,烈焰馬,
78,5,Galopa,Cheval Feu
78,6,Gallopa,Feuerpferd
78,7,Rapidash,Caballo F.
78,8,Rapidash,Cavalfuoco
78,9,Rapidash,Fire Horse
79,1,ヤドン,まぬけ
79,2,Yadon,
79,3,야돈,얼간이
79,4,呆呆獸,
79,5,Ramoloss,Crétin
79,6,Flegmon,Schnarcher
79,7,Slowpoke,Atontado
79,8,Slowpoke,Ronfone
79,9,Slowpoke,Dopey
80,1,ヤドラン,やどかり
80,2,Yadoran,
80,3,야도란,기생
80,4,呆河馬,
80,5,Flagadoss,Symbiose
80,6,Lahmus,Symbiose
80,7,Slowbro,Ermitaño
80,8,Slowbro,Paguro
80,9,Slowbro,Hermit Crab
81,1,コイル,じしゃく
81,2,Coil,
81,3,코일,자석
81,4,小磁怪,
81,5,Magnéti,Magnétique
81,6,Magnetilo,Magnet
81,7,Magnemite,Imán
81,8,Magnemite,Calamita
81,9,Magnemite,Magnet
82,1,レアコイル,じしゃく
82,2,Rarecoil,
82,3,레어코일,자석
82,4,三合一磁怪,
82,5,Magnéton,Magnétique
82,6,Magneton,Magnet
82,7,Magneton,Imán
82,8,Magneton,Calamita
82,9,Magneton,Magnet
83,1,カモネギ,かるがも
83,2,Kamonegi,
83,3,파오리,천둥오리
83,4,大蔥鴨,
83,5,Canarticho,Canard Fou
83,6,Porenta,Wildente
83,7,Farfetch'd,Pato Salvaje
83,8,Farfetch'd,Selvanatra
83,9,Farfetch'd,Wild Duck
84,1,ドードー,ふたごどり
84,2,Dodo,
84,3,두두,쌍둥이새
84,4,嘟嘟,
84,5,Doduo,Duoiseau
84,6,Dodu,Duovogel
84,7,Doduo,Ave Gemela
84,8,Doduo,Biuccello
84,9,Doduo,Twin Bird
85,1,ドードリオ,みつごどり
85,2,Dodorio,
85,3,두트리오,세쌍둥이새
85,4,嘟嘟利,
85,5,Dodrio,Trioiseau
85,6,Dodri,Trivogel
85,7,Dodrio,Ave Triple
85,8,Dodrio,Triuccello
85,9,Dodrio,Triple Bird
86,1,パウワウ,あしか
86,2,Pawou,
86,3,쥬쥬,강치
86,4,小海獅,
86,5,Otaria,Otarie
86,6,Jurob,Seehund
86,7,Seel,León Marino
86,8,Seel,Otaria
86,9,Seel,Sea Lion
87,1,ジュゴン,あしか
87,2,Jugon,
87,3,쥬레곤,강치
87,4,白海獅,
87,5,Lamantine,Otarie
87,6,Jugong,Seehund
87,7,Dewgong,León Marino
87,8,Dewgong,Otaria
87,9,Dewgong,Sea Lion
88,1,ベトベター,ヘドロ
88,2,Betbeter,
88,3,질퍽이,진흙
88,4,臭泥,
88,5,Tadmorv,Dégueu
88,6,Sleima,Schlamm
88,7,Grimer,Lodo
88,8,Grimer,Melma
88,9,Grimer,Sludge
89,1,ベトベトン,ヘドロ
89,2,Betbeton,
89,3,질뻐기,진흙
89,4,臭臭泥,
89,5,Grotadmorv,Dégueu
89,6,Sleimok,Schlamm
89,7,Muk,Lodo
89,8,Muk,Melma
89,9,Muk,Sludge
90,1,シェルダー,２まいがい
90,2,Shellder,
90,3,셀러,두조개
90,4,大舌貝,
90,5,Kokiyas,Bivalve
90,6,Muschas,Muschel
90,7,Shellder,Bivalvo
90,8,Shellder,Bivalve
90,9,Shellder,Bivalve
91,1,パルシェン,２まいがい
91,2,Parshen,
91,3,파르셀,두조개
91,4,鐵甲貝,
91,5,Crustabri,Bivalve
91,6,Austos,Muschel
91,7,Cloyster,Bivalvo
91,8,Cloyster,Bivalve
91,9,Cloyster,Bivalve
92,1,ゴース,ガスじょう
92,2,Ghos,
92,3,고오스,가스
92,4,鬼斯,
92,5,Fantominus,Gaz
92,6,Nebulak,Gas
92,7,Gastly,Gas
92,8,Gastly,Gas
92,9,Gastly,Gas
93,1,ゴースト,ガスじょう
93,2,Ghost,
93,3,고우스트,가스
93,4,鬼斯通,
93,5,Spectrum,Gaz
93,6,Alpollo,Gas
93,7,Haunter,Gas
93,8,Haunter,Gas
93,9,Haunter,Gas
94,1,ゲンガー,シャドー
94,2,Gangar,
94,3,팬텀,그림자
94,4,耿鬼,
94,5,Ectoplasma,Ombre
94,6,Gengar,Schatten
94,7,Gengar,Sombra
94,8,Gengar,Ombra
94,9,Gengar,Shadow
95,1,イワーク,いわへび
95,2,Iwark,
95,3,롱스톤,돌뱀
95,4,大岩蛇,
95,5,Onix,Serpenroc
95,6,Onix,Felsnatter
95,7,Onix,Serp. Roca
95,8,Onix,Serpesasso
95,9,Onix,Rock Snake
96,1,スリープ,さいみん
96,2,Sleep,
96,3,슬리프,최면
96,4,素利普,
96,5,Soporifik,Hypnose
96,6,Traumato,Hypnose
96,7,Drowzee,Hipnosis
96,8,Drowzee,Ipnosi
96,9,Drowzee,Hypnosis
97,1,スリーパー,さいみん
97,2,Sleeper,
97,3,슬리퍼,최면
97,4,素利拍,
97,5,Hypnomade,Hypnose
97,6,Hypno,Hypnose
97,7,Hypno,Hipnosis
97,8,Hypno,Ipnosi
97,9,Hypno,Hypnosis
98,1,クラブ,さわがに
98,2,Crab,
98,3,크랩,게
98,4,大鉗蟹,
98,5,Krabby,Doux Crabe
98,6,Krabby,Krabbe
98,7,Krabby,Cangrejo
98,8,Krabby,Granchio
98,9,Krabby,River Crab
99,1,キングラー,はさみ
99,2,Kingler,
99,3,킹크랩,집게
99,4,巨鉗蟹,
99,5,Krabboss,Pince
99,6,Kingler,Kneifer
99,7,Kingler,Tenaza
99,8,Kingler,Chela
99,9,Kingler,Pincer
100,1,ビリリダマ,ボール
100,2,Biriridama,
100,3,찌리리공,볼
100,4,雷電球,
100,5,Voltorbe,Balle
100,6,Voltobal,Ball
100,7,Voltorb,Bola
100,8,Voltorb,Ball
100,9,Voltorb,Ball
101,1,マルマイン,ボール
101,2,Marumine,
101,3,붐볼,볼
101,4,頑皮彈,
101,5,Électrode,Balle
101,6,Lektrobal,Ball
101,7,Electrode,Bola
101,8,Electrode,Ball
101,9,Electrode,Ball
102,1,タマタマ,たまご
102,2,Tamatama,
102,3,아라리,알
102,4,蛋蛋,
102,5,Noeunoeuf,Œuf
102,6,Owei,Ei
102,7,Exeggcute,Huevo
102,8,Exeggcute,Uovo
102,9,Exeggcute,Egg
103,1,ナッシー,やしのみ
103,2,Nassy,
103,3,나시,야자열매
103,4,椰蛋樹,
103,5,Noadkoko,Fruitpalme
103,6,Kokowei,Palmfrucht
103,7,Exeggutor,Coco
103,8,Exeggutor,Nocecocco
103,9,Exeggutor,Coconut
104,1,カラカラ,こどく
104,2,Karakara,
104,3,탕구리,고독
104,4,可拉可拉,
104,5,Osselait,Solitaire
104,6,Tragosso,Einsam
104,7,Cubone,Solitario
104,8,Cubone,Solitario
104,9,Cubone,Lonely
105,1,ガラガラ,ほねずき
105,2,Garagara,
105,3,텅구리,뼈다귀
105,4,嘎啦嘎啦,
105,5,Ossatueur,Gard'Os
105,6,Knogga,Knochenfan
105,7,Marowak,Apilahueso
105,8,Marowak,Guardaossi
105,9,Marowak,Bone Keeper
106,1,サワムラー,キック
106,2,Sawamular,
106,3,시라소몬,킥
106,4,沙瓦郎,
106,5,Kicklee,Latteur
106,6,Kicklee,Kicker
106,7,Hitmonlee,Patada
106,8,Hitmonlee,Tiracalci
106,9,Hitmonlee,Kicking
107,1,エビワラー,パンチ
107,2,Ebiwalar,
107,3,홍수몬,펀치
107,4,艾比郎,
107,5,Tygnon,Puncheur
107,6,Nockchan,Puncher
107,7,Hitmonchan,Puñetazo
107,8,Hitmonchan,Tirapugni
107,9,Hitmonchan,Punching
108,1,ベロリンガ,なめまわし
108,2,Beroringa,
108,3,내루미,핥기
108,4,大舌頭,
108,5,Excelangue,Lécheur
108,6,Schlurp,Schlecker
108,7,Lickitung,Lametazo
108,8,Lickitung,Linguaccia
108,9,Lickitung,Licking
109,1,ドガース,どくガス
109,2,Dogars,
109,3,또가스,독가스
109,4,瓦斯彈,
109,5,Smogo,Gaz Mortel
109,6,Smogon,Giftwolke
109,7,Koffing,Gas Venenoso
109,8,Koffing,Velenuvola
109,9,Koffing,Poison Gas
110,1,マタドガス,どくガス
110,2,Matadogas,
110,3,또도가스,독가스
110,4,雙彈瓦斯,
110,5,Smogogo,Gaz Mortel
110,6,Smogmog,Giftwolke
