move_id,meta_category_id,meta_ailment_id,min_hits,max_hits,min_turns,max_turns,drain,healing,crit_rate,ailment_chance,flinch_chance,stat_chance
382,0,0,,,,,0,0,0,0,0,0
383,13,0,,,,,0,0,0,0,0,0
384,13,0,,,,,0,0,0,0,0,0
385,13,0,,,,,0,0,0,0,0,0
386,0,0,,,,,0,0,0,0,0,0
387,0,0,,,,,0,0,0,0,0,0
388,13,0,,,,,0,0,0,0,0,0
389,0,0,,,,,0,0,0,0,0,0
390,11,0,,,,,0,0,0,0,0,0
391,13,0,,,,,0,0,0,0,0,0
392,13,0,,,,,0,0,0,0,0,0
393,13,0,,,5,5,0,0,0,0,0,0
394,4,4,,,,,-33,0,0,10,0,0
395,4,1,,,,,0,0,0,30,0,0
396,0,0,,,,,0,0,0,0,0,0
397,2,0,,,,,0,0,0,0,0,0
398,4,5,,,,,0,0,0,30,0,0
399,0,0,,,,,0,0,0,0,20,0
400,0,0,,,,,0,0,1,0,0,0
401,0,0,,,,,0,0,0,0,0,0
402,0,0,,,,,0,0,0,0,0,0
403,0,0,,,,,0,0,0,0,30,0
404,0,0,,,,,0,0,0,0,0,0
405,6,0,,,,,0,0,0,0,0,10
406,0,0,,,,,0,0,0,0,0,0
407,0,0,,,,,0,0,0,0,20,0
408,0,0,,,,,0,0,0,0,0,0
409,8,0,,,,,50,0,0,0,0,0
410,0,0,,,,,0,0,0,0,0,0
411,6,0,,,,,0,0,0,0,0,10
412,6,0,,,,,0,0,0,0,0,10
413,0,0,,,,,-33,0,0,0,0,0
414,6,0,,,,,0,0,0,0,0,10
415,13,0,,,,,0,0,0,0,0,0
416,0,0,,,,,0,0,0,0,0,0
417,2,0,,,,,0,0,0,0,0,0
418,0,0,,,,,0,0,0,0,0,0
419,0,0,,,,,0,0,0,0,0,0
420,0,0,,,,,0,0,0,0,0,0
421,0,0,,,,,0,0,1,0,0,0
422,4,1,,,,,0,0,0,10,10,0
423,4,3,,,,,0,0,0,10,10,0
424,4,4,,,,,0,0,0,10,10,0
425,0,0,,,,,0,0,0,0,0,0
426,6,0,,,,,0,0,0,0,0,30
427,0,0,,,,,0,0,1,0,0,0
428,0,0,,,,,0,0,0,0,20,0
429,6,0,,,,,0,0,0,0,0,30
430,6,0,,,,,0,0,0,0,0,10
431,4,6,,,2,5,0,0,0,20,0,0
432,13,0,,,,,0,0,0,0,0,0
433,10,0,,,,,0,0,0,0,0,0
434,7,0,,,,,0,0,0,0,0,100
435,4,1,,,,,0,0,0,30,0,0
436,4,4,,,,,0,0,0,30,0,0
437,7,0,,,,,0,0,0,0,0,100
438,0,0,,,,,0,0,0,0,0,0
439,0,0,,,,,0,0,0,0,0,0
440,4,5,,,,,0,0,1,10,0,0
441,4,5,,,,,0,0,0,30,0,0
442,0,0,,,,,0,0,0,0,30,0
443,0,0,,,,,0,0,0,0,0,0
444,0,0,,,,,0,0,1,0,0,0
445,2,0,,,,,0,0,0,0,0,0
446,11,0,,,,,0,0,0,0,0,0
447,0,0,,,,,0,0,0,0,0,0
448,4,6,,,2,5,0,0,0,100,0,0
449,0,0,,,,,0,0,0,0,0,0
450,0,0,,,,,0,0,0,0,0,0
451,7,0,,,,,0,0,0,0,0,70
452,0,0,,,,,-33,0,0,0,0,0
453,0,0,,,,,0,0,0,0,0,0
454,0,0,,,,,0,0,1,0,0,0
455,2,0,,,,,0,0,0,0,0,0
456,3,0,,,,,0,50,0,0,0,0
457,0,0,,,,,-50,0,0,0,0,0
458,0,0,2,2,,,0,0,0,0,0,0
459,0,0,,,,,0,0,0,0,0,0
460,0,0,,,,,0,0,1,0,0,0
461,13,0,,,,,0,0,0,0,0,0
462,0,0,,,,,0,0,0,0,0,0
463,4,8,,,5,6,0,0,0,100,0,0
464,1,2,,,2,4,0,0,0,0,0,0
465,6,0,,,,,0,0,0,0,0,40
466,7,0,,,,,0,0,0,10,0,10
467,0,0,,,,,0,0,0,0,0,0
468,2,0,,,,,0,0,0,0,0,0
469,11,0,,,,,0,0,0,0,0,0
470,13,0,,,,,0,0,0,0,0,0
471,13,0,,,,,0,0,0,0,0,0
472,10,0,,,,,0,0,0,0,0,0
473,0,0,,,,,0,0,0,0,0,0
474,0,0,,,,,0,0,0,0,0,0
475,2,0,,,,,0,0,0,0,0,0
476,13,0,,,,,0,0,0,0,0,0
477,1,-1,,,3,3,0,0,0,0,0,0
478,10,0,,,,,0,0,0,0,0,0
479,0,-1,,,,,0,0,0,100,0,0
480,0,0,,,,,0,0,6,0,0,0
481,0,0,,,,,0,0,0,0,0,0
482,4,5,,,,,0,0,0,10,0,0
483,2,0,,,,,0,0,0,0,0,0
484,0,0,,,,,0,0,0,0,0,0
485,0,0,,,,,0,0,0,0,0,0
486,0,0,,,,,0,0,0,0,0,0
487,13,0,,,,,0,0,0,0,0,0
488,7,0,,,,,0,0,0,0,0,100
489,2,0,,,,,0,0,0,0,0,0
490,6,0,,,,,0,0,0,0,0,100
491,6,0,,,,,0,0,0,0,0,100
492,0,0,,,,,0,0,0,0,0,0
493,13,0,,,,,0,0,0,0,0,0
494,13,0,,,,,0,0,0,0,0,0
495,13,0,,,,,0,0,0,0,0,0
496,0,0,,,,,0,0,0,0,0,0
497,0,0,,,,,0,0,0,0,0,0
498,0,0,,,,,0,0,0,0,0,0
499,0,0,,,,,0,0,0,0,0,0
500,0,0,,,,,0,0,0,0,0,0
501,11,0,,,,,0,0,0,0,0,0
502,13,0,,,,,0,0,0,0,0,0
503,4,4,,,,,0,0,0,30,0,0
504,13,0,,,,,0,0,0,0,0,0
505,3,0,,,,,0,50,0,0,0,0
506,0,0,,,,,0,0,0,0,0,0
507,0,0,,,,,0,0,0,0,0,0
508,2,0,,,,,0,0,0,0,0,0
509,0,0,,,,,0,0,0,0,0,0
510,0,0,,,,,0,0,0,0,0,0
511,13,0,,,,,0,0,0,0,0,0
512,0,0,,,,,0,0,0,0,0,0
513,13,0,,,,,0,0,0,0,0,0
514,0,0,,,,,0,0,0,0,0,0
515,0,0,,,,,0,0,0,0,0,0
516,13,0,,,,,0,0,0,0,0,0
517,4,4,,,,,0,0,0,100,0,0
518,0,0,,,,,0,0,0,0,0,0
519,0,0,,,,,0,0,0,0,0,0
520,0,0,,,,,0,0,0,0,0,0
521,0,0,,,,,0,0,0,0,0,0
522,6,0,,,,,0,0,0,0,0,100
523,6,0,,,,,0,0,0,0,0,100
524,0,0,,,,,0,0,6,100,0,0
525,0,0,,,,,0,0,0,0,0,0
526,2,0,,,,,0,0,0,0,0,0
527,6,0,,,,,0,0,0,0,0,100
528,0,0,,,,,-25,0,0,0,0,0
529,0,0,,,,,0,0,1,0,0,0
530,0,0,2,2,,,0,0,0,0,0,0
531,0,0,,,,,0,0,0,0,30,0
532,8,0,,,,,50,0,0,0,0,0
533,0,0,,,,,0,0,0,0,0,0
534,6,0,,,,,0,0,0,0,0,50
535,0,0,,,,,0,0,0,0,0,0
536,6,0,,,,,0,0,0,0,0,50
537,0,0,,,,,0,0,0,0,30,0
538,2,0,,,,,0,0,0,0,0,0
539,6,0,,,,,0,0,0,0,0,40
540,0,0,,,,,0,0,0,0,0,0
541,0,0,2,5,,,0,0,0,0,0,0
542,4,6,,,2,5,0,0,0,30,0,0
543,0,0,,,,,-25,0,0,0,0,0
544,0,0,2,2,,,0,0,0,0,0,0
545,4,4,,,,,0,0,0,30,0,0
546,0,0,,,,,0,0,0,0,0,0
547,4,2,,,2,4,0,0,0,10,0,0
548,0,0,,,,,0,0,0,0,0,0
549,6,0,,,,,0,0,0,0,0,100
550,4,1,,,,,0,0,0,20,0,0
551,4,4,,,,,0,0,0,20,0,0
552,7,0,,,,,0,0,0,0,0,50
553,4,1,,,,,0,0,0,30,0,0
554,4,4,,,,,0,0,0,30,0,0
555,6,0,,,,,0,0,0,0,0,100
556,0,0,,,,,0,0,0,0,30,0
557,7,0,,,,,0,0,0,0,0,100
558,0,0,,,,,0,0,0,0,0,0
559,0,0,,,,,0,0,0,0,0,0
560,0,0,,,,,0,0,0,0,0,0
561,11,0,,,,,0,0,0,0,0,0
562,0,0,,,,,0,0,0,0,0,0
563,2,0,,,,,0,0,0,0,0,100
564,11,0,,,,,0,0,0,0,0,0
565,0,0,,,,,0,0,0,0,0,0
566,0,0,,,,,0,0,0,0,0,0
567,13,0,,,,,0,0,0,0,0,0
568,2,0,,,,,0,0,0,0,0,100
569,10,0,,,,,0,0,0,0,0,0
570,8,0,,,,,50,0,0,0,0,0
571,13,0,,,,,0,0,0,0,0,0
572,0,0,,,,,0,0,0,0,0,0
573,4,3,,,,,0,0,0,10,0,0
574,0,0,,,,,0,0,0,0,0,0
575,2,0,,,,,0,0,0,0,0,100
576,13,0,,,,,0,0,0,0,0,0
577,8,0,,,,,75,0,0,0,0,0
578,11,0,,,,,0,0,0,0,0,0
579,13,0,,,,,0,0,0,0,0,100
580,10,0,,,,,0,0,0,0,0,0
581,10,0,,,,,0,0,0,0,0,0
582,13,0,,,,,0,0,0,0,0,0
583,6,0,,,,,0,0,0,0,0,10
584,0,0,,,,,0,0,0,0,0,0
585,6,0,,,,,0,0,0,0,0,30
586,0,0,,,,,0,0,0,0,0,0
587,10,0,,,,,0,0,0,0,0,0
588,13,0,,,,,0,0,0,0,0,0
589,2,0,,,,,0,0,0,0,0,100
590,2,0,,,,,0,0,0,0,0,100
591,7,0,,,,,0,0,0,0,0,50
592,4,4,,,,,0,0,0,30,0,0
593,0,0,,,,,0,0,0,0,0,0
594,0,0,2,5,,,0,0,0,0,0,0
595,6,0,,,,,0,0,0,0,0,100
596,13,0,,,,,0,0,0,0,0,0
597,2,0,,,,,0,0,0,0,0,0
598,2,0,,,,,0,0,0,0,0,0
599,2,0,,,,,0,0,0,0,0,100
600,13,0,,,,,0,0,0,0,0,0
601,2,0,,,,,0,0,0,0,0,0
602,2,0,,,,,0,0,0,0,0,0
603,13,0,,,,,0,0,0,0,0,0
604,10,0,,,,,0,0,0,0,0,0
605,0,0,,,,,0,0,0,0,0,0
606,13,0,,,,,0,0,0,0,0,0
607,13,0,,,,,0,0,0,0,0,0
608,2,0,,,,,0,0,0,0,0,0
609,4,1,,,,,0,0,0,100,0,0
610,0,0,,,,,0,0,0,0,0,0
611,4,8,,,5,6,0,0,0,100,0,0
612,7,0,,,,,0,0,0,0,0,100
613,8,0,,,,,75,0,0,0,0,0
614,0,-1,,,,,0,0,0,100,0,0
615,0,0,,,,,0,0,0,0,0,0
616,0,0,,,,,0,0,0,0,0,0
617,0,0,,,,,-50,0,0,0,0,0
