pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order,mastery
1,4,104,4,0,,
1,4,111,4,0,,
1,4,148,4,0,,
1,4,156,4,0,,
1,4,173,4,0,,
1,4,174,4,0,,
1,4,182,4,0,,
1,4,189,4,0,,
1,4,202,4,0,,
1,4,203,4,0,,
1,4,207,4,0,,
1,4,210,4,0,,
1,4,213,4,0,,
1,4,214,4,0,,
1,4,216,4,0,,
1,4,218,4,0,,
1,4,230,4,0,,
1,4,237,4,0,,
1,4,241,4,0,,
1,5,33,1,1,,
1,5,45,1,4,,
1,5,73,1,7,,
1,5,22,1,10,,
1,5,77,1,15,1,
1,5,79,1,15,2,
1,5,75,1,20,,
1,5,230,1,25,,
1,5,74,1,32,,
1,5,235,1,39,,
1,5,76,1,46,,
1,5,80,2,0,,
1,5,113,2,0,,
1,5,130,2,0,,
1,5,174,2,0,,
1,5,204,2,0,,
1,5,219,2,0,,
1,5,320,2,0,,
1,5,345,2,0,,
1,5,15,4,0,,
1,5,70,4,0,,
1,5,76,4,0,,
1,5,92,4,0,,
1,5,104,4,0,,
1,5,148,4,0,,
1,5,156,4,0,,
1,5,182,4,0,,
1,5,188,4,0,,
1,5,202,4,0,,
1,5,213,4,0,,
1,5,216,4,0,,
1,5,218,4,0,,
1,5,237,4,0,,
1,5,241,4,0,,
1,5,249,4,0,,
1,5,263,4,0,,
1,5,290,4,0,,
1,5,331,4,0,,
1,6,33,1,1,,
1,6,45,1,4,,
1,6,73,1,7,,
1,6,22,1,10,,
1,6,77,1,15,1,
1,6,79,1,15,2,
1,6,75,1,20,,
1,6,230,1,25,,
1,6,74,1,32,,
1,6,235,1,39,,
1,6,76,1,46,,
1,6,80,2,0,,
1,6,113,2,0,,
1,6,130,2,0,,
1,6,174,2,0,,
1,6,204,2,0,,
1,6,219,2,0,,
1,6,320,2,0,,
1,6,345,2,0,,
1,6,14,3,0,,
1,6,34,3,0,,
1,6,38,3,0,,
1,6,102,3,0,,
1,6,111,3,0,,
1,6,164,3,0,,
1,6,173,3,0,,
1,6,189,3,0,,
1,6,203,3,0,,
1,6,207,3,0,,
1,6,210,3,0,,
1,6,214,3,0,,
1,6,15,4,0,,
1,6,70,4,0,,
1,6,76,4,0,,
1,6,92,4,0,,
1,6,104,4,0,,
1,6,148,4,0,,
1,6,156,4,0,,
1,6,182,4,0,,
1,6,188,4,0,,
1,6,202,4,0,,
1,6,213,4,0,,
1,6,216,4,0,,
1,6,218,4,0,,
1,6,237,4,0,,
1,6,241,4,0,,
1,6,249,4,0,,
1,6,263,4,0,,
1,6,290,4,0,,
1,6,331,4,0,,
1,7,33,1,1,,
1,7,45,1,4,,
1,7,73,1,7,,
1,7,22,1,10,,
1,7,77,1,15,1,
1,7,79,1,15,2,
1,7,75,1,20,,
1,7,230,1,25,,
1,7,74,1,32,,
1,7,235,1,39,,
1,7,76,1,46,,
1,7,80,2,0,,
1,7,113,2,0,,
1,7,130,2,0,,
1,7,174,2,0,,
1,7,204,2,0,,
1,7,219,2,0,,
1,7,320,2,0,,
1,7,345,2,0,,
1,7,14,3,0,,
1,7,34,3,0,,
1,7,38,3,0,,
1,7,102,3,0,,
1,7,164,3,0,,
1,7,15,4,0,,
1,7,70,4,0,,
1,7,76,4,0,,
1,7,92,4,0,,
1,7,104,4,0,,
1,7,148,4,0,,
1,7,156,4,0,,
1,7,182,4,0,,
1,7,188,4,0,,
1,7,202,4,0,,
1,7,213,4,0,,
1,7,216,4,0,,
1,7,218,4,0,,
1,7,237,4,0,,
1,7,241,4,0,,
1,7,249,4,0,,
1,7,263,4,0,,
1,7,290,4,0,,
1,7,331,4,0,,
1,8,33,1,1,,
1,8,45,1,3,,
1,8,73,1,7,,
1,8,22,1,9,,
1,8,77,1,13,1,
1,8,79,1,13,2,
1,8,36,1,15,,
1,8,75,1,19,,
1,8,230,1,21,,
1,8,74,1,25,,
1,8,38,1,27,,
1,8,388,1,31,,
1,8,235,1,33,,
1,8,402,1,37,,
1,8,80,2,0,,
1,8,113,2,0,,
1,8,130,2,0,,
1,8,133,2,0,,
1,8,174,2,0,,
1,8,204,2,0,,
1,8,219,2,0,,
1,8,267,2,0,,
1,8,275,2,0,,
1,8,320,2,0,,
1,8,345,2,0,,
1,8,437,2,0,,
1,8,14,4,0,,
1,8,15,4,0,,
1,8,70,4,0,,
1,8,76,4,0,,
1,8,92,4,0,,
1,8,104,4,0,,
1,8,148,4,0,,
1,8,156,4,0,,
1,8,164,4,0,,
1,8,182,4,0,,
1,8,188,4,0,,
1,8,202,4,0,,
1,8,203,4,0,,
1,8,207,4,0,,
1,8,213,4,0,,
1,8,214,4,0,,
1,8,216,4,0,,
1,8,218,4,0,,
1,8,237,4,0,,
1,8,241,4,0,,
1,8,249,4,0,,
1,8,263,4,0,,
1,8,290,4,0,,
1,8,331,4,0,,
1,8,363,4,0,,
1,8,412,4,0,,
1,8,445,4,0,,
1,8,447,4,0,,
1,9,33,1,1,,
1,9,45,1,3,,
1,9,73,1,7,,
1,9,22,1,9,,
1,9,77,1,13,1,
1,9,79,1,13,2,
1,9,36,1,15,,
1,9,75,1,19,,
1,9,230,1,21,,
1,9,74,1,25,,
1,9,38,1,27,,
1,9,388,1,31,,
1,9,235,1,33,,
1,9,402,1,37,,
1,9,80,2,0,,
1,9,113,2,0,,
1,9,130,2,0,,
1,9,133,2,0,,
1,9,174,2,0,,
1,9,204,2,0,,
1,9,219,2,0,,
1,9,267,2,0,,
1,9,275,2,0,,
1,9,320,2,0,,
1,9,345,2,0,,
1,9,437,2,0,,
1,9,173,3,0,,
1,9,189,3,0,,
1,9,210,3,0,,
1,9,235,3,0,,
1,9,282,3,0,,
1,9,402,3,0,,
1,9,14,4,0,,
1,9,15,4,0,,
1,9,70,4,0,,
1,9,76,4,0,,
1,9,92,4,0,,
1,9,104,4,0,,
1,9,148,4,0,,
1,9,156,4,0,,
1,9,164,4,0,,
1,9,182,4,0,,
1,9,188,4,0,,
1,9,202,4,0,,
1,9,203,4,0,,
1,9,207,4,0,,
1,9,213,4,0,,
1,9,214,4,0,,
1,9,216,4,0,,
1,9,218,4,0,,
1,9,237,4,0,,
1,9,241,4,0,,
1,9,249,4,0,,
1,9,263,4,0,,
1,9,290,4,0,,
1,9,331,4,0,,
1,9,363,4,0,,
1,9,412,4,0,,
1,9,445,4,0,,
1,9,447,4,0,,
1,10,33,1,1,,
1,10,45,1,3,,
1,10,73,1,7,,
1,10,22,1,9,,
1,10,77,1,13,1,
1,10,79,1,13,2,
1,10,36,1,15,,
1,10,75,1,19,,
1,10,230,1,21,,
1,10,74,1,25,,
1,10,38,1,27,,
1,10,388,1,31,,
1,10,235,1,33,,
1,10,402,1,37,,
1,10,80,2,0,,
1,10,113,2,0,,
1,10,124,2,0,,
1,10,130,2,0,,
1,10,133,2,0,,
1,10,174,2,0,,
1,10,204,2,0,,
1,10,219,2,0,,
1,10,267,2,0,,
1,10,275,2,0,,
1,10,320,2,0,,
1,10,345,2,0,,
1,10,437,2,0,,
1,10,438,2,0,,
1,10,29,3,0,,
1,10,81,3,0,,
1,10,173,3,0,,
1,10,189,3,0,,
1,10,210,3,0,,
1,10,235,3,0,,
1,10,282,3,0,,
1,10,388,3,0,,
1,10,402,3,0,,
1,10,14,4,0,,
1,10,15,4,0,,
1,10,70,4,0,,
1,10,76,4,0,,
1,10,92,4,0,,
1,10,104,4,0,,
1,10,148,4,0,,
1,10,156,4,0,,
1,10,164,4,0,,
1,10,182,4,0,,
1,10,188,4,0,,
1,10,202,4,0,,
1,10,203,4,0,,
1,10,207,4,0,,
1,10,213,4,0,,
1,10,214,4,0,,
1,10,216,4,0,,
1,10,218,4,0,,
1,10,237,4,0,,
1,10,241,4,0,,
1,10,249,4,0,,
1,10,263,4,0,,
1,10,290,4,0,,
1,10,331,4,0,,
1,10,363,4,0,,
1,10,412,4,0,,
1,10,445,4,0,,
1,10,447,4,0,,
1,11,33,1,1,,
1,11,45,1,3,,
1,11,73,1,7,,
1,11,22,1,9,,
1,11,77,1,13,1,
1,11,79,1,13,2,
1,11,36,1,15,,
1,11,75,1,19,,
1,11,230,1,21,,
1,11,74,1,25,,
1,11,38,1,27,,
1,11,388,1,31,,
1,11,235,1,33,,
1,11,402,1,37,,
1,11,80,2,0,,
1,11,124,2,0,,
1,11,130,2,0,,
1,11,133,2,0,,
1,11,174,2,0,,
1,11,202,2,0,,
1,11,203,2,0,,
1,11,204,2,0,,
1,11,267,2,0,,
1,11,275,2,0,,
1,11,320,2,0,,
1,11,345,2,0,,
1,11,437,2,0,,
1,11,438,2,0,,
1,11,520,3,0,,
1,11,14,4,0,,
1,11,15,4,0,,
1,11,70,4,0,,
1,11,76,4,0,,
1,11,92,4,0,,
1,11,104,4,0,,
1,11,113,4,0,,
1,11,148,4,0,,
1,11,156,4,0,,
1,11,164,4,0,,
1,11,182,4,0,,
1,11,188,4,0,,
1,11,207,4,0,,
1,11,213,4,0,,
1,11,216,4,0,,
1,11,218,4,0,,
1,11,219,4,0,,
1,11,237,4,0,,
1,11,241,4,0,,
1,11,249,4,0,,
1,11,263,4,0,,
1,11,412,4,0,,
1,11,447,4,0,,
1,11,474,4,0,,
1,11,496,4,0,,
1,11,497,4,0,,
1,12,33,1,1,,
1,12,45,1,4,,
1,12,73,1,7,,
1,12,22,1,10,,
1,12,77,1,15,1,
1,12,79,1,15,2,
1,12,75,1,20,,
1,12,230,1,25,,
1,12,74,1,32,,
1,12,235,1,39,,
1,12,76,1,46,,
1,12,15,4,0,,
1,12,70,4,0,,
1,12,76,4,0,,
1,12,92,4,0,,
1,12,104,4,0,,
1,12,148,4,0,,
1,12,156,4,0,,
1,12,182,4,0,,
1,12,188,4,0,,
1,12,202,4,0,,
1,12,213,4,0,,
1,12,216,4,0,,
1,12,218,4,0,,
1,12,237,4,0,,
1,12,241,4,0,,
1,12,249,4,0,,
1,12,263,4,0,,
1,12,290,4,0,,
1,12,331,4,0,,
1,13,33,1,1,,
1,13,45,1,4,,
1,13,73,1,7,,
1,13,22,1,10,,
1,13,77,1,15,1,
1,13,79,1,15,2,
1,13,75,1,20,,
1,13,230,1,25,,
1,13,74,1,32,,
1,13,235,1,39,,
1,13,76,1,46,,
1,13,34,3,0,,
1,13,38,3,0,,
1,13,102,3,0,,
1,13,164,3,0,,
1,13,207,3,0,,
1,13,15,4,0,,
1,13,70,4,0,,
1,13,76,4,0,,
1,13,92,4,0,,
1,13,104,4,0,,
1,13,148,4,0,,
1,13,156,4,0,,
1,13,182,4,0,,
1,13,188,4,0,,
1,13,202,4,0,,
1,13,213,4,0,,
1,13,216,4,0,,
1,13,218,4,0,,
1,13,237,4,0,,
1,13,241,4,0,,
1,13,249,4,0,,
1,13,263,4,0,,
1,13,290,4,0,,
1,13,331,4,0,,
1,14,33,1,1,,
1,14,45,1,3,,
1,14,73,1,7,,
1,14,22,1,9,,
1,14,77,1,13,1,
1,14,79,1,13,2,
1,14,36,1,15,,
1,14,75,1,19,,
1,14,230,1,21,,
1,14,74,1,25,,
1,14,38,1,27,,
1,14,388,1,31,,
1,14,235,1,33,,
1,14,402,1,37,,
1,14,80,2,0,,
1,14,124,2,0,,
1,14,130,2,0,,
1,14,133,2,0,,
1,14,174,2,0,,
1,14,202,2,0,,
1,14,203,2,0,,
1,14,204,2,0,,
1,14,267,2,0,,
1,14,275,2,0,,
1,14,320,2,0,,
1,14,345,2,0,,
1,14,437,2,0,,
1,14,438,2,0,,
1,14,20,3,0,,
1,14,173,3,0,,
1,14,202,3,0,,
1,14,214,3,0,,
1,14,235,3,0,,
1,14,282,3,0,,
1,14,388,3,0,,
1,14,402,3,0,,
1,14,520,3,0,,
1,14,14,4,0,,
1,14,15,4,0,,
1,14,70,4,0,,
1,14,76,4,0,,
1,14,92,4,0,,
1,14,104,4,0,,
1,14,113,4,0,,
1,14,148,4,0,,
1,14,156,4,0,,
1,14,164,4,0,,
1,14,182,4,0,,
1,14,188,4,0,,
1,14,207,4,0,,
1,14,213,4,0,,
1,14,216,4,0,,
1,14,218,4,0,,
1,14,219,4,0,,
1,14,237,4,0,,
1,14,241,4,0,,
1,14,249,4,0,,
1,14,263,4,0,,
1,14,412,4,0,,
1,14,447,4,0,,
1,14,474,4,0,,
1,14,496,4,0,,
1,14,497,4,0,,
1,15,33,1,1,,
1,15,45,1,3,,
1,15,73,1,7,,
1,15,22,1,9,,
1,15,77,1,13,1,
1,15,79,1,13,2,
1,15,36,1,15,,
1,15,75,1,19,,
1,15,230,1,21,,
1,15,74,1,25,,
1,15,38,1,27,,
1,15,388,1,31,,
1,15,235,1,33,,
1,15,402,1,37,,
1,15,80,2,0,,
1,15,124,2,0,,
1,15,130,2,0,,
1,15,133,2,0,,
1,15,174,2,0,,
1,15,202,2,0,,
1,15,203,2,0,,
1,15,204,2,0,,
1,15,267,2,0,,
1,15,275,2,0,,
1,15,320,2,0,,
1,15,345,2,0,,
1,15,437,2,0,,
1,15,438,2,0,,
1,15,580,2,0,,
1,15,520,3,0,,
1,15,14,4,0,,
1,15,15,4,0,,
1,15,70,4,0,,
1,15,76,4,0,,
1,15,92,4,0,,
1,15,104,4,0,,
1,15,113,4,0,,
1,15,148,4,0,,
1,15,156,4,0,,
1,15,164,4,0,,
1,15,182,4,0,,
1,15,188,4,0,,
1,15,207,4,0,,
1,15,213,4,0,,
1,15,214,4,0,,
1,15,216,4,0,,
1,15,218,4,0,,
1,15,219,4,0,,
1,15,237,4,0,,
1,15,241,4,0,,
1,15,249,4,0,,
1,15,263,4,0,,
1,15,267,4,0,,
1,15,412,4,0,,
1,15,447,4,0,,
1,15,474,4,0,,
1,15,496,4,0,,
1,15,497,4,0,,
1,15,590,4,0,,
1,16,33,1,1,,
1,16,45,1,3,,
1,16,73,1,7,,
1,16,22,1,9,,
1,16,77,1,13,1,
1,16,79,1,13,2,
1,16,36,1,15,,
1,16,75,1,19,,
1,16,230,1,21,,
1,16,74,1,25,,
1,16,38,1,27,,
1,16,388,1,31,,
1,16,235,1,33,,
1,16,402,1,37,,
1,16,80,2,0,,
1,16,124,2,0,,
1,16,130,2,0,,
1,16,133,2,0,,
1,16,174,2,0,,
1,16,202,2,0,,
1,16,203,2,0,,
1,16,204,2,0,,
1,16,267,2,0,,
1,16,275,2,0,,
1,16,320,2,0,,
1,16,345,2,0,,
1,16,437,2,0,,
1,16,438,2,0,,
1,16,580,2,0,,
1,16,20,3,0,,
1,16,173,3,0,,
1,16,202,3,0,,
1,16,235,3,0,,
1,16,282,3,0,,
1,16,388,3,0,,
1,16,402,3,0,,
1,16,520,3,0,,
1,16,14,4,0,,
1,16,15,4,0,,
1,16,70,4,0,,
1,16,76,4,0,,
1,16,92,4,0,,
1,16,104,4,0,,
1,16,113,4,0,,
1,16,148,4,0,,
1,16,156,4,0,,
1,16,164,4,0,,
1,16,182,4,0,,
1,16,188,4,0,,
1,16,207,4,0,,
1,16,213,4,0,,
1,16,214,4,0,,
1,16,216,4,0,,
1,16,218,4,0,,
1,16,219,4,0,,
1,16,237,4,0,,
1,16,241,4,0,,
1,16,249,4,0,,
1,16,263,4,0,,
1,16,267,4,0,,
1,16,290,4,0,,
1,16,412,4,0,,
1,16,447,4,0,,
1,16,474,4,0,,
1,16,496,4,0,,
1,16,497,4,0,,
1,16,590,4,0,,
1,17,33,1,1,,
1,17,45,1,3,,
1,17,22,1,7,,
1,17,22,1,9,,
1,17,77,1,13,1,
1,17,79,1,13,2,
1,17,36,1,15,,
1,17,75,1,19,,
1,17,230,1,21,,
1,17,74,1,25,,
1,17,38,1,27,,
1,17,388,1,31,,
1,17,235,1,33,,
1,17,402,1,37,,
1,17,80,2,0,,
1,17,124,2,0,,
1,17,130,2,0,,
1,17,133,2,0,,
1,17,174,2,0,,
1,17,202,2,0,,
1,17,203,2,0,,
1,17,204,2,0,,
1,17,267,2,0,,
1,17,275,2,0,,
1,17,320,2,0,,
1,17,345,2,0,,
1,17,437,2,0,,
1,17,438,2,0,,
1,17,580,2,0,,
1,17,520,3,0,,
1,17,14,4,0,,
1,17,76,4,0,,
1,17,92,4,0,,
1,17,104,4,0,,
1,17,113,4,0,,
1,17,156,4,0,,
1,17,164,4,0,,
1,17,182,4,0,,
1,17,188,4,0,,
1,17,207,4,0,,
1,17,213,4,0,,
1,17,214,4,0,,
1,17,216,4,0,,
1,17,218,4,0,,
1,17,219,4,0,,
1,17,237,4,0,,
1,17,241,4,0,,
1,17,263,4,0,,
1,17,267,4,0,,
1,17,412,4,0,,
1,17,447,4,0,,
1,17,474,4,0,,
1,17,496,4,0,,
1,17,497,4,0,,
1,17,526,4,0,,
1,17,590,4,0,,
1,18,33,1,1,,
1,18,45,1,3,,
1,18,73,1,7,,
1,18,22,1,9,,
1,18,77,1,13,1,
1,18,79,1,13,2,
1,18,36,1,15,,
1,18,75,1,19,,
1,18,230,1,21,,
1,18,74,1,25,,
1,18,38,1,27,,
1,18,388,1,31,,
1,18,235,1,33,,
1,18,402,1,37,,
1,18,80,2,0,,
1,18,124,2,0,,
1,18,130,2,0,,
1,18,133,2,0,,
1,18,174,2,0,,
1,18,202,2,0,,
1,18,203,2,0,,
1,18,204,2,0,,
1,18,267,2,0,,
1,18,275,2,0,,
1,18,320,2,0,,
1,18,345,2,0,,
1,18,437,2,0,,
1,18,438,2,0,,
1,18,580,2,0,,
1,18,20,3,0,,
1,18,173,3,0,,
1,18,202,3,0,,
1,18,235,3,0,,
1,18,282,3,0,,
1,18,388,3,0,,
1,18,402,3,0,,
1,18,520,3,0,,
1,18,14,4,0,,
1,18,76,4,0,,
1,18,92,4,0,,
1,18,104,4,0,,
1,18,113,4,0,,
1,18,156,4,0,,
1,18,164,4,0,,
1,18,182,4,0,,
1,18,188,4,0,,
1,18,207,4,0,,
1,18,213,4,0,,
1,18,214,4,0,,
1,18,216,4,0,,
1,18,218,4,0,,
1,18,219,4,0,,
1,18,237,4,0,,
1,18,241,4,0,,
1,18,263,4,0,,
1,18,267,4,0,,
1,18,412,4,0,,
1,18,447,4,0,,
1,18,474,4,0,,
1,18,496,4,0,,
1,18,497,4,0,,
1,18,526,4,0,,
1,18,590,4,0,,
1,19,33,1,1,1,
1,19,45,1,1,2,
1,19,22,1,5,,
1,19,73,1,9,,
1,19,77,1,14,1,
1,19,79,1,14,2,
1,19,36,1,18,,
1,19,75,1,23,,
1,19,74,1,27,,
1,19,38,1,32,,
1,19,29,4,0,,
1,19,72,4,0,,
1,19,76,4,0,,
1,19,92,4,0,,
1,19,113,4,0,,
1,19,115,4,0,,
1,19,156,4,0,,
1,19,164,4,0,,
1,19,182,4,0,,
1,19,188,4,0,,
1,19,200,4,0,,
1,19,263,4,0,,
1,20,33,1,1,1,
1,20,45,1,1,2,
1,20,22,1,3,,
1,20,74,1,6,,
1,20,73,1,9,,
1,20,75,1,12,,
1,20,77,1,15,1,
1,20,79,1,15,2,
1,20,402,1,18,,
1,20,36,1,21,,
1,20,230,1,24,,
1,20,235,1,27,,
1,20,388,1,30,,
1,20,38,1,33,,
1,20,76,1,36,,
1,20,80,2,0,,
1,20,92,2,0,,
1,20,130,2,0,,
1,20,174,2,0,,
1,20,267,2,0,,
1,20,275,2,0,,
1,20,520,3,0,,
1,20,803,3,0,,
1,20,14,4,0,,
1,20,34,4,0,,
1,20,76,4,0,,
1,20,113,4,0,,
1,20,133,4,0,,
1,20,156,4,0,,
1,20,164,4,0,,
1,20,173,4,0,,
1,20,182,4,0,,
1,20,188,4,0,,
1,20,202,4,0,,
1,20,203,4,0,,
1,20,204,4,0,,
1,20,206,4,0,,
1,20,213,4,0,,
1,20,214,4,0,,
1,20,219,4,0,,
1,20,241,4,0,,
1,20,263,4,0,,
1,20,270,4,0,,
1,20,311,4,0,,
1,20,331,4,0,,
1,20,345,4,0,,
1,20,402,4,0,,
1,20,412,4,0,,
1,20,437,4,0,,
1,20,438,4,0,,
1,20,447,4,0,,
1,20,474,4,0,,
1,20,496,4,0,,
1,20,526,4,0,,
1,20,580,4,0,,
1,23,45,1,1,1,
1,23,33,1,1,2,
1,23,22,1,3,,
1,23,74,1,6,,
1,23,73,1,9,,
1,23,75,1,12,,
1,23,77,1,15,1,
1,23,79,1,15,2,
1,23,402,1,18,,
1,23,36,1,21,,
1,23,230,1,24,,
1,23,235,1,27,,
1,23,388,1,30,,
1,23,38,1,33,,
1,23,76,1,36,,
1,23,80,2,0,,
1,23,124,2,0,,
1,23,130,2,0,,
1,23,133,2,0,,
1,23,174,2,0,,
1,23,204,2,0,,
1,23,267,2,0,,
1,23,275,2,0,,
1,23,345,2,0,,
1,23,437,2,0,,
1,23,438,2,0,,
1,23,580,2,0,,
1,23,14,4,0,,
1,23,15,4,0,,
1,23,70,4,0,,
1,23,76,4,0,,
1,23,92,4,0,,
1,23,104,4,0,,
1,23,113,4,0,,
1,23,148,4,0,,
1,23,156,4,0,,
1,23,164,4,0,,
1,23,182,4,0,,
1,23,188,4,0,,
1,23,202,4,0,,
1,23,203,4,0,,
1,23,206,4,0,,
1,23,207,4,0,,
1,23,213,4,0,,
1,23,214,4,0,,
1,23,219,4,0,,
1,23,241,4,0,,
1,23,249,4,0,,
1,23,263,4,0,,
1,23,331,4,0,,
1,23,412,4,0,,
1,23,447,4,0,,
1,23,526,4,0,,
1,25,33,1,1,1,
1,25,45,1,1,2,
1,25,22,1,3,,
1,25,74,1,6,,
1,25,73,1,9,,
1,25,75,1,12,,
1,25,77,1,15,1,
1,25,79,1,15,2,
1,25,402,1,18,,
1,25,36,1,21,,
1,25,230,1,24,,
1,25,235,1,27,,
1,25,388,1,30,,
1,25,438,1,33,,
1,25,76,1,36,,
1,25,80,2,0,,
1,25,92,2,0,,
1,25,174,2,0,,
1,25,275,2,0,,
1,25,14,4,0,,
1,25,34,4,0,,
1,25,36,4,0,,
1,25,38,4,0,,
1,25,76,4,0,,
1,25,92,4,0,,
1,25,156,4,0,,
1,25,164,4,0,,
1,25,174,4,0,,
1,25,182,4,0,,
1,25,188,4,0,,
1,25,202,4,0,,
1,25,203,4,0,,
1,25,204,4,0,,
1,25,206,4,0,,
1,25,214,4,0,,
1,25,241,4,0,,
1,25,263,4,0,,
1,25,270,4,0,,
1,25,282,4,0,,
1,25,311,4,0,,
1,25,331,4,0,,
1,25,345,4,0,,
1,25,402,4,0,,
1,25,412,4,0,,
1,25,437,4,0,,
1,25,447,4,0,,
1,25,474,4,0,,
1,25,491,4,0,,
1,25,520,4,0,,
1,25,580,4,0,,
1,25,803,4,0,,
1,25,851,4,0,,
1,25,885,4,0,,
1,28,33,1,1,1,
1,28,45,1,1,2,
1,28,73,1,7,,
1,28,22,1,13,,
1,28,77,1,20,,
1,28,75,1,27,,
1,28,74,1,34,,
1,28,79,1,41,,
1,28,76,1,48,,
1,28,14,4,0,,
1,28,15,4,0,,
1,28,34,4,0,,
1,28,36,4,0,,
1,28,38,4,0,,
1,28,72,4,0,,
1,28,76,4,0,,
1,28,92,4,0,,
1,28,99,4,0,,
1,28,102,4,0,,
1,28,104,4,0,,
1,28,115,4,0,,
1,28,117,4,0,,
1,28,156,4,0,,
1,28,164,4,0,,
1,29,33,1,1,1,
1,29,45,1,1,2,
1,29,73,1,7,,
1,29,22,1,13,,
1,29,77,1,20,,
1,29,75,1,27,,
1,29,74,1,34,,
1,29,79,1,41,,
1,29,76,1,48,,
1,29,14,4,0,,
1,29,15,4,0,,
1,29,34,4,0,,
1,29,36,4,0,,
1,29,38,4,0,,
1,29,72,4,0,,
1,29,76,4,0,,
1,29,92,4,0,,
1,29,99,4,0,,
1,29,102,4,0,,
1,29,104,4,0,,
1,29,115,4,0,,
1,29,117,4,0,,
1,29,156,4,0,,
1,29,164,4,0,,
2,1,33,1,1,1,
2,1,45,1,1,2,
2,1,73,1,1,3,
2,1,73,1,7,,
2,1,22,1,13,,
2,1,77,1,22,,
2,1,75,1,30,,
2,1,74,1,38,,
2,1,79,1,46,,
2,1,76,1,54,,
2,1,14,4,0,,
2,1,15,4,0,,
2,1,34,4,0,,
2,1,36,4,0,,
2,1,38,4,0,,
2,1,72,4,0,,
2,1,76,4,0,,
2,1,92,4,0,,
2,1,99,4,0,,
2,1,102,4,0,,
2,1,104,4,0,,
2,1,115,4,0,,
2,1,117,4,0,,
2,1,156,4,0,,
2,1,164,4,0,,
2,2,33,1,1,1,
2,2,45,1,1,2,
2,2,73,1,1,3,
2,2,73,1,7,,
2,2,22,1,13,,
2,2,77,1,22,,
2,2,75,1,30,,
2,2,74,1,38,,
2,2,79,1,46,,
2,2,76,1,54,,
2,2,14,4,0,,
2,2,15,4,0,,
2,2,34,4,0,,
2,2,36,4,0,,
2,2,38,4,0,,
2,2,72,4,0,,
2,2,76,4,0,,
2,2,92,4,0,,
2,2,99,4,0,,
2,2,102,4,0,,
2,2,104,4,0,,
2,2,115,4,0,,
2,2,117,4,0,,
2,2,156,4,0,,
2,2,164,4,0,,
2,3,33,1,1,1,
2,3,45,1,1,2,
2,3,73,1,1,3,
2,3,45,1,4,,
2,3,73,1,7,,
2,3,22,1,10,,
2,3,77,1,15,,
2,3,79,1,15,4,
2,3,75,1,22,,
