species_id,version_id,language_id,flavor_text
2,13,9,"When the bud on its back starts
swelling, a sweet aroma wafts to
indicate the flower’s coming bloom."
2,14,9,"When the bud on its back starts
swelling, a sweet aroma wafts to
indicate the flower’s coming bloom."
2,15,9,"Exposure to sunlight adds to its
strength. Sunlight also makes the
bud on its back grow larger."
2,16,9,"If the bud on its back starts to
smell sweet, it is evidence that
the large flower will soon bloom."
2,17,5,"Lorsque le bourgeon sur son dos
éclot, il répand un doux parfum
pour célébrer sa floraison."
2,17,9,"When the bud on its back starts
swelling, a sweet aroma wafts to
indicate the flower’s coming bloom."
2,18,5,"Lorsque le bourgeon sur son dos
éclot, il répand un doux parfum
pour célébrer sa floraison."
2,18,9,"When the bud on its back starts
swelling, a sweet aroma wafts to
indicate the flower’s coming bloom."
2,21,9,"When the bud on its back starts
swelling, a sweet aroma wafts to
indicate the flower’s coming bloom."
2,22,9,"When the bud on its back starts
swelling, a sweet aroma wafts to
indicate the flower’s coming bloom."
2,23,9,"There is a plant bulb on its back.
When it absorbs nutrients, the bulb is said to
blossom into a large flower."
2,24,9,"When the bud on its back starts swelling, a sweet
aroma wafts to indicate the flower’s coming bloom."
3,1,9,"The plant blooms
when it is
absorbing solarenergy. It stays
on the move to
seek sunlight."
3,2,9,"The plant blooms
when it is
absorbing solarenergy. It stays
on the move to
seek sunlight."
3,3,9,"The flower on its
back catches the
sun's rays.The sunlight is
then absorbed and
used for energy."
3,4,9,"By spreading the
broad petals of
its flower andcatching the sun's
rays, it fills its
body with power."
3,5,9,"It is able to con­
vert sunlight into
energy. As aresult, it is more
powerful in the
summertime."
3,6,9,"As it warms it­
self and absorbs
the sunlight, itsflower petals
release a pleasant
fragrance."
3,7,9,"There is a large flower on VENUSAUR’s
back. The flower is said to take on vivid
colors if it gets plenty of nutritionand sunlight. The flower’s aroma
soothes the emotions of people."
3,8,9,"There is a large flower on VENUSAUR’s
back. The flower is said to take on vivid
colors if it gets plenty of nutritionand sunlight. The flower’s aroma
soothes the emotions of people."
3,9,9,"VENUSAUR’s flower is said to take on vivid
colors if it gets plenty of nutrition and
sunlight. The flower’s aroma soothes the
emotions of people."
3,10,9,"A bewitching aroma wafts from its flower.
The fragrance becalms those engaged in
a battle."
3,11,9,"Its plant blooms when it is absorbing
solar energy. It stays on the move to
seek sunlight."
3,12,9,"After a rainy day, the flower on
its back smells stronger. The
scent attracts other Pokémon."
3,13,9,"After a rainy day, the flower on
its back smells stronger. The
scent attracts other Pokémon."
3,14,9,"After a rainy day, the flower on
its back smells stronger. The
scent attracts other Pokémon."
3,15,9,"By spreading the broad petals of
its flower and catching the sun’s
rays, it fills its body with power."
3,16,9,"It is able to convert sunlight into
energy. As a result, it is more
powerful in the summertime."
3,17,5,"Le parfum de sa fleur se fait plus
pénétrant les lendemains de pluie.
Cela appâte les autres Pokémon."
3,17,9,"After a rainy day, the flower on
its back smells stronger. The
scent attracts other Pokémon."
3,18,5,"Le parfum de sa fleur se fait plus
pénétrant les lendemains de pluie.
Cela appâte les autres Pokémon."
3,18,9,"After a rainy day, the flower on
its back smells stronger. The
scent attracts other Pokémon."
3,21,9,"After a rainy day, the flower on
its back smells stronger. The
scent attracts other Pokémon."
3,22,9,"After a rainy day, the flower on
its back smells stronger. The
scent attracts other Pokémon."
3,23,9,"By spreading the broad petals of its flower
and catching the sun’s rays, it fills its body
with power."
3,24,9,"After a rainy day, the flower on its back smells
stronger. The scent attracts other Pokémon."
4,1,9,"Obviously prefers
hot places. When
it rains, steamis said to spout
from the tip of
its tail."
4,2,9,"Obviously prefers
hot places. When
it rains, steamis said to spout
from the tip of
its tail."
4,3,9,"The flame at the
tip of its tail
makes a sound asit burns. You can
only hear it in
quiet places."
4,4,9,"The flame on its
tail shows the
strength of itslife force. If it
is weak, the flame
also burns weakly."
4,5,9,"The flame on its
tail indicates
CHARMANDER's lifeforce. If it is
healthy, the flame
burns brightly."
4,6,9,"If it's healthy,
the flame on the
tip of its tailwill burn vigor­
ously, even if it
gets a bit wet."
4,7,9,"The flame that burns at the tip of its
tail is an indication of its emotions.
The flame wavers when CHARMANDER isenjoying itself. If the POKéMON becomes
enraged, the flame burns fiercely."
4,8,9,"The flame that burns at the tip of its
tail is an indication of its emotions.
The flame wavers when CHARMANDER isenjoying itself. If the POKéMON becomes
enraged, the flame burns fiercely."
4,9,9,"The flame that burns at the tip of its
tail is an indication of its emotions.
The flame wavers when CHARMANDER is
happy, and blazes when it is enraged."
4,10,9,"From the time it is born, a flame burns
at the tip of its tail. Its life would end
if the flame were to go out."
4,11,9,"It has a preference for hot things.
When it rains, steam is said to spout from
the tip of its tail."
4,12,9,"The fire on the tip of its tail is a
measure of its life. If healthy,
its tail burns intensely."
4,13,9,"The fire on the tip of its tail is a
measure of its life. If healthy,
its tail burns intensely."
4,14,9,"The fire on the tip of its tail is a
measure of its life. If healthy,
its tail burns intensely."
4,15,9,"The flame on its tail shows the
strength of its life force. If it is weak,
the flame also burns weakly."
4,16,9,"The flame on its tail indicates
CHARMANDER’s life force. If it is
healthy, the flame burns brightly."
4,17,5,"La flamme de sa queue symbolise sa
vitalité. Elle est intense quand il
est en bonne santé."
4,17,9,"The fire on the tip of its tail is a
measure of its life. If healthy,
its tail burns intensely."
4,18,5,"La flamme de sa queue symbolise sa
vitalité. Elle est intense quand il
est en bonne santé."
4,18,9,"The fire on the tip of its tail is a
measure of its life. If healthy,
its tail burns intensely."
4,21,9,"The fire on the tip of its tail is a
measure of its life. If healthy,
its tail burns intensely."
4,22,9,"The fire on the tip of its tail is a
measure of its life. If healthy,
its tail burns intensely."
4,23,9,"The flame on its tail indicates Charmander’s life
force. If it’s healthy, the flame burns brightly."
4,24,9,"From the time is born, a flame burns at the tip of
its tail. Its life would end if the flame were to
go out."
5,1,9,"When it swings
its burning tail,
it elevates thetemperature to
unbearably high
levels."
5,2,9,"When it swings
its burning tail,
it elevates thetemperature to
unbearably high
levels."
5,3,9,"Tough fights could
excite this
POKéMON. Whenexcited, it may
blow out bluish-
white flames."
5,4,9,"It is very hot­
headed by nature,
so it constantlyseeks opponents.
It calms down only
when it wins."
5,5,9,"It has a barbaric
nature. In battle,
it whips itsfiery tail around
and slashes away
with sharp claws."
5,6,9,"If it becomes
agitated during
battle, it spoutsintense flames,
incinerating its
surroundings."
5,7,9,"CHARMELEON mercilessly destroys its
foes using its sharp claws.
If it encounters a strong foe, it turnsaggressive. In this excited state, the
flame at the tip of its tail flares with a
bluish white color."
5,8,9,"CHARMELEON mercilessly destroys its
foes using its sharp claws.
If it encounters a strong foe, it turnsaggressive. In this excited state, the
flame at the tip of its tail flares with a
bluish white color."
5,9,9,"Without pity, its sharp claws destroy foes.
If it encounters a strong enemy, it
becomes agitated, and the flame on its
tail flares with a bluish white color."
5,10,9,"It lashes about with its tail to knock
down its foe. It then tears up the fallen
opponent with sharp claws."
5,11,9,"When it swings its burning tail, it
elevates the air temperature to
unbearably high levels."
5,12,9,"In the rocky mountains where
CHARMELEON live, their fiery
tails shine at night like stars."
5,13,9,"In the rocky mountains where
CHARMELEON live, their fiery
tails shine at night like stars."
5,14,9,"In the rocky mountains where
CHARMELEON live, their fiery
tails shine at night like stars."
5,15,9,"It is very hotheaded by nature,
so it constantly seeks opponents.
It calms down only when it wins."
5,16,9,"It has a barbaric nature. In battle,
it whips its fiery tail around
and slashes away with sharp claws."
5,17,5,"La nuit, la queue ardente du Reptincel
brille comme une étoile dans son
repaire montagneux."
5,17,9,"In the rocky mountains where
Charmeleon live, their fiery
tails shine at night like stars."
5,18,5,"La nuit, la queue ardente du Reptincel
brille comme une étoile dans son
repaire montagneux."
5,18,9,"In the rocky mountains where
Charmeleon live, their fiery
tails shine at night like stars."
5,21,9,"In the rocky mountains where
Charmeleon live, their fiery
tails shine at night like stars."
5,22,9,"In the rocky mountains where
Charmeleon live, their fiery
tails shine at night like stars."
5,23,9,"It lashes about with its tail to knock down its foe.
It then tears up the fallen opponent with
sharp claws.
"
5,24,9,"When it swings its burning tail, it elevates the air
temperature to unbearably high levels."
6,1,9,"Spits fire that
is hot enough to
melt boulders.Known to cause
forest fires
unintentionally."
6,2,9,"Spits fire that
is hot enough to
melt boulders.Known to cause
forest fires
unintentionally."
6,3,9,"When expelling a
blast of super
hot fire, the redflame at the tip
of its tail burns
more intensely."
6,4,9,"If CHARIZARD be­
comes furious, the
flame at the tipof its tail flares
up in a whitish-
blue color."
6,5,9,"Breathing intense,
hot flames, it can
melt almost any­thing. Its breath
inflicts terrible
pain on enemies."
6,6,9,"It uses its wings
to fly high. The
temperature of itsfire increases as
it gains exper­
ience in battle."
6,7,9,"CHARIZARD flies around the sky in
search of powerful opponents.
It breathes fire of such great heatthat it melts anything. However, it
never turns its fiery breath on any
opponent weaker than itself."
6,8,9,"CHARIZARD flies around the sky in
search of powerful opponents.
It breathes fire of such great heatthat it melts anything. However, it
never turns its fiery breath on any
opponent weaker than itself."
6,9,9,"A CHARIZARD flies about in search of
strong opponents. It breathes intense
flames that can melt any material. However,
it will never torch a weaker foe."
6,10,9,"Its wings can carry this POKéMON close to
an altitude of 4,600 feet. It blows out
fire at very high temperatures."
6,11,9,"It spits fire that is hot enough to melt
boulders. It may cause forest fires by
blowing flames."
6,12,9,"It is said that CHARIZARD’s fire
burns hotter if it has
experienced harsh battles."
6,13,9,"It is said that CHARIZARD’s fire
burns hotter if it has
experienced harsh battles."
6,14,9,"It is said that CHARIZARD’s fire
burns hotter if it has
experienced harsh battles."
6,15,9,"If CHARIZARD becomes furious,
the flame at the tip of its tail flares
up in a light blue shade."
6,16,9,"Breathing intense, hot flames, it can
melt almost anything. Its breath
inflicts terrible pain on enemies."
6,17,5,"On raconte que la flamme du
Dracaufeu s’intensifie après
un combat difficile."
6,17,9,"It is said that Charizard’s fire
burns hotter if it has
experienced harsh battles."
6,18,5,"On raconte que la flamme du
Dracaufeu s’intensifie après
un combat difficile."
6,18,9,"It is said that Charizard’s fire
burns hotter if it has
experienced harsh battles."
6,21,9,"It is said that Charizard’s fire
burns hotter if it has
experienced harsh battles."
6,22,9,"It is said that Charizard’s fire
burns hotter if it has
experienced harsh battles."
6,23,9,"When expelling a blast of superhot fire,
the red flame at the tip of its tail burns
more intensely."
6,24,9,"Its wings can carry this pokemon close to an
altitude of 4,600 feet. It blows out fire at very
high temperatures."
7,1,9,"After birth, its
back swells and
hardens into ashell. Powerfully
sprays foam from
its mouth."
7,2,9,"After birth, its
back swells and
hardens into ashell. Powerfully
sprays foam from
its mouth."
7,3,9,"Shoots water at
prey while in the
water.Withdraws into
its shell when in
danger."
7,4,9,"The shell is soft
when it is born.
It soon becomes soresilient, prod­
ding fingers will
bounce off it."
7,5,9,"The shell, which
hardens soon after
it is born, isresilient. If you
poke it, it will
bounce back out."
7,6,9,"When it feels
threatened, it
draws its legsinside its shell
and sprays water
from its mouth."
7,7,9,"SQUIRTLE’s shell is not merely used
for protection.
The shell’s rounded shape and thegrooves on its surface help minimize
resistance in water, enabling this
POKéMON to swim at high speeds."
7,8,9,"SQUIRTLE’s shell is not merely used
for protection.
The shell’s rounded shape and thegrooves on its surface help minimize
resistance in water, enabling this
POKéMON to swim at high speeds."
7,9,9,"Its shell is not just for protection.
Its rounded shape and the grooves on its
surface minimize resistance in water,
enabling SQUIRTLE to swim at high speeds."
7,10,9,"When it retracts its long neck into its
shell, it squirts out water with vigorous
force."
7,11,9,"After birth, its back swells and hardens
into a shell. It powerfully sprays foam
from its mouth."
7,12,9,"It shelters itself in its shell,
then strikes back with spouts of
water at every opportunity."
7,13,9,"It shelters itself in its shell,
then strikes back with spouts of
water at every opportunity."
7,14,9,"It shelters itself in its shell,
then strikes back with spouts of
water at every opportunity."
7,15,9,"The shell is soft when it is born.
It soon becomes so resilient,
prodding fingers will bounce off it."
7,16,9,"The shell, which hardens soon after
it is born, is resilient. If you
poke it, it will bounce back out."
7,17,5,"Il se réfugie dans sa carapace
et réplique en éclaboussant
l’ennemi à la première occasion."
7,17,9,"It shelters itself in its shell,
then strikes back with spouts of
water at every opportunity."
7,18,5,"Il se réfugie dans sa carapace
et réplique en éclaboussant
l’ennemi à la première occasion."
7,18,9,"It shelters itself in its shell,
then strikes back with spouts of
water at every opportunity."
7,21,9,"It shelters itself in its shell
then strikes back with spouts of
water at every opportunity."
7,22,9,"It shelters itself in its shell
then strikes back with spouts of
water at every opportunity."
7,23,9,"It shelters itself in its shell, then strikes back
with spouts of water at every opportunity."
7,24,9,"Shoots water at prey while in the water. Withdraws
into its shell when in danger.
"
8,1,9,"Often hides in
water to stalk
unwary prey. Forswimming fast, it
moves its ears to
maintain balance."
8,2,9,"Often hides in
water to stalk
unwary prey. Forswimming fast, it
moves its ears to
maintain balance."
8,3,9,"When tapped, this
POKéMON will pull
in its head, butits tail will
still stick out a
little bit."
8,4,9,"It is recognized
as a symbol of
longevity. If itsshell has algae on
it, that WARTORTLE
is very old."
8,5,9,"It cleverly con­
trols its furry
ears and tail tomaintain its
balance while
swimming."
8,6,9,"Its long, furry
tail is a symbol
of longevity,making it quite
popular among
older people."
8,7,9,"Its tail is large and covered with a rich,
thick fur. The tail becomes increasingly
deeper in color as WARTORTLE ages.The scratches on its shell are evidence
of this POKéMON’s toughness as a
battler."
8,8,9,"Its tail is large and covered with a rich,
thick fur. The tail becomes increasingly
deeper in color as WARTORTLE ages.The scratches on its shell are evidence
of this POKéMON’s toughness as a
battler."
8,9,9,"Its large tail is covered with rich, thick
fur that deepens in color with age.
The scratches on its shell are evidence
of this POKéMON’s toughness in battle."
8,10,9,"This POKéMON is very popular as a pet.
Its fur-covered tail is a symbol of its
longevity."
8,11,9,"It often hides in water to stalk unwary
prey. For fast swimming, it moves its
ears to maintain balance."
8,12,9,"It is said to live 10,000 years.
Its furry tail is popular as a
symbol of longevity."
8,13,9,"It is said to live 10,000 years.
Its furry tail is popular as a
symbol of longevity."
8,14,9,"It is said to live 10,000 years.
Its furry tail is popular as a
symbol of longevity."
8,15,9,"It is a well-established symbol of
longevity. If its shell has algae on it,
that WARTORTLE is very old."
8,16,9,"It cleverly controls its furry
ears and tail to maintain its
balance while swimming."
8,17,5,"On prétend qu’il vit 10 000 ans.
Sa queue duveteuse est un
symbole de longévité populaire."
8,17,9,"It is said to live 10,000 years.
Its furry tail is popular as a
symbol of longevity."
8,18,5,"On prétend qu’il vit 10 000 ans.
Sa queue duveteuse est un
symbole de longévité populaire."
8,18,9,"It is said to live 10,000 years.
Its furry tail is popular as a
symbol of longevity."
8,21,9,"It is said to live 10,000 years.
Its furry tail is popular as a
symbol of longevity."
8,22,9,"It is said to live 10,000 years.
Its furry tail is popular as a
symbol of longevity."
8,23,9,"When tapped, this Pokémon will pull in its head,
but its tail will still stick out a little bit."
8,24,9,"It is said to live 10,000 years. Its furry tail is
 popular as a symbol of longevity."
9,1,9,"A brutal POKéMON
with pressurized
water jets on itsshell. They are
used for high
speed tackles."
9,2,9,"A brutal POKéMON
with pressurized
water jets on itsshell. They are
used for high
speed tackles."
9,3,9,"Once it takes aim
at its enemy, it
blasts out waterwith even more
force than a fire
hose."
9,4,9,"It deliberately
makes itself heavy
so it can with­stand the recoil
of the water jets
it fires."
9,5,9,"The rocket cannons
on its shell fire
jets of watercapable of punch­
ing holes through
thick steel."
9,6,9,"It firmly plants
its feet on the
ground beforeshooting water
from the jets on
its back."
9,7,9,"BLASTOISE has water spouts that
protrude from its shell. The water
spouts are very accurate.They can shoot bullets of water with
enough accuracy to strike empty cans
from a distance of over 160 feet."
9,8,9,"BLASTOISE has water spouts that
protrude from its shell. The water
spouts are very accurate.They can shoot bullets of water with
enough accuracy to strike empty cans
from a distance of over 160 feet."
9,9,9,"The waterspouts that protrude from its
shell are highly accurate. Their bullets of
water can precisely nail tin cans from
a distance of over 160 feet."
9,10,9,"It crushes its foe under its heavy body
to cause fainting. In a pinch, it will
withdraw inside its shell."
9,11,9,"The pressurized water jets on this brutal
POKéMON’s shell are used for high-
speed tackles."
9,12,9,"The jets of water it spouts from
the rocket cannons on its shell
can punch through thick steel."
9,13,9,"The jets of water it spouts from
the rocket cannons on its shell
can punch through thick steel."
9,14,9,"The jets of water it spouts from
the rocket cannons on its shell
can punch through thick steel."
9,15,9,"It deliberately makes itself heavy
so it can withstand the recoil
of the water jets it fires."
9,16,9,"The rocket cannons on its shell fire
jets of water capable of punching
holes through thick steel."
9,17,5,"Les trombes d’eau projetées par
les canons de sa carapace peuvent
percer le métal le plus résistant."
9,17,9,"The jets of water it spouts from
the rocket cannons on its shell
can punch through thick steel."
9,18,5,"Les trombes d’eau projetées par
les canons de sa carapace peuvent
percer le métal le plus résistant."
9,18,9,"The jets of water it spouts from
the rocket cannons on its shell
can punch through thick steel."
9,21,9,"The jets of water it spouts from
the rocket cannons on its shell
can punch through thick steel."
9,22,9,"The jets of water it spouts from
the rocket cannons on its shell
can punch through thick steel."
9,23,9,"It crushes its foe under its heavy body to cause
fainting. In a pinch it will withdraw inside its shell. "
9,24,9,"The pressurized water jets on this brutal Pokémon’s
shell are used for high-speed tackles."
10,1,9,"Its short feet
are tipped with
suction pads thatenable it to
tirelessly climb
slopes and walls."
10,2,9,"Its short feet
are tipped with
suction pads thatenable it to
tirelessly climb
slopes and walls."
10,3,9,"If you touch the
feeler on top of
its head, it willrelease a horrible
stink to protect
itself."
10,4,9,"For protection, it
releases a horri­
ble stench fromthe antenna on its
head to drive away
enemies."
10,5,9,"Its feet have
suction cups
designed to stickto any surface. It
tenaciously climbs
trees to forage."
10,6,9,"It crawls into
foliage where it
camouflages itselfamong leaves that
are the same color
as its body."
10,7,9,"CATERPIE has a voracious appetite.
It can devour leaves bigger than its
body right before your eyes.From its antenna, this POKéMON releases
a terrifically strong odor."
10,8,9,"CATERPIE has a voracious appetite.
It can devour leaves bigger than its
body right before your eyes.From its antenna, this POKéMON releases
a terrifically strong odor."
10,9,9,"Its voracious appetite compels it to
devour leaves bigger than itself without
hesitation. It releases a terribly strong
odor from its antennae."
10,10,9,"It is covered with a green skin. When it
grows, it sheds the skin, covers itself
with silk, and becomes a cocoon."
10,11,9,"Its short feet are tipped with suction
pads that enable it to tirelessly climb
slopes and walls."
10,12,9,"It releases a stench from its red
antenna to repel enemies. It
grows by molting repeatedly."
10,13,9,"It releases a stench from its red
antenna to repel enemies. It
grows by molting repeatedly."
10,14,9,"It releases a stench from its red
antenna to repel enemies. It
grows by molting repeatedly."
10,15,9,"For protection, it releases a horrible
stench from the antennae on its
head to drive away enemies."
10,16,9,"Its feet have suction cups
designed to stick to any surface. It
tenaciously climbs trees to forage."
10,17,5,"Ses antennes rouges libèrent une
puanteur qui repousse l’ennemi.
Il grandit par mues régulières."
10,17,9,"It releases a stench from its red
antenna to repel enemies. It
grows by molting repeatedly."
10,18,5,"Ses antennes rouges libèrent une
puanteur qui repousse l’ennemi.
Il grandit par mues régulières."
10,18,9,"It releases a stench from its red
antenna to repel enemies. It
grows by molting repeatedly."
10,21,9,"It releases a stench from its red
antenna to repel enemies. It
grows by molting repeatedly."
10,22,9,"It releases a stench from its red
antenna to repel enemies. It
grows by molting repeatedly."
10,23,9,"For protection, it releases a horrible stench from
the antennae on its head to drive away enemies."
10,24,9,"Its feet have suction cups designed to stick to any
surface. It tenaciously climbs trees to forage."
11,1,9,"This POKéMON is
vulnerable to
attack while itsshell is soft,
exposing its weak
and tender body."
11,2,9,"This POKéMON is
vulnerable to
attack while itsshell is soft,
exposing its weak
and tender body."
11,3,9,"Hardens its shell
to protect itself.
However, a largeimpact may cause
it to pop out of
its shell."
11,4,9,"Inside the shell,
it is soft and
weak as it pre­pares to evolve.
It stays motion­
less in the shell."
11,5,9,"It prepares for
evolution by har­
dening its shellas much as possi­
ble to protect its
soft body."
11,6,9,"This is its pre-
evolved form. At
this stage, it canonly harden, so it
remains motionless
to avoid attack."
11,7,9,"The shell covering this POKéMON’s body
is as hard as an iron slab.
METAPOD does not move very much.It stays still because it is preparing
its soft innards for evolution inside
the hard shell."
11,8,9,"The shell covering this POKéMON’s body
is as hard as an iron slab.
METAPOD does not move very much.It stays still because it is preparing
its soft innards for evolution inside
the hard shell."
11,9,9,"Its shell is as hard as an iron slab.
A METAPOD does not move very much
because it is preparing its soft innards
for evolution inside the shell."
11,10,9,"Even though it is encased in a sturdy
shell, the body inside is tender.
It can’t withstand a harsh attack."
11,11,9,"This POKéMON is vulnerable to attack
while its shell is soft, exposing its weak
and tender body."
11,12,9,"A steel-hard shell protects its
tender body. It quietly endures
hardships while awaiting evolution."
11,13,9,"A steel-hard shell protects its
tender body. It quietly endures
hardships while awaiting evolution."
11,14,9,"A steel-hard shell protects its
tender body. It quietly endures
hardships while awaiting evolution."
11,15,9,"Inside the shell, it is soft and
weak as it prepares to evolve.
It stays motionless in the shell."
11,16,9,"It prepares for evolution by hardening
its shell as much as possible
to protect its soft body."
11,17,5,"Son corps frêle est protégé par sa
carapace d’acier. Il encaisse les
coups durs en attendant d’évoluer."
11,17,9,"A steel-hard shell protects its
tender body. It quietly endures
hardships while awaiting evolution."
11,18,5,"Son corps frêle est protégé par sa
carapace d’acier. Il encaisse les
coups durs en attendant d’évoluer."
11,18,9,"A steel-hard shell protects its
tender body. It quietly endures
hardships while awaiting evolution."
11,21,9,"A steel-hard shell protects its
tender body. It quietly endures
hardships while awaiting evolution."
11,22,9,"A steel-hard shell protects its
tender body. It quietly endures
hardships while awaiting evolution."
11,23,9,"A steel-hard shell protects its tender body.
It quietly endures hardships while
awaiting evolution."
11,24,9,"This Pokémon is vulnerable to attack while its shell
is soft, exposing its weak and tender body."
12,1,9,"In battle, it
flaps its wings
at high speed torelease highly
toxic dust into
the air."
12,2,9,"In battle, it
flaps its wings
at high speed torelease highly
toxic dust into
the air."
12,3,9,"Its wings, covered
with poisonous
powders, repelwater. This
allows it to fly
in the rain."
12,4,9,"It collects honey
every day. It rubs
honey onto thehairs on its legs
to carry it back
to its nest."
12,5,9,"Water-repellent
powder on its
wings enables itto collect honey,
even in the heav­
iest of rains."
12,6,9,"It flits from
flower to flower,
collecting honey.It can even
identify distant
flowers in bloom."
12,7,9,"BUTTERFREE has a superior ability to
search for delicious honey from
flowers.It can even search out, extract, and
carry honey from flowers that are
blooming over six miles from its nest."
12,8,9,"BUTTERFREE has a superior ability to
search for delicious honey from
flowers.It can even search out, extract, and
carry honey from flowers that are
blooming over six miles from its nest."
12,9,9,"It has a superior ability to search for
delicious honey from flowers. It can seek,
extract, and carry honey from flowers
blooming over six miles away."
12,10,9,"The wings are protected by rain-repellent
dust. As a result, this POKéMON can fly
about even in rain."
12,11,9,"In battle, it flaps its wings at great
speed to release highly toxic dust into
the air."
12,12,9,"It loves the honey of flowers and
can locate flower patches that
have even tiny amounts of pollen."
12,13,9,"It loves the honey of flowers and
can locate flower patches that
have even tiny amounts of pollen."
12,14,9,"It loves the honey of flowers and
can locate flower patches that
have even tiny amounts of pollen."
12,15,9,"It collects honey every day. It rubs
honey onto the hairs on its legs
to carry it back to its nest."
12,16,9,"Water-repellent powder on its
wings enables it to collect honey,
even in the heaviest of rains."
12,17,5,"Il raffole du nectar des fleurs. Il
est capable de repérer la plus
petite quantité de pollen."
12,17,9,"It loves the honey of flowers and
can locate flower patches that
have even tiny amounts of pollen."
12,18,5,"Il raffole du nectar des fleurs. Il
est capable de repérer la plus
petite quantité de pollen."
12,18,9,"It loves the honey of flowers and
can locate flower patches that
have even tiny amounts of pollen."
12,21,9,"It loves the honey of flowers and
can locate flower patches that
have even tiny amounts of pollen."
12,22,9,"It loves the honey of flowers and
can locate flower patches that
have even tiny amounts of pollen."
12,23,9,"It loves the honey of flowers and can locate
flower patches that have even tiny amounts of
pollen."
12,24,9,"The wings are protected by rain-repellent dust.
As a result, this Pokémon can fly about even
in rain."
13,1,9,"Often found in
forests, eating
leaves.It has a sharp
venomous stinger
on its head."
13,2,9,"Often found in
forests, eating
leaves.It has a sharp
venomous stinger
on its head."
13,3,9,"Beware of the
sharp stinger on
its head. Ithides in grass
and bushes where
it eats leaves."
13,4,9,"Its poison stinger
is very powerful.
Its bright-coloredbody is intended
to warn off its
enemies."
13,5,9,"It attacks using a
two-inch poison
barb on its head.It can usually be
found under the
leaves it eats."
13,6,9,"The barb on top of
its head secretes
a strong poison.It uses this toxic
barb to protect
itself."
13,7,9,"WEEDLE has an extremely acute sense
of smell.
It is capable of distinguishing itsfavorite kinds of leaves from those it
dislikes just by sniffing with its big
red proboscis (nose)."
